angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000
2.067469,J031840.16+494005.5,49.6673453,+49.6681999,0.0519,0.0507,164.3,13.566,13.360,12.458,9.135,14.504,13.896,13.592,0.026,0.030,,,0.036,0.040,0.041,487149901351022249,0000,0,00nn,AAUU,-53,83,-16,86,0.296,49.6682312969039,4.2245098592105
4.243118,J031459.23+484448.3,48.7468249,+48.7467661,0.4529,0.4048,118.0,17.187,16.941,12.452,8.920,,,,0.143,0.378,,,,,,494148401351038987,0000,0,nnnn,BCUU,-593,1715,577,1809,,48.7477675157902,4.12483782613
2.145997,J031615.40+490347.1,49.0641782,+49.0630952,0.1399,0.1273,115.3,15.714,15.820,12.356,8.969,16.517,15.702,15.540,0.048,0.138,0.432,,0.141,0.156,0.199,494148401351058960,0000,0,0nnn,ABCU,294,447,76,476,0.700,49.0634666324206,4.3530863873711
3.699621,J031630.27+490734.9,49.1261324,+49.1263733,0.3455,0.3187,116.5,16.850,16.690,12.752,8.749,,,,0.108,,,,,,,494148401351059766,0000,0,nnnn,AUUU,-779,1323,1302,1411,,49.1254482554711,4.4283290761577
2.968948,J031700.21+491508.1,49.2509041,+49.2522753,0.0426,0.0411,5.5,12.406,12.441,12.530,8.630,13.276,12.748,12.582,0.023,0.024,0.502,,0.023,0.027,0.027,487149901351002834,hh00,1,43nn,AACU,281,56,136,56,0.368,49.252153764657,4.5722855424799
3.627442,J031956.81+495906.0,49.9867308,+49.9850186,0.1325,0.1226,125.6,15.519,15.621,12.116,9.057,16.314,15.806,15.821,0.046,0.137,,,0.122,0.157,0.229,510149901351034990,0000,0,0nnn,ABUU,-587,392,225,403,0.796,49.985185311249,4.2745733273578
3.244670,J031935.50+495347.0,49.8979462,+49.8964036,0.1826,0.1641,113.3,16.050,15.755,12.051,9.082,,,,0.064,0.126,,,,,,487149901351025523,0000,0,0nnn,ABUU,186,540,-339,574,,49.897140423892,4.6790891095473
4.128874,J032019.94+500456.0,50.0830847,+50.0822485,0.3362,0.3135,127.7,16.854,16.924,12.804,8.746,,,,0.105,,,,,,,510149901351036134,0000,0,nnnn,AUUU,-442,1195,1012,1229,,50.0833796902661,4.8450093602618
1.904183,J031840.16+494005.5,49.6673453,+49.6681999,0.0519,0.0507,164.3,13.566,13.360,12.458,9.135,14.504,13.896,13.592,0.026,0.030,,,0.036,0.040,0.041,487149901351022249,0000,0,00nn,AAUU,-53,83,-16,86,0.296,49.6677349527691,4.6398327011401
3.748586,J031824.44+493612.0,49.6018420,+49.6033429,0.0971,0.0941,127.2,15.298,15.663,12.463,8.562,16.550,16.006,15.553,0.035,0.120,,,0.157,0.208,0.213,487149901351023513,hh00,0,0nnn,ABUU,117,304,-310,311,0.865,49.602356420095,4.7520388926235
3.908250,J031918.75+494944.9,49.8281274,+49.8291396,0.2592,0.2308,119.6,16.272,16.864,12.657,8.754,,,,0.085,0.320,,,,,,487149901351026450,0000,0,0nnn,ABUU,-129,746,976,779,,49.8280549706315,5.2220747378929
4.606000,J031345.45+482630.1,48.4394151,+48.4417016,0.3163,0.2960,119.1,16.548,16.425,11.622,8.595,,,,0.108,0.253,0.221,,,,,494148401351035416,00O0,0,0nnn,ABBU,2576,1260,3138,1327,,48.4408376338671,4.521520711835
2.101099,J031319.71+481952.6,48.3321290,+48.3312903,0.0461,0.0432,0.4,12.670,12.684,12.599,8.970,13.707,12.980,12.800,0.024,0.027,0.476,,0.024,0.023,0.023,472148401351025917,0h00,0,00nn,AACU,4,60,55,60,0.008,48.3312529185329,4.5067407054973
4.895231,J031512.86+484821.4,48.8035954,+48.8059640,0.0821,0.0770,124.8,14.831,14.969,12.572,9.052,15.442,14.972,14.910,0.032,0.071,,,0.062,0.080,0.106,494148401351040210,0000,0,00nn,AAUU,-114,200,-197,213,0.145,48.8055727260415,4.7856315861071
2.133331,J031232.10+480758.5,48.1337517,+48.1329363,0.1758,0.1035,91.6,14.692,14.684,12.333,9.056,15.213,14.823,14.627,0.060,0.081,,,0.047,0.064,0.071,472148401351023771,0000,0,nnnn,AAUU,,,,,0.488,48.1328695040043,4.5717313609372
2.952760,J031618.24+490432.0,49.0760173,+49.0755662,0.2606,0.2431,119.3,16.661,16.925,12.203,8.996,,,,0.082,,,,,,,494148401351059483,0000,0,1nnn,AUUU,328,1033,-43,1072,,49.0750474075431,4.9521336993717
3.231717,J031725.77+492120.7,49.3573935,+49.3557591,0.0559,0.0541,160.5,13.947,13.873,12.275,8.769,14.780,14.312,14.131,0.026,0.036,,,0.034,0.045,0.056,487149901351002957,hh00,0,21nn,AAUU,274,110,343,110,0.323,49.3561616672813,5.2963090007138
2.497830,J031801.87+493032.6,49.5078087,+49.5090563,0.2248,0.2068,123.8,16.170,16.051,12.375,8.850,,,,0.077,0.193,,,,,,487149901351023607,0000,0,0nnn,ABUU,166,687,-98,722,,49.5085684307013,5.4761296892581
1.957140,J031613.98+490327.4,49.0582883,+49.0576386,0.0527,0.0472,176.9,12.884,12.885,12.174,8.792,13.576,13.157,12.993,0.025,0.030,,,0.026,0.029,0.035,494148401351058176,0000,0,nnnn,AAUU,217,62,92,63,0.192,49.0574902118748,5.2479641673751
0.762295,J031627.26+490647.6,49.1136237,+49.1132395,0.2947,0.2633,118.8,16.695,16.330,12.030,8.617,,,,0.100,0.222,0.361,,,,,494148401351059512,0000,0,nnnn,ABCU,75,1069,-463,1151,,49.1133349644084,5.3108922358657
2.874814,J031559.74+490001.2,48.9989359,+49.0003602,0.1164,0.1071,116.1,15.282,15.420,12.623,8.588,15.768,15.281,15.197,0.043,0.096,,,0.076,0.107,0.143,494148401351058868,0000,0,1nnn,AAUU,-282,306,-110,326,0.875,49.0000698433558,5.5210703047598
3.101049,J031523.35+485050.3,48.8473248,+48.8473099,0.6467,0.5891,117.1,17.715,16.908,12.686,9.014,,,,0.218,0.354,,,,,,494148401351042339,0000,0,nnnn,BBUU,-1418,2715,1099,2864,,48.8480339501415,5.5942403537889
1.601578,J031628.24+490702.2,49.1177071,+49.1172917,0.0604,0.0594,122.9,13.915,13.972,12.022,9.147,14.469,14.093,14.027,0.028,0.039,,,0.032,0.045,0.052,494148401351058370,0000,0,00nn,AAUU,22,106,17,114,0.066,49.1170964043921,5.4959960392281
4.503482,J031806.34+493139.3,49.5264328,+49.5276095,0.0659,0.0629,140.7,14.381,14.354,12.558,8.912,14.871,14.508,14.298,0.028,0.047,,,0.042,0.059,0.068,487149901351022496,0000,0,01nn,AAUU,-49,149,129,155,0.130,49.5263594646342,5.7162021194351
4.669713,J031621.03+490521.7,49.0876447,+49.0893819,0.3585,0.3195,117.3,17.055,16.878,12.721,9.065,,,,0.114,,,,,,,494148401351059688,0000,0,nnnn,BUUU,-2758,1370,1567,1454,,49.0881231429033,5.7258711486675
2.059813,J030533.06+462319.4,46.3877847,+46.3887247,0.1292,0.1198,129.1,15.525,15.804,12.722,9.031,16.647,15.983,15.533,0.046,0.140,,,0.156,0.175,0.199,458146901351003515,0000,0,0nnn,ABUU,-52,372,-98,377,0.984,46.3882518767412,3.6042923058142
4.404138,J030702.69+464546.5,46.7612334,+46.7629317,0.0644,0.0614,156.5,14.119,14.212,12.145,9.093,14.580,14.259,14.129,0.028,0.045,,,0.031,0.048,0.051,458146901351022542,0000,0,11nn,AAUU,242,125,45,127,0.076,46.7630151833001,4.4594023807681
3.131568,J030308.16+454659.0,45.7840065,+45.7830761,0.3481,0.3148,117.7,17.034,16.261,11.978,9.017,,,,0.121,0.209,0.388,,,,,447145401351045438,0000,0,nnnn,BBCU,-30,1372,1378,1458,,45.7828161296624,4.1847220624772
4.784645,J030958.50+472946.1,47.4937876,+47.4961573,0.1377,0.1245,114.1,15.542,15.278,12.562,8.787,16.483,15.833,15.443,0.052,0.087,,,0.125,0.143,0.152,480146901351058378,0000,0,00nn,AAUU,291,358,-158,386,0.507,47.4953477849652,4.6734329939694
4.770087,J030957.32+472919.8,47.4888533,+47.4888368,0.0466,0.0463,17.3,12.994,12.972,12.255,9.159,13.962,13.306,13.100,0.025,0.027,,,0.028,0.028,0.029,480146901351057779,0000,0,00nn,AAUU,-51,66,186,67,0.227,47.4899398482315,4.8907498192835
0.753382,J031009.02+473216.6,47.5375981,+47.5379623,0.0406,0.0376,20.7,11.350,11.374,11.232,9.067,11.834,11.505,11.391,0.023,0.022,0.176,,0.020,0.017,0.019,480146901351057775,0000,0,00nn,AABU,-59,41,155,41,0.201,47.5378087957788,4.947677568289
3.916388,J030651.63+464249.8,46.7151253,+46.7138441,0.0864,0.0815,133.3,14.922,14.755,12.182,9.104,16.426,15.533,15.152,0.033,0.068,,,0.131,0.124,0.145,458146901351022727,0000,0,00nn,AAUU,40,218,-245,225,1.663,46.7135845033502,4.8451171311357
4.580103,J030403.47+460044.4,46.0144753,+46.0123596,0.4191,0.3744,117.0,17.368,16.247,11.987,8.917,,,,0.155,0.195,,,,,,468145401351059726,0000,0,nnnn,BBUU,1623,1641,-1052,1752,,46.0133787370588,4.647517462828
1.966273,J030256.45+454410.2,45.7352439,+45.7361836,0.3838,0.3498,130.2,17.018,17.222,12.644,8.853,,,,0.119,0.476,,,,,,447145401351046553,0000,0,nnnn,BCUU,-827,1476,-31,1504,,45.7359539098809,4.90892570749
4.297318,J030552.67+462817.6,46.4694901,+46.4715698,0.2291,0.2041,123.2,16.402,16.438,12.469,8.942,,,,0.074,0.237,,,,,,458146901351003971,0000,0,0nnn,ABUU,-594,790,1220,828,,46.4710511133172,4.8383837330591
1.723779,J030436.97+460916.7,46.1540437,+46.1546518,0.3085,0.2758,124.3,16.735,16.368,12.680,8.936,,,,0.103,0.221,,,,,,468145401351059340,0000,0,nnnn,ABUU,-447,1114,-216,1163,,46.1547264593837,5.0692323040516
2.248917,J030454.78+461344.4,46.2282759,+46.2290159,0.2253,0.2036,117.9,16.342,15.661,11.507,8.337,,,,0.082,0.129,0.190,,,,,458146901351003945,0000,0,0nnn,ABBU,-1166,779,-214,825,,46.2291559429165,5.1744228737979
0.814390,J030733.96+465329.5,46.8915319,+46.8915527,0.7151,0.6503,122.9,17.689,17.310,12.661,9.133,,,,0.219,,,,,,,458146901351026623,0h00,0,nnnn,BUUU,659,2558,501,2662,,46.8913595611118,5.2273371294689
4.751795,J030657.56+464415.1,46.7398428,+46.7375328,0.0599,0.0572,154.2,14.115,14.120,12.463,9.062,14.519,14.174,14.244,0.026,0.043,,,0.030,0.042,0.060,458146901351022526,0000,0,00nn,AAUU,-130,126,172,130,0.122,46.7384296044447,5.587501678912
1.707142,J030409.22+460220.5,46.0384223,+46.0390328,0.1769,0.1605,119.4,16.047,15.889,11.702,8.906,,,,0.110,0.336,,,,,,468145401351060921,0000,0,0nnn,BBUU,-30,604,1048,625,,46.0390988247027,5.2615038791553
3.932934,J030515.84+461855.0,46.3160340,+46.3152856,0.0925,0.0863,131.8,15.152,14.959,12.440,8.931,,,,0.036,0.071,,,,,,458146901351003206,0000,0,11nn,AAUU,126,252,246,263,,46.3146993195071,5.4081885304554
2.328216,J030347.80+455658.4,45.9491694,+45.9495759,0.0420,0.0393,26.0,11.633,11.631,12.064,8.656,11.892,11.722,11.667,0.025,0.022,0.367,,0.021,0.019,0.020,468145401351058340,0000,0,12nn,AACU,-48,48,27,48,0.071,45.9499390589742,5.4760306753064
3.225507,J031020.01+473454.6,47.5834095,+47.5818348,0.1214,0.1105,126.2,15.586,16.167,12.633,9.160,16.369,15.856,15.886,0.043,0.169,,,0.123,0.148,0.239,480146901351059657,hh00,0,0nnn,ABUU,-92,381,488,397,0.336,47.5824641913146,5.1140735635639
4.138270,J031129.48+475228.2,47.8728600,+47.8745210,0.0758,0.0726,139.4,14.763,14.526,12.575,8.517,16.636,15.659,15.285,0.032,0.050,,,0.153,0.125,0.138,472148401351003282,0000,0,11nn,AAUU,98,189,-259,196,0.687,47.8745720326061,5.4685184594215
3.115627,J031149.30+475720.8,47.9554578,+47.9557840,0.0602,0.0582,120.7,13.931,13.967,12.526,8.674,14.809,14.258,14.068,0.027,0.039,0.515,,0.038,0.044,0.044,472148401351000211,0000,0,00nn,AACU,-13,109,24,115,0.069,47.9563861130147,5.662861132563
4.728891,J031115.15+474851.7,47.8131551,+47.8143751,0.0681,0.0650,151.3,14.458,14.577,12.106,8.695,15.392,14.712,14.582,0.028,0.056,,,0.051,0.058,0.074,472148401351003183,0000,0,00nn,AAUU,163,155,149,158,0.125,47.8130629779032,5.6859890333549
3.732816,J031516.90+484907.0,48.8204559,+48.8186343,0.0643,0.0621,124.2,14.170,14.070,12.187,8.855,14.850,14.438,14.319,0.029,0.041,,,0.040,0.057,0.070,494148401351040035,0000,0,00nn,AAUU,40,130,38,138,0.263,48.8189617365599,5.6977315997133
2.965009,J031531.30+485247.3,48.8804456,+48.8798243,0.1028,0.0971,131.0,15.345,15.937,12.621,9.057,16.624,15.702,15.934,0.037,0.152,,,0.162,0.146,0.298,494148401351040553,0h00,0,1nnn,ABUU,232,302,149,311,0.441,48.8806381063322,5.7197313312107
4.163234,J031429.64+483720.7,48.6235414,+48.6224249,0.0780,0.0749,114.3,14.750,14.579,12.451,8.690,15.766,15.011,14.806,0.033,0.055,,0.379,0.071,0.078,0.106,494148401351037284,hh00,0,00nn,AAUC,19,182,164,191,0.074,48.6235810566676,5.9531464565281
0.975063,J031523.35+485050.3,48.8473248,+48.8473099,0.6467,0.5891,117.1,17.715,16.908,12.686,9.014,,,,0.218,0.354,,,,,,494148401351042339,0000,0,nnnn,BBUU,-1418,2715,1099,2864,,48.8470882575582,6.1331787622353
1.876413,J031232.10+480758.5,48.1337517,+48.1329363,0.1758,0.1035,91.6,14.692,14.684,12.333,9.056,15.213,14.823,14.627,0.060,0.081,,,0.047,0.064,0.071,472148401351023771,0000,0,nnnn,AAUU,,,,,0.488,48.1334025030174,5.8462434574039
3.805963,J031233.23+480821.6,48.1384960,+48.1393377,0.0509,0.0494,2.2,13.337,13.361,12.468,9.265,13.891,13.479,13.331,0.025,0.031,,,0.026,0.026,0.032,472148401351023527,0000,0,11nn,AAUU,148,78,-5,79,0.077,48.1382895271872,5.8571395448039
1.808844,J031259.84+481459.5,48.2493365,+48.2498616,0.1897,0.1756,126.8,16.211,16.539,12.066,8.880,,,,0.062,0.248,,,,,,472148401351024445,0000,0,1nnn,ABUU,-280,686,-376,703,,48.2493593726893,6.2816987896972
4.577605,J031420.78+483520.0,48.5866052,+48.5889098,0.0587,0.0517,144.2,13.386,13.438,12.527,8.489,14.225,13.618,13.359,0.028,0.032,,,0.029,0.030,0.035,494148401351034431,0h00,0,nnnn,AAUU,16,70,205,71,0.035,48.5882230714473,6.3776931990679
2.947924,J030922.65+472036.2,47.3443866,+47.3434059,0.2142,0.2001,124.8,16.336,16.754,12.620,9.125,,,,0.067,,,,,,,480146901351042519,hH00,0,1nnn,AUUU,-4007,749,-4501,773,,47.3432123466198,5.6282034435483
4.918084,J030817.67+470416.5,47.0736256,+47.0712557,0.6865,0.5905,123.2,17.594,17.424,12.673,8.299,,,,0.207,,,,,,,480146901351037378,0000,0,nnnn,BUUU,-282,2757,-174,2910,,47.0717634255313,5.9132389795192
1.189653,J031048.17+474204.7,47.7007428,+47.7013320,0.0407,0.0378,10.9,11.699,11.756,11.757,8.598,12.638,11.953,11.805,0.022,0.022,0.230,,0.021,0.019,0.018,480146901351057703,0000,0,01nn,AABU,-13,46,54,45,0.052,47.7011219811436,5.8903246435295
2.614640,J030915.90+471903.0,47.3162723,+47.3175206,0.5077,0.4629,120.2,17.593,17.346,12.217,9.154,,,,0.179,,,,,,,480146901351042459,0000,0,nnnn,BUUU,1665,1797,594,1917,,47.3169687832881,5.8749782840364
4.682829,J030902.17+471524.3,47.2590779,+47.2567616,0.3869,0.3629,119.7,16.944,17.048,12.206,9.023,,,,0.123,0.404,,,,,,480146901351039538,0000,0,nnnn,BCUU,-891,1352,825,1401,,47.2574905564186,5.9465592972605
4.883162,J030908.59+471702.2,47.2857929,+47.2839705,0.1438,0.0994,118.8,15.226,15.314,12.033,8.742,16.253,15.694,15.825,0.047,0.104,,,0.103,0.120,0.229,480146901351038163,0000,0,nnnn,AAUU,,,,,1.967,47.2838078160422,6.1048210248046
1.893106,J030950.47+472739.8,47.4603003,+47.4610571,0.0950,0.0891,123.6,15.319,14.979,11.613,8.837,,,,0.037,0.066,0.194,0.404,,,,480146901351058231,0000,0,00nn,AABC,208,300,-257,310,,47.4605618908565,6.0552425432886
1.763954,J030934.56+472341.6,47.3940243,+47.3948983,0.2163,0.2002,123.7,16.429,17.059,12.699,8.889,,,,0.069,0.382,,,,,,480146901351041293,0000,0,0nnn,ACUU,826,798,385,828,,47.3946201278361,6.1722557246645
4.865523,J030616.99+463408.4,46.5707982,+46.5690229,0.0946,0.0870,117.7,15.180,14.967,11.605,8.716,16.969,15.858,15.420,0.037,0.071,0.242,,0.213,0.142,0.163,458146901351022878,0000,0,00nn,AABU,245,295,-52,302,0.167,46.568848644691,5.9309645918134
0.870100,J030937.21+472416.8,47.4050447,+47.4046896,0.1867,0.1693,126.5,16.192,16.802,12.666,8.886,,,,0.060,0.334,,,,,,480146901351041207,0000,0,0nnn,ABUU,-181,657,741,681,,47.4049147365881,6.2725138520585
4.761670,J030757.20+465911.4,46.9883568,+46.9865102,0.6065,0.5704,111.3,17.488,17.220,12.450,9.196,,,,0.184,,,,,,,480146901351037226,0000,0,nnnn,BUUU,1516,2296,-286,2422,,46.9877711116457,6.2065587673311
4.899229,J031114.34+474831.7,47.8097813,+47.8088057,0.2479,0.2298,120.2,16.475,17.153,12.192,8.695,,,,0.078,0.489,,,,,,472148401351004303,0000,0,0nnn,ACUU,-246,882,-905,916,,47.8080733871863,6.0249980481688
3.611676,J031237.74+480920.9,48.1572903,+48.1558283,0.1414,0.1311,126.8,15.531,15.663,12.455,8.440,16.119,15.527,15.342,0.051,0.123,,,0.092,0.114,0.148,472148401351024108,0000,0,1nnn,ABUU,428,396,108,406,0.431,48.1557876999661,6.8650291559448
4.711294,J030947.54+472658.4,47.4481112,+47.4495828,0.0372,0.0352,11.7,9.615,9.706,9.617,8.651,10.534,9.897,9.718,0.023,0.020,0.039,,0.018,0.017,0.019,480146901351057649,0000,0,011n,AAAU,-8,36,26,35,0.149,47.4482790558288,6.3629720483942
2.467510,J031045.61+474126.0,47.6900476,+47.6905693,0.2612,0.2370,121.6,16.341,16.691,12.531,8.891,16.467,15.888,15.870,0.084,0.298,,,0.123,0.138,0.221,480146901351058939,0000,0,0nnn,ABUU,-341,800,761,854,0.823,47.6909213136075,6.5247186572935
3.916201,J031020.01+473454.6,47.5834095,+47.5818348,0.1214,0.1105,126.2,15.586,16.167,12.633,9.160,16.369,15.856,15.886,0.043,0.169,,,0.123,0.148,0.239,480146901351059657,hh00,0,0nnn,ABUU,-92,381,488,397,0.336,47.5817977700282,6.7022393226396
4.006691,J031020.01+473454.6,47.5834095,+47.5818348,0.1214,0.1105,126.2,15.586,16.167,12.633,9.160,16.369,15.856,15.886,0.043,0.169,,,0.123,0.148,0.239,480146901351059657,hh00,0,0nnn,ABUU,-92,381,488,397,0.336,47.5817630075557,6.8679914929226
4.883886,J024806.83+420135.6,42.0284719,+42.0265707,0.3327,0.3077,118.5,16.935,16.738,12.322,8.759,,,,0.106,0.334,,,,,,424142401351016538,0000,0,nnnn,ABUU,-342,1297,1644,1358,,42.027844823953,2.6306322405295
1.820020,J025010.11+423230.0,42.5421360,+42.5416757,0.1740,0.1598,123.1,16.155,17.213,12.378,8.818,,,,0.057,0.443,,,,,,424142401351031054,0h00,0,0nnn,ACUU,-537,607,126,633,,42.5414950683688,2.7311552089787
3.912024,J025029.24+423723.3,42.6218590,+42.6231594,0.1592,0.1451,117.4,16.081,15.783,12.580,9.048,,,,0.235,0.137,,,,,,424142401351042846,0000,0,1nnn,BBUU,242,540,-464,572,,42.622085609848,2.9656200183426
3.797356,J025023.30+423551.6,42.5971074,+42.5976922,0.0504,0.0494,9.7,13.296,13.321,12.482,8.463,14.070,13.493,13.445,0.025,0.030,,,0.026,0.033,0.033,424142401351042215,0h00,0,00nn,AAUU,93,78,102,80,0.137,42.5982889708839,3.1264165877529
4.487091,J024658.64+414446.1,41.7443587,+41.7461521,0.1261,0.1174,122.1,15.649,15.209,11.450,8.766,,,,0.047,0.085,0.172,0.475,,,,424142401351010583,0000,0,00nn,AABC,-116,438,-250,453,,41.7460197848794,2.774373405668
1.591900,J025205.95+430131.2,43.0248166,+43.0253456,0.1940,0.1820,125.2,16.222,17.213,12.530,8.754,,,,0.062,0.483,,,,,,424142401351053671,0000,0,0nnn,ACUU,-558,713,874,734,,43.0249085664761,3.5908277120035
4.645622,J025303.22+431541.0,43.2634325,+43.2614048,0.2237,0.2043,114.0,16.373,16.152,12.453,8.915,,,,0.074,0.181,0.452,,,,,436143901351008585,0000,0,0nnn,ABCU,309,769,424,809,,43.2625038799603,3.7701227992939
3.921392,J025051.86+424256.1,42.7160898,+42.7156075,0.3207,0.2883,119.8,16.819,16.717,12.021,8.879,,,,0.102,0.300,,,,,,424142401351045752,0000,0,nnnn,ABUU,-237,1229,141,1291,,42.7149295106044,3.510069595972
2.207873,J024522.49+412038.9,41.3437109,+41.3441569,0.2995,0.2396,109.1,16.030,15.273,12.574,9.047,,,,0.112,0.100,,,,,,415140801351043499,dh00,0,0nnn,BAUU,2797,386,-11643,424,,41.3435549082269,3.3470983660283
3.866703,J024522.57+412033.1,41.3440691,+41.3425526,0.0791,0.0755,141.5,14.739,14.889,12.387,8.962,15.457,14.911,14.886,0.031,0.068,,,0.055,0.072,0.111,415140801351044034,dd00,0,00nn,AAUU,-32,199,330,205,0.144,41.3435549082269,3.3470983660283
0.497724,J024612.91+413312.9,41.5538146,+41.5535917,0.2444,0.2239,116.6,16.528,16.947,12.484,9.099,16.750,16.038,16.472,0.079,0.377,,,0.144,0.164,,415140801351056598,0000,0,0nnn,ACUU,-8,919,26,969,0.264,41.5536431529347,3.62007436304
2.696428,J024644.96+414115.3,41.6873586,+41.6876010,0.3450,0.3025,115.7,16.830,16.552,12.550,8.985,,,,0.105,,,,,,,424142401351012092,0000,0,0nnn,AUUU,344,1279,-1683,1392,,41.6881029815676,3.6948552029054
4.498132,J024433.22+410815.2,41.1384400,+41.1375689,0.3334,0.3018,122.1,16.894,17.075,12.566,9.070,,,,0.106,0.433,,,,,,415140801351041859,0000,0,0nnn,ACUU,228,1302,-441,1355,,41.1369781256583,3.2944597416695
4.950813,J024532.35+412257.8,41.3847990,+41.3827376,0.2502,0.2309,128.9,16.585,15.925,12.359,8.569,,,,0.086,0.154,,,,,,415140801351056638,0000,0,0nnn,ABUU,-737,902,1055,921,,41.3839604321372,3.6123288341714
1.683419,J024555.76+412858.6,41.4823749,+41.4829589,0.0589,0.0576,142.1,13.911,13.870,12.547,9.046,14.282,13.944,13.939,0.027,0.038,,,0.032,0.046,0.050,415140801351055904,dd00,0,11nn,AAUU,-95,104,100,108,0.031,41.4829970239001,3.7741332731872
3.012896,J024915.76+421900.1,42.3156667,+42.3166982,0.0483,0.0461,19.6,13.327,13.345,12.318,9.122,13.689,13.365,13.313,0.023,0.030,,,0.027,0.033,0.033,424142401351030484,0000,0,00nn,AAUU,18,78,21,80,0.065,42.3158756696623,3.7561196126076
3.606119,J024803.23+420051.3,42.0134885,+42.0142734,0.0515,0.0503,157.0,13.371,13.443,12.262,8.886,13.909,13.807,13.673,0.026,0.032,,,,0.064,0.055,424142401351015422,0000,0,00nn,AAUU,-2,82,-83,86,0.807,42.0147051185731,3.7802789320855
4.884264,J025002.46+423029.8,42.5102642,+42.5082971,0.1800,0.1623,120.8,16.164,16.368,12.432,8.972,16.614,15.885,15.906,0.059,0.230,,,0.141,,,424142401351031555,0000,0,0nnn,ABUU,-633,630,-44,668,0.148,42.5095463990895,4.0774410505289
4.974808,J024927.44+422152.0,42.3643672,+42.3644517,0.1068,0.0994,125.9,15.358,15.353,12.802,8.826,16.398,15.668,15.503,0.039,0.099,,,0.145,,0.209,424142401351030770,0000,0,0nnn,AAUU,-369,312,831,325,0.560,42.363311196456,4.3062551170703
3.068625,J024803.89+420102.8,42.0162473,+42.0174673,0.1496,0.1364,119.4,15.894,16.047,12.413,8.698,,,,0.051,0.172,0.470,,,,,424142401351015993,0000,0,1nnn,ABCU,883,506,24,542,,42.016676960681,4.2682097260639
1.253653,J025550.00+435728.0,43.9583451,+43.9577799,0.0952,0.0899,127.3,15.161,15.290,12.401,8.953,15.646,15.159,15.287,0.036,0.088,,,0.058,0.087,0.168,436143901351027586,0000,0,0nnn,AAUU,-126,276,214,287,0.099,43.9580625984175,3.9009772423038
3.974504,J025548.90+435707.9,43.9537799,+43.9522173,0.1659,0.1531,130.3,16.043,15.722,11.992,8.677,,,,0.058,0.126,,,,,,436143901351027797,0000,0,0nnn,ABUU,14,571,-109,582,,43.9532544803313,3.971970120849
4.017140,J025653.53+441321.0,44.2230724,+44.2225037,0.3504,0.3066,118.2,16.911,16.619,12.244,8.910,,,,0.113,0.270,,,,,,436143901351046322,0000,0,nnnn,BBUU,1545,1302,1014,1385,,44.2235628083766,4.1916691056526
4.168572,J025418.75+433447.7,43.5781589,+43.5799425,0.2859,0.2652,121.5,16.724,16.076,12.351,8.817,,,,0.098,0.173,,,,,,436143901351018771,0000,0,nnnn,ABUU,161,996,189,1033,,43.5789270972023,4.504561212448
4.893184,J025758.64+442947.6,44.4943464,+44.4965811,0.1687,0.1539,127.8,16.088,16.159,12.441,8.798,16.616,16.025,15.109,0.057,0.181,,,0.130,0.185,,436143901351051246,0000,0,0nnn,ABUU,-30,577,-661,599,0.417,44.4961566418569,4.8846577521807
3.644730,J025544.29+435603.9,43.9345629,+43.9344295,0.4539,0.4100,124.4,17.203,16.978,12.648,8.883,,,,0.139,,,,,,,436143901351028509,0000,0,nnnn,BUUU,2958,1767,3358,1799,,43.9352942082806,4.8172045829591
1.014781,J025643.68+441056.6,44.1820086,+44.1824072,0.0992,0.0928,117.8,15.256,15.401,12.385,9.194,16.198,15.420,15.339,0.036,0.100,,,0.092,0.106,0.169,436143901351046221,0000,0,0nnn,AAUU,-333,277,-133,295,0.371,44.1824016219987,5.2592696245275
4.955439,J025141.32+425528.1,42.9221784,+42.9244948,0.0804,0.0763,142.8,14.823,14.761,12.738,8.789,15.730,15.224,15.007,0.032,0.064,,,0.084,0.106,0.130,424142401351052145,0000,0,00nn,AAUU,58,205,302,210,0.257,42.9235668981981,4.2279885994255
4.003992,J025413.14+433322.0,43.5547647,+43.5561299,0.1349,0.1241,119.4,15.795,15.585,12.454,9.075,,,,0.047,0.109,0.538,,,,,436143901351018109,0000,0,0nnn,AACU,-186,454,204,480,,43.5562845651265,4.7677317309987
3.873542,J025028.05+423700.0,42.6168816,+42.6166809,0.4377,0.3836,124.6,17.150,17.378,12.314,9.125,,,,0.131,,,,,,,424142401351043512,0000,0,nnnn,BUUU,-246,1638,1131,1689,,42.615890119943,4.6705656190469
4.179129,J024937.08+422421.2,42.4045168,+42.4058954,0.1412,0.1304,124.6,15.709,15.649,11.839,8.843,16.241,16.019,16.092,0.049,0.123,,,0.122,,,424142401351030821,0000,0,0nnn,ABUU,15,450,-358,469,0.651,42.4060709182111,4.6101213039292
4.778634,J025056.62+424407.8,42.7359256,+42.7355128,0.1842,0.1669,126.1,16.063,16.611,12.216,8.973,,,,0.060,,,,,,,424142401351045344,0000,0,0nnn,AUUU,289,617,-1080,638,,42.7367089861719,4.8836240722499
