angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.442792,94.7835728101954,-3.4389885488441,0.001,0.001,0,3116883781327753216,94.78361899044,0.0415,-3.43917066788,0.0484,19.2262,0.0547,10.706,0.084,-42.299,0.085,0,1.56485e+07,3.22273e+04,7.702184,8.61718e+06,5.79622e+04,8.012976,9.86604e+06,5.50040e+04,7.276562,0.736414,20.53,0.61,11,6027.00,0.0695,0.0373,1.18,1.652,94.7835833,-3.4391111,V1358 Ori,,06 19 08.06,-03 26 20.8,F9V,6110,1.03,140,4.5,,,0.6,49.23,,Y,TYC,WISEA,Simbad
0.566910,94.8038040994631,-58.0543124696140,0.001,0.001,0,5495052596695570816,94.80392077895,0.0271,-58.05411840907,0.0304,19.9521,0.0291,14.339,0.062,45.072,0.063,0,5.49829e+06,6.74409e+03,8.837796,2.57327e+06,1.24440e+04,9.325176,4.09731e+06,1.77509e+04,8.230672,1.094504,21.86,0.37,8,5068.50,0.4130,0.2030,1.00,0.594,94.8039167,-58.0541667,AB Pic,,06 19 12.94,-58 03 15.0,K1Ve,5330,0.84,30,62.0,,,0.36,46.06,,N,TYC,WISEA,Simbad
1.671301,96.1828322714346,-28.7801156274525,0.001,0.001,0,2898239468873596800,96.18202047404,0.0220,-28.78064015664,0.0278,45.5224,0.0320,-165.257,0.043,-121.826,0.057,0,6.21294e+07,2.03753e+04,6.205123,3.32501e+07,5.50175e+04,6.546907,4.02840e+07,7.84352e+04,5.749090,0.797817,-3.73,0.16,15,5862.00,0.0600,0.0315,1.05,1.178,96.1824583,-28.7804444,HD 45184,,06 24 43.79,-28 46 49.6,G1.5V,5920,1.01,280,1.0,60,22.89,1.98,21.88,,Y,TYC,WISEA,Simbad
0.553054,96.9525725148788,-62.1499249905071,0.001,0.001,0,5478200622494775552,96.95258567953,0.0262,-62.14981672623,0.0297,11.8318,0.0268,1.428,0.057,25.145,0.061,0,4.39213e+07,1.36502e+04,6.581678,3.02240e+07,7.25895e+04,6.650508,1.97268e+07,4.19340e+04,6.524280,0.126229,,,0,8464.67,0.1990,0.0990,,,96.9526667,-62.1497778,HD 46190,,06 27 48.64,-62 08 59.2,A0V,8400,1.67,120,19.1,,,0.16,83.89,,Y,TYC,WISEA,Simbad
0.822060,101.5564114884085,-83.9915323819894,0.001,0.001,0,5194203331750283392,101.55716513292,0.0239,-83.99126321419,0.0266,17.2797,0.0255,18.322,0.046,62.517,0.049,0,2.15543e+07,6.99544e+03,7.354531,1.25361e+07,2.48170e+04,7.605986,1.27023e+07,2.29035e+04,7.002211,0.603776,,,0,6433.00,0.0950,0.0443,1.35,2.794,101.5566667,-83.9913056,HD 53842,,06 46 13.60,-83 59 28.7,F5V,6400,1.3,170,4.3,,,1.07,56.02,,Y,TYC,WISEA,Simbad
1.872829,101.6847398135830,43.5774285970250,0.005,0.005,90,952326504452337792,101.68472122890,0.1711,43.57813291397,0.1608,60.0670,0.1932,-3.127,0.341,163.583,0.337,0,1.75078e+08,5.59729e+05,5.080286,9.45785e+07,2.95918e+05,5.411907,1.06554e+08,5.57972e+05,4.692995,0.718913,-23.78,0.20,9,6064.00,0.2010,0.1007,1.25,1.891,101.6848333,43.5779444,56 Aur,,06 46 44.36,+43 34 40.6,F9V,6230,1.13,80,15.9,,,1.07,16.71,,N,TYC,WISEA,Simbad
1.133899,102.5042311576688,-60.2491441669853,0.001,0.001,0,5480006192386819456,102.50427161774,0.0405,-60.24867754419,0.0502,29.3767,0.0411,4.663,0.084,108.377,0.089,0,7.58364e+07,3.28824e+04,5.988672,4.38387e+07,1.12262e+05,6.246744,4.42903e+07,8.45943e+04,5.646148,0.600596,26.69,0.50,12,6471.00,0.1690,0.1100,1.47,3.400,102.5043333,-60.2488333,HR 2562,,06 50 01.04,-60 14 55.8,F5V,6480,1.4,50,55.0,,,1.1,33.62,,Y,TYC,WISEA,Simbad
1.033048,103.6784426359967,24.2455580527585,0.001,0.001,90,3380479015342121600,103.67827304376,0.0508,24.24514092605,0.0480,32.0570,0.0567,-35.915,0.083,-96.881,0.074,0,3.94641e+07,1.66946e+04,6.697859,2.17084e+07,3.76470e+04,7.009820,2.48272e+07,4.57545e+04,6.274602,0.735218,-3.96,0.15,7,6052.00,0.0340,0.0197,1.11,1.497,103.678375,24.2452778,HD 50554,,06 54 42.81,+24 14 43.0,F8V,6110,1.02,60,24.8,,,0.48,29.91,,Y,TYC,WISEA,Simbad
4.132486,103.9059649755666,-20.1364947218037,0.006,0.005,0,2932346628813365504,103.90619443054,0.1101,-20.13632500040,0.1479,33.5599,0.2030,50.035,0.335,39.419,0.357,1,2.93202e+08,5.61882e+05,4.520448,1.69997e+08,1.43537e+05,4.775282,1.58219e+08,3.03540e+05,4.263774,0.511508,4.74,0.49,30,6743.75,0.8003,0.4160,2.33,10.074,103.9064583,-20.1354444,pi. CMa,,06 55 37.55,-20 08 07.6,F1.5V,6950,2.02,50,91.0,,,0.03,29.58,,Y,TYC,WISEA,Simbad
7.610845,103.9067427947443,-20.1333472181447,0.001,0.001,0,2932346628813361408,103.90693930404,0.0184,-20.13317096262,0.0286,33.6232,0.0395,42.852,0.058,40.937,0.066,0,3.43600e+06,8.55689e+02,9.348234,1.32274e+06,1.85087e+03,10.047700,2.98724e+06,3.35418e+03,8.573745,1.473955,-2.21,0.32,10,4355.38,0.2897,0.1440,0.71,0.164,103.9064583,-20.1354444,pi. CMa,,06 55 37.55,-20 08 07.6,F1.5V,6950,2.02,50,91.0,,,0.03,29.58,,Y,TYC,WISEA,Simbad
3.267908,104.9985644189788,-61.3361804749317,0.001,0.001,90,5479222240596469632,104.99710965277,0.0219,-61.33504105577,0.0236,54.4655,0.0233,-162.071,0.047,264.641,0.044,0,4.29912e+07,2.83778e+04,6.604916,2.11370e+07,6.22279e+04,7.038781,2.99051e+07,7.47396e+04,6.072558,0.966222,22.04,0.19,7,5332.00,0.1180,0.0540,0.91,0.597,104.9975417,-61.3354167,HD 53143,b,06 59 59.41,-61 20 07.5,G9V,5620,0.84,250,0.9,60,17.25,3.4,18.32,,N,TYC,WISEA,Simbad
1.673785,105.0751488133837,-5.3671606916870,0.001,0.001,0,3101382419728401408,105.07464490339,0.0371,-5.36681423643,0.0378,33.3264,0.0467,-116.524,0.071,80.467,0.073,0,6.55742e+07,2.62130e+04,6.146533,3.60748e+07,8.71491e+04,6.458377,4.08865e+07,8.44125e+04,5.732969,0.725408,53.92,0.17,7,6123.00,0.2790,0.1490,1.35,2.297,105.0747917,-5.3668611,HD 52265,,07 00 17.95,-05 22 00.7,G0V,6150,1.26,55,36.7,,,0.22,28.96,,Y,TYC,WISEA,Simbad
8.787359,105.0772410933818,-5.3667556894670,0.001,0.001,0,3101382419722590208,105.07723120849,0.0500,-5.36676747230,0.0560,0.5036,0.0656,-2.286,0.091,-2.737,0.092,0,1.47760e+04,1.98885e+01,15.264472,7.31658e+03,1.21179e+02,15.690618,1.39725e+04,2.09686e+02,14.398735,1.291883,,,0,4891.82,,,2.25,2.605,105.0747917,-5.3668611,HD 52265,,07 00 17.95,-05 22 00.7,G0V,6150,1.26,55,36.7,,,0.22,28.96,,Y,TYC,WISEA,Simbad
0.203449,106.5872160995533,-43.6107453048998,0.003,0.003,90,5559301562234018560,106.58724695848,0.0751,-43.61069161382,0.0823,9.8846,0.0869,5.189,0.169,12.470,0.163,0,4.73653e+07,1.51603e+04,6.499715,3.42402e+07,5.93379e+04,6.515047,1.98115e+07,3.46687e+04,6.519630,-0.004582,,,0,9685.25,0.0960,0.0405,,,106.58725,-43.6106944,HD 54341,,07 06 20.94,-43 36 38.5,A0V,9090,1.88,70,74.0,,,2.45,102.35,,Y,TYC,WISEA,Simbad
0.602007,110.7691912055693,18.2734099553822,0.001,0.001,90,3362140260902553984,110.76902083492,0.0372,18.27322436635,0.0326,22.8276,0.0384,-37.574,0.075,-43.105,0.061,0,4.06751e+07,1.24452e+04,6.665045,2.36651e+07,5.09653e+04,6.916117,2.39771e+07,1.23608e+05,6.312428,0.603690,-12.87,0.70,8,6455.47,0.1105,0.0580,1.39,3.020,110.7690833,18.2732778,HD 57703,,07 23 04.58,+18 16 23.8,:F5,6480,1.28,55,41.4,,,0.4,41.37,,Y,TYC,WISEA,Simbad
0.743810,111.7877073014801,8.2893024709782,0.026,0.021,90,3143264535611161088,111.78744896060,0.9327,8.28915173564,0.8730,20.3535,1.2220,-59.375,1.708,-35.010,1.368,1,1.96867e+07,4.55386e+06,7.452935,,,,,,,,,,0,,,,,,111.7875,8.2892778,bet CMi,,07 27 09.00,+08 17 21.4,B8Ve,10810,4.06,260,16.3,,,1.569,49.57,,N,TYC,WISEA,Simbad
0.993081,112.6771322014924,-37.3393622780998,0.001,0.001,0,5586381090520538880,112.67666049269,0.0211,-37.33913517189,0.0267,45.9339,0.0272,-87.105,0.046,52.747,0.053,0,4.76348e+07,2.82629e+04,6.493554,2.51794e+07,7.30941e+04,6.848775,3.12260e+07,1.55563e+05,6.025631,0.823144,9.37,0.18,10,5806.00,0.0540,0.0218,0.93,0.890,112.6768333,-37.3392222,HD 59967,,07 30 42.44,-37 20 21.2,G3V,5900,0.89,400,0.4,80,11.31,2.44,21.81,,Y,TYC,WISEA,Simbad
7.162681,112.6787415052500,-37.3405094388753,0.010,0.005,0,5586381090518555520,112.67873172991,0.1273,-37.34050172339,0.2444,-0.3382,0.1919,-1.805,0.315,1.792,0.661,0,2.86456e+03,1.74503e+01,17.045720,3.60645e+03,2.53091e+02,16.458689,5.83260e+03,5.02553e+02,15.347265,1.111424,,,0,5095.63,,,,,112.6768333,-37.3392222,HD 59967,,07 30 42.44,-37 20 21.2,G3V,5900,0.89,400,0.4,80,11.31,2.44,21.81,,Y,TYC,WISEA,Simbad
0.917482,113.9477601094844,-32.2039007223835,0.001,0.001,0,5592237639209047424,113.94747969087,0.0245,-32.20358147556,0.0295,27.4077,0.0322,-55.110,0.054,74.148,0.056,1,1.18625e+07,9.77053e+03,8.002929,6.00240e+06,1.80631e+04,8.405575,8.11712e+06,2.19007e+04,7.488415,0.917160,22.50,0.20,16,5507.00,0.0210,0.0080,0.88,0.637,113.9475833,-32.2036944,HD 61005,b,07 35 47.42,-32 12 13.3,G8V,5700,0.78,500,0.2,60,16.44,33.64,35.34,,Y,TYC,WISEA,Simbad
8.263891,113.9448731901362,-32.2037980969855,0.004,0.004,90,5592237707918188544,113.94486682863,0.1329,-32.20378823003,0.1363,-0.1132,0.1683,-1.250,0.278,2.292,0.267,0,1.13440e+03,3.57504e+00,18.051447,9.88355e+02,5.55875e+01,17.864105,1.60552e+03,1.18019e+02,16.747880,1.116224,,,0,,,,,,113.9475833,-32.2036944,HD 61005,b,07 35 47.42,-32 12 13.3,G8V,5700,0.78,500,0.2,60,16.44,33.64,35.34,,Y,TYC,WISEA,Simbad
9.282834,113.9468793903541,-32.2011855706432,0.003,0.002,90,5592237707918178176,113.94687939035,3.1494,-32.20118557064,2.1260,,,,,,,0,1.37724e+02,5.28991e+00,20.340841,,,,,,,,,,0,,,,,,113.9475833,-32.2036944,HD 61005,b,07 35 47.42,-32 12 13.3,G8V,5700,0.78,500,0.2,60,16.44,33.64,35.34,,Y,TYC,WISEA,Simbad
0.373309,119.1436757240912,-78.5667792500144,0.001,0.001,0,5209750494887019008,119.14339064169,0.0191,-78.56669752862,0.0225,2.4758,0.0205,-13.125,0.036,18.980,0.044,0,1.02251e+06,2.83121e+02,10.664199,4.69879e+05,3.09070e+02,11.171424,7.82641e+05,4.30353e+02,10.028014,1.143410,-37.82,0.30,10,4962.25,,,3.66,7.336,119.143375,-78.5666944,TYC9385-93-1,,07 56 34.41,-78 34 00.1,:K1,5170,0.76,255,0.7,,,6.44,88.35,a,N,TYC,WISEA,Simbad
0.045642,124.5997789915233,-12.6321693380872,0.001,0.001,90,5726982995343100928,124.60100914897,0.0441,-12.63642462348,0.0446,79.5945,0.0607,278.787,0.086,-988.286,0.083,0,9.54160e+07,6.12268e+04,5.739313,4.76437e+07,7.54011e+04,6.156375,6.57056e+07,1.26237e+05,5.217914,0.938460,30.29,0.15,16,5499.75,0.0447,0.0318,0.86,0.608,124.5997917,-12.6321667,HD 69830,,08 18 23.95,-12 37 55.8,G8V,5750,0.79,300,0.6,,,3.89,12.6,a,N,TYC,WISEA,Simbad
1.512978,125.3170204932130,1.0637766538968,0.001,0.001,90,3078016904276926720,125.31711080464,0.0408,1.06311570883,0.0341,14.7483,0.0570,20.972,0.087,-153.510,0.058,0,2.70657e+07,8.16271e+03,7.107317,1.57337e+07,3.33863e+04,7.359310,1.58936e+07,4.45069e+04,6.758863,0.600447,-11.12,0.17,14,6506.50,,,1.73,4.813,125.3170833,1.0633611,HD 70298,,08 21 16.10,+01 03 48.1,:F4,6500,1.74,35,139.8,,,6.48,67.47,,Y,TYC,WISEA,Simbad
0.236983,125.7298270893039,-52.1237288396008,0.002,0.002,90,5322206718812246656,125.72966552348,0.0647,-52.12364467341,0.0683,13.6521,0.0713,-23.039,0.140,19.548,0.117,0,8.38836e+07,6.80854e+04,5.879173,6.05638e+07,1.32944e+05,5.895855,3.53637e+07,1.54311e+05,5.890527,0.005328,,,0,9654.00,0.1050,0.0575,,,125.7297917,-52.1236667,HD 71043,,08 22 55.15,-52 07 25.2,A0V,9130,1.7,200,8.2,50,132.54,1.08,70.02,,Y,TYC,WISEA,Simbad
1.011892,125.9520911538389,53.2197139903704,0.003,0.002,90,1031902077964410752,125.95188410099,0.0935,53.21928856093,0.0842,19.1944,0.1213,-28.794,0.182,-98.809,0.161,0,1.20156e+08,1.46438e+05,5.489006,8.26234e+07,1.03621e+05,5.558630,5.47300e+07,1.28232e+05,5.416357,0.142273,,,0,8187.00,0.2095,0.1193,,,125.9519583,53.2194444,HD 70313,,08 23 48.47,+53 13 10.0,A3V,8240,1.7,120,18.7,50,108.0,1.38,50.42,,Y,TYC,WISEA,Simbad
0.606153,126.4151258497026,-3.9064242057331,0.009,0.009,90,3066513435670258432,126.41484454802,0.3083,-3.90652804727,0.2969,27.4784,0.3414,-65.183,0.606,-24.118,0.554,1,5.61705e+08,1.50281e+06,3.814596,3.79430e+08,1.23676e+06,3.903559,2.22985e+08,4.84665e+05,3.891232,0.012327,,,0,9118.00,0.2173,0.1020,,,126.4149583,-3.9064444,30 Mon,,08 25 39.59,-03 54 23.2,A0V,10360,1.97,350,4.0,100,49.23,1.14,37.5,,Y,TYC,WISEA,Simbad
0.231057,126.6050226803312,-52.8074961089022,0.002,0.001,90,5321368860896990720,126.60475414751,0.0546,-52.80748850322,0.0540,14.4229,0.0562,-37.702,0.116,1.767,0.095,0,7.28962e+07,3.94490e+04,6.031604,5.11987e+07,1.22625e+05,6.078240,3.19675e+07,7.97753e+04,6.000147,0.078093,,,0,9000.00,0.0830,0.0520,,,126.6049167,-52.8075,HD 71722,,08 26 25.18,-52 48 27.0,A0V,8630,1.72,160,11.6,70,60.91,1.76,69.44,,Y,TYC,WISEA,Simbad
9.761019,126.6072653498902,-52.8051900495805,0.004,0.003,90,5321368860892905728,126.60725535665,0.1194,-52.80517146026,0.1252,0.0458,0.1404,-1.403,0.252,4.318,0.209,0,1.58778e+03,7.91812e+00,17.686390,2.34209e+03,1.28296e+02,16.927380,2.13576e+03,8.01179e+01,16.438042,0.489338,,,0,,,,,,126.6049167,-52.8075,HD 71722,,08 26 25.18,-52 48 27.0,A0V,8630,1.72,160,11.6,70,60.91,1.76,69.44,,Y,TYC,WISEA,Simbad
9.926527,126.6058546963068,-52.8101984435406,0.002,0.002,90,5321368860896992000,126.60556466172,0.0655,-52.81019718303,0.0760,14.3101,0.0708,-40.718,0.160,0.293,0.149,0,1.06669e+04,2.81045e+01,15.618267,3.63754e+03,2.76800e+02,16.449368,1.51638e+04,7.01707e+01,14.309899,2.139468,,,0,4044.75,,,,,126.6049167,-52.8075,HD 71722,,08 26 25.18,-52 48 27.0,A0V,8630,1.72,160,11.6,70,60.91,1.76,69.44,,Y,TYC,WISEA,Simbad
0.397698,128.3140799875820,-29.9565885905098,0.001,0.001,90,5643811086797924992,128.31387174604,0.0259,-29.95651144903,0.0291,22.0091,0.0413,-41.904,0.056,17.917,0.054,1,1.07715e+07,4.98149e+03,8.107677,5.71713e+06,7.28856e+03,8.458443,7.10298e+06,7.59981e+03,7.633319,0.825124,21.73,0.15,18,5795.75,0.0513,0.0257,0.93,0.877,128.3139583,-29.9565556,HD 72687,,08 33 15.35,-29 57 23.6,G5V,5890,0.89,220,1.5,,,1.22,45.06,,Y,TYC,WISEA,Simbad
0.302138,128.5067264785621,-2.1515541378271,0.003,0.002,90,3072846416487798528,128.50657519312,0.0749,-2.15147793238,0.0622,10.0921,0.0933,-35.112,0.164,17.699,0.111,0,9.14897e+07,5.26615e+04,5.784935,6.60656e+07,7.34020e+04,5.801450,3.86345e+07,7.62464e+04,5.794481,0.006968,,,0,9572.25,0.1650,0.0838,,,128.5067083,-2.1514722,HR 3383,,08 34 01.61,-02 09 05.3,A1V,9290,2.27,40,284.9,,,1.02,90.33,,Y,TYC,WISEA,Simbad
1.832645,129.3186812385497,-41.3191075962647,0.001,0.001,90,5528196343922685056,129.31833098234,0.0258,-41.31842308601,0.0263,10.2551,0.0339,-61.097,0.054,158.982,0.051,1,5.70975e+06,1.07167e+03,8.796823,2.94134e+06,3.97416e+03,9.180026,3.88090e+06,4.63715e+03,8.289588,0.890438,26.38,0.18,3,5573.33,0.7475,0.3970,1.58,2.177,129.3184167,-41.3186389,HD 73526,,08 37 16.42,-41 19 07.1,G6V,5760,1.49,85,16.0,,,4.8,100.7,,N,TYC,WISEA,Simbad
3.236017,129.4595574177432,-6.8068827513758,0.001,0.001,90,5755064487956174720,129.45826809011,0.0348,-6.80669402229,0.0293,41.0817,0.0436,-297.346,0.071,43.834,0.050,0,4.41373e+07,1.38290e+04,6.576352,2.33415e+07,3.25275e+04,6.931065,2.88575e+07,4.89928e+04,6.111273,0.819792,35.54,0.14,18,5808.00,0.1280,0.0600,1.00,1.031,129.4586667,-6.8067222,V401 Hya,,08 37 50.08,-06 48 24.2,G5V,5900,0.95,150,3.4,40,48.56,1.93,23.97,,Y,TYC,WISEA,Simbad
5.700488,129.4593580995159,-6.8052952962236,0.014,0.006,90,5755064487955314688,129.45935659377,0.3968,-6.80527212375,0.2070,1.6943,0.4546,-0.347,0.919,5.382,0.392,0,2.97929e+03,4.05609e+01,17.003082,6.99813e+03,6.19707e+02,15.738933,7.24671e+03,7.35686e+02,15.111568,0.627364,,,0,5095.63,,,,,129.4586667,-6.8067222,V401 Hya,,08 37 50.08,-06 48 24.2,G5V,5900,0.95,150,3.4,40,48.56,1.93,23.97,,Y,TYC,WISEA,Simbad
0.737299,129.7987680272112,65.0209078536640,0.002,0.001,0,1092545710514654464,129.79849112846,0.0293,65.02128478783,0.0608,69.2004,0.0652,-27.158,0.058,87.546,0.112,0,1.21206e+08,9.68561e+04,5.479553,6.41557e+07,9.15775e+04,5.833300,7.78602e+07,1.53542e+05,5.033631,0.799669,-13.01,0.16,37,5839.33,0.0325,0.0255,0.98,0.996,129.7987083,65.0211111,pi.01 UMa,,08 39 11.69,+65 01 16.0,G1.5V,6080,0.88,400,0.4,70,15.45,2.03,14.35,,N,TYC,WISEA,Simbad
0.387468,130.3313101011394,-78.9633617552751,0.004,0.003,0,5209038595468151168,130.33064041469,0.0997,-78.96324722621,0.1073,10.0442,0.0912,-29.776,0.216,26.600,0.245,0,1.26813e+08,1.44678e+05,5.430458,9.50043e+07,2.55174e+05,5.407030,4.90196e+07,9.05118e+04,5.535996,-0.128965,,,0,8847.25,0.1073,0.0540,,,130.3309583,-78.9632778,eta Cha,,08 41 19.43,-78 57 47.8,B8V,11850,2.17,350,5.7,,,1.47,94.96,,Y,TYC,WISEA,Simbad
0.461745,130.6129043730568,-78.9633101504792,0.001,0.001,0,5209037736474704512,130.61222300167,0.0391,-78.96319282318,0.0485,10.1249,0.0452,-30.296,0.077,27.250,0.092,0,5.94799e+04,5.26300e+01,13.752440,9.73829e+03,6.76637e+01,15.380181,7.95702e+04,3.08488e+02,12.510044,2.870137,,,0,3895.11,,,,,130.6124167,-78.9632222,EK Cha,,08 42 26.98,-78 57 47.6,:M0,2390,1.24,140,0.8,,,876.1,97.0,a,N,TYC,WISEA,Simbad
0.782055,131.7334132823194,12.1099529240961,0.002,0.001,90,601994405893360768,131.73313245527,0.0728,12.10973465666,0.0495,17.7961,0.0792,-63.773,0.142,-50.694,0.096,0,8.52785e+07,4.65627e+04,5.861267,5.85416e+07,4.92343e+04,5.932727,3.92744e+07,1.79599e+05,5.776647,0.156080,,,0,8500.75,0.1707,0.0895,,,131.73325,12.1098056,50 Cnc,,08 46 55.98,+12 06 35.3,A1V,8160,1.57,210,5.5,,,1.1,53.96,,Y,TYC,WISEA,Simbad
0.560457,133.2753978124685,52.3902290845612,0.001,0.001,90,1017229679407710336,133.27514514996,0.0254,52.39037545095,0.0255,27.9142,0.0334,-35.813,0.052,33.995,0.051,0,3.62485e+07,9.63176e+03,6.790142,2.06235e+07,2.18124e+04,7.065484,2.20624e+07,1.90946e+04,6.402788,0.662696,-6.47,0.17,19,6198.00,0.0790,0.0390,1.17,1.807,133.2752083,52.3903333,HD 75616,,08 53 06.05,+52 23 25.2,:F8,6230,1.12,50,40.5,,,0.48,35.42,,Y,TYC,WISEA,Simbad
4.590636,133.5747790870404,-5.4344573577189,0.001,0.001,0,5760701787150565888,133.57299049391,0.0370,-5.43432771287,0.0372,59.3469,0.0447,-413.548,0.071,30.112,0.084,0,8.76519e+07,5.76402e+04,5.831462,4.59725e+07,1.04277e+05,6.195142,5.73345e+07,1.52190e+05,5.365881,0.829261,32.04,0.18,12,5737.33,0.0510,0.0313,1.00,0.985,133.5735,-5.4343889,HD 76151,,08 54 17.64,-05 26 03.8,G3V,5870,0.98,120,5.5,,,0.25,17.38,,Y,TYC,WISEA,Simbad
0.093956,133.7133510708511,-63.7019415830004,0.001,0.001,90,5297527909751086336,133.71181792508,0.0198,-63.70244065523,0.0213,20.4060,0.0222,-157.760,0.044,-115.912,0.036,0,3.93590e+06,6.06371e+02,9.200755,1.90093e+06,1.50325e+03,9.653970,2.84815e+06,3.69739e+03,8.625513,1.028457,42.74,0.26,12,5185.00,0.0330,0.0350,0.78,0.398,133.7133333,-63.7019167,HD 76748,,08 54 51.20,-63 42 06.9,K0V,5320,0.71,190,1.2,,,1.25,47.03,,Y,TYC,WISEA,Simbad
1.183236,133.7990919122783,-54.9657674006136,0.003,0.002,90,5317114850417299584,133.79927429714,0.0807,-54.96616227517,0.0846,41.2156,0.0871,24.318,0.183,-91.713,0.149,0,1.11495e+08,1.32272e+05,5.570228,6.33135e+07,1.07021e+05,5.847647,6.55098e+07,2.05700e+05,5.221155,0.626492,-6.88,0.18,21,6435.18,0.0970,0.0337,1.28,2.540,133.79925,-54.9660833,HR 3570,,08 55 11.82,-54 57 57.9,F6V,6540,1.19,150,5.2,,,0.44,24.15,,Y,TYC,WISEA,Simbad
0.430457,134.0449019255087,-49.4907342151940,0.001,0.001,90,5325336379890628608,134.04473317443,0.0393,-49.49065382636,0.0413,7.1645,0.0466,-25.459,0.082,18.671,0.078,0,1.68774e+06,6.65086e+02,10.120100,9.13097e+05,7.29288e+02,10.450096,1.10037e+06,1.28881e+03,9.658072,0.792024,,,0,5782.00,0.1145,0.0490,1.14,1.298,134.04475,-49.4906667,TYC8160-1896-1,,08 56 10.74,-49 29 26.4,:G2,5910,0.95,210,1.7,,,7.24,123.04,a,N,TYC,WISEA,Simbad
0.612496,134.3966636171229,15.5812860567872,0.002,0.002,90,610549499710989440,134.39693377279,0.0819,15.58137435961,0.0600,20.4914,0.0979,60.440,0.161,20.509,0.106,0,1.05238e+08,1.00422e+05,5.632935,6.85659e+07,1.12118e+05,5.761118,5.20304e+07,8.98944e+04,5.471277,0.289841,,,0,7662.50,,,1.79,9.984,134.3968333,15.5813333,omi02 Cnc,,08 57 35.24,+15 34 52.8,F0IV,7610,1.69,120,15.8,40,142.42,3.72,46.12,,Y,TYC,WISEA,Simbad
0.474201,137.2675423732115,-18.3285558467655,0.005,0.004,0,5681062540747755776,137.26725537719,0.1180,-18.32846956143,0.1200,9.5495,0.1510,-63.276,0.241,20.041,0.294,0,9.81080e+07,1.41094e+05,5.709105,7.08761e+07,1.15732e+05,5.725139,4.15640e+07,1.36102e+05,5.715127,0.010012,,,0,9412.25,0.3077,0.1760,,,137.2674167,-18.3285,HR 3638,,09 09 04.18,-18 19 42.6,A0/A1V,9020,2.24,120,29.5,35,347.29,3.3,83.68,,Y,TYC,WISEA,Simbad
0.619840,138.0536689355330,3.8669795530651,0.003,0.003,0,579147000944785792,138.05345002200,0.1167,3.86695821729,0.1214,8.6396,0.1349,-50.729,0.223,-4.955,0.224,0,6.70460e+07,5.70269e+04,6.122434,4.82716e+07,1.96000e+05,6.142159,2.81455e+07,8.03837e+04,6.138400,0.003759,,,0,9668.00,0.1650,0.0877,,,138.0535,3.8669444,HR 3651,,09 12 12.84,+03 52 01.0,A0V,9270,2.13,190,11.8,70,86.93,1.17,99.3,,Y,TYC,WISEA,Simbad
0.705582,139.3648752128637,-74.7345895505092,0.003,0.003,0,5216186726719969792,139.36438650380,0.0915,-74.73443509768,0.0933,12.9294,0.0851,-29.885,0.187,35.873,0.197,0,8.58181e+07,6.14846e+04,5.854418,6.29191e+07,1.02007e+05,5.854431,3.54838e+07,8.46126e+04,5.886845,-0.032413,,,0,9576.50,0.0930,0.0430,,,139.364375,-74.7344444,HR 3721,,09 17 27.45,-74 44 04.0,A0V,9440,1.94,165,14.8,,,2.73,81.96,,Y,TYC,WISEA,Simbad
2.990262,143.1823309847715,26.9885300589640,0.001,0.001,90,646255212109355136,143.18161954334,0.0421,26.98746766093,0.0402,55.3165,0.0595,-147.242,0.079,-246.749,0.065,0,3.49045e+07,6.45281e+04,6.831162,1.70543e+07,1.13923e+05,7.271801,2.45448e+07,1.70248e+05,6.287021,0.984780,7.94,0.14,11,5300.00,0.0390,0.0290,0.81,0.472,143.181875,26.9878056,HD 82443,,09 32 43.65,+26 59 16.1,G9V,5570,0.72,350,0.4,45,25.74,3.88,17.79,,Y,TYC,WISEA,Simbad
8.884303,143.1846430270638,26.9878846145062,0.010,0.009,90,646255212109453312,143.18464302706,10.0809,26.98788461451,8.6609,,,,,,,0,1.52116e+02,3.21953e+00,20.232930,,,,,,,,,,0,,,,,,143.181875,26.9878056,HD 82443,,09 32 43.65,+26 59 16.1,G9V,5570,0.72,350,0.4,45,25.74,3.88,17.79,,Y,TYC,WISEA,Simbad
