angDist,JNAME,ra,dec,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,_RAJ2000,_DEJ2000
4.755804,J031115.14+474851.7,47.813104,+47.814384,0.177,0.171,179,14.487,14.706,11.939,8.813,15.392,14.712,14.582,0.035,0.070,0.223,,0.051,0.058,0.074,472148401241002366,0000,0,nnnn,AABU,0.002,47.8130629779032,5.6859890333549
3.718173,J031516.91+484907.2,48.820467,+48.818670,0.166,0.153,115,14.172,14.192,11.851,8.767,14.850,14.438,14.319,0.033,0.064,0.220,,0.040,0.057,0.070,494148401241033317,0000,0,nnnn,AABU,0.142,48.8189617365599,5.6977315997133
3.023862,J031531.30+485247.3,48.880441,+48.879808,0.274,0.257,128,15.425,15.888,12.230,9.319,16.624,15.702,15.934,0.048,0.190,,,0.162,0.146,0.298,494148401241033653,0000,0,0nnn,ABUU,0.419,48.8806381063322,5.7197313312107
4.107050,J031429.63+483720.7,48.623487,+48.622442,0.201,0.189,116,14.787,14.757,12.104,8.633,15.766,15.011,14.806,0.039,0.081,,0.289,0.071,0.078,0.106,494148401241031029,0h00,0,10nn,AAUB,0.078,48.6235810566676,5.9531464565281
1.937437,J031232.10+480758.5,48.133768,+48.132923,0.228,0.209,106,14.700,14.893,12.462,8.988,15.213,14.823,14.627,0.042,0.104,,,0.047,0.064,0.071,472148401241019203,0000,0,nnnn,AAUU,0.454,48.1334025030174,5.8462434574039
3.854627,J031233.23+480821.6,48.138466,+48.139354,0.113,0.110,153,13.340,13.430,12.567,9.157,13.891,13.479,13.331,0.027,0.036,,,0.026,0.026,0.032,472148401241018969,0000,0,00nn,AAUU,0.072,48.1382895271872,5.8571395448039
2.276226,J031259.84+481459.9,48.249357,+48.249992,0.760,0.706,126,16.642,16.254,12.460,8.670,,,,0.121,,,,,,,472148401241019856,0000,0,2nnn,BUUU,,48.2493593726893,6.2816987896972
4.679902,J031420.77+483520.1,48.586571,+48.588927,0.128,0.111,145,13.390,13.447,12.229,8.639,14.225,13.618,13.359,0.028,0.038,,,0.029,0.030,0.035,494148401241028700,0000,0,nnnn,AAUU,0.125,48.5882230714473,6.3776931990679
1.229256,J031048.17+474204.8,47.700734,+47.701342,0.084,0.079,12,11.690,11.750,12.007,8.781,12.638,11.953,11.805,0.023,0.023,0.266,,0.021,0.019,0.018,480146901241046489,0000,0,11nn,AABU,0.052,47.7011219811436,5.8903246435295
4.777918,J030908.57+471702.4,47.285741,+47.284014,0.333,0.229,117,15.107,15.271,12.075,8.878,16.253,15.694,15.825,0.054,0.126,,,0.103,0.120,0.229,480146901241030798,0000,0,nnnn,ABUU,1.922,47.2838078160422,6.1048210248046
2.080875,J030950.46+472739.9,47.460268,+47.461105,0.255,0.236,121,15.484,14.908,11.429,8.700,,,,0.049,0.084,0.143,0.301,,,,480146901241047133,0000,0,10nn,AABB,,47.4605618908565,6.0552425432886
2.012087,J030934.53+472341.5,47.393896,+47.394889,0.601,0.546,122,16.452,16.484,12.603,9.229,,,,0.096,0.335,,,,,,480146901241033628,0000,0,0nnn,ABUU,,47.3946201278361,6.1722557246645
4.725623,J030616.97+463408.4,46.570740,+46.569026,0.264,0.242,126,15.235,15.097,12.356,9.114,16.969,15.858,15.420,0.048,0.104,0.445,,0.213,0.142,0.163,458146901241018625,0000,0,11nn,AACU,0.311,46.568848644691,5.9309645918134
1.153093,J030937.22+472416.6,47.405088,+47.404617,0.581,0.523,125,16.318,16.355,12.398,9.218,,,,0.093,0.306,,,,,,480146901241033595,0000,0,2nnn,ABUU,,47.4049147365881,6.2725138520585
3.561189,J031237.74+480920.9,48.157269,+48.155833,0.434,0.409,125,15.584,16.463,12.366,8.899,16.119,15.527,15.342,0.071,0.424,,,0.092,0.114,0.148,472148401241019548,0000,0,1nnn,ACUU,0.485,48.1557876999661,6.8650291559448
4.733264,J030947.54+472658.5,47.448099,+47.449588,0.073,0.069,22,9.596,9.702,9.610,8.850,10.534,9.897,9.718,0.023,0.020,0.036,,0.018,0.017,0.019,480146901241046445,0000,0,000n,AAAU,0.115,47.4482790558288,6.3629720483942
2.279803,J031045.62+474126.1,47.690122,+47.690587,0.907,0.780,111,16.567,16.764,12.744,9.050,16.467,15.888,15.870,0.135,,,,0.123,0.138,0.221,480146901241047635,0000,0,nnnn,BUUU,0.907,47.6909213136075,6.5247186572935
3.817251,J031020.00+473454.4,47.583370,+47.581799,0.367,0.337,127,15.768,16.460,12.819,9.263,16.369,15.856,15.886,0.061,0.320,,,0.123,0.148,0.239,480146901241048023,hh00,0,1nnn,ABUU,0.472,47.5817977700282,6.7022393226396
3.903846,J031020.00+473454.4,47.583370,+47.581799,0.367,0.337,127,15.768,16.460,12.819,9.263,16.369,15.856,15.886,0.061,0.320,,,0.123,0.148,0.239,480146901241048023,hh00,0,1nnn,ABUU,0.472,47.5817630075557,6.8679914929226
1.943985,J025010.11+423230.2,42.542148,+42.541741,0.589,0.527,124,16.403,16.720,12.738,9.139,,,,0.092,,,,,,,424142401241022911,0000,0,0nnn,AUUU,,42.5414950683688,2.7311552089787
3.999894,J025029.22+423723.4,42.621775,+42.623173,0.524,0.481,125,16.185,16.343,12.783,9.213,,,,0.085,0.310,,,,,,424142401241031914,0000,0,0nnn,ABUU,,42.622085609848,2.9656200183426
3.690999,J025023.31+423551.8,42.597128,+42.597723,0.110,0.107,109,13.330,13.323,12.794,8.710,14.070,13.493,13.445,0.026,0.035,,,0.026,0.033,0.033,424142401241031184,0000,0,nnnn,AAUU,0.092,42.5982889708839,3.1264165877529
4.602254,J024658.63+414446.3,41.744326,+41.746213,0.329,0.296,123,15.699,15.342,11.586,8.762,,,,0.059,0.122,0.182,0.356,,,,424142401241007770,0000,0,11nn,ABBC,,41.7460197848794,2.774373405668
1.405757,J025205.97+430131.0,43.024896,+43.025299,0.590,0.549,123,16.315,16.484,12.398,8.765,,,,0.093,,,,,,,424142401241039381,0000,0,1nnn,AUUU,,43.0249085664761,3.5908277120035
4.635823,J025303.22+431541.0,43.263443,+43.261413,0.779,0.725,119,16.690,16.856,12.119,9.185,,,,0.127,0.523,0.308,,,,,436143901241006845,0000,0,1nnn,BCBU,,43.2625038799603,3.7701227992939
3.776458,J024522.57+412033.2,41.344050,+41.342574,0.192,0.180,124,14.784,14.802,12.766,9.219,15.457,14.911,14.886,0.036,0.082,,,0.055,0.072,0.111,415140801241030632,d000,0,00nn,AAUU,0.122,41.3435549082269,3.3470983660283
0.531901,J024612.92+413313.0,41.553839,+41.553627,0.875,0.810,123,16.883,16.818,12.811,9.208,16.750,16.038,16.472,0.143,,,,0.144,0.164,,415140801241040528,0000,0,nnnn,BUUU,0.388,41.5536431529347,3.62007436304
2.539682,J024644.94+414116.0,41.687258,+41.687787,1.223,1.120,121,17.222,16.607,12.755,9.201,,,,0.195,,,,,,,424142401241008377,0000,0,nnnn,BUUU,,41.6881029815676,3.6948552029054
4.594074,J024433.23+410815.2,41.138474,+41.137578,1.217,1.113,125,17.180,16.464,12.857,9.255,,,,0.191,,,,,,,415140801241029754,0000,0,nnnn,BUUU,,41.1369781256583,3.2944597416695
1.700562,J024555.76+412858.6,41.482368,+41.482970,0.128,0.124,143,13.912,13.877,12.842,9.118,14.282,13.944,13.939,0.028,0.044,,,0.032,0.046,0.050,415140801241039683,d000,0,00nn,AAUU,0.075,41.4829970239001,3.7741332731872
3.081098,J024915.75+421900.1,42.315647,+42.316715,0.105,0.103,11,13.327,13.358,12.573,9.131,13.689,13.365,13.313,0.025,0.034,,,0.027,0.033,0.033,424142401241022081,0000,0,00nn,AAUU,0.107,42.3158756696623,3.7561196126076
3.570863,J024803.23+420051.4,42.013486,+42.014301,0.116,0.112,124,13.383,13.487,12.422,8.974,13.909,13.807,13.673,0.027,0.039,,,,0.064,0.055,424142401241011104,0000,0,00nn,AAUU,0.896,42.0147051185731,3.7802789320855
4.827539,J025002.46+423029.9,42.510286,+42.508321,0.480,0.418,118,16.167,16.807,12.839,9.020,16.614,15.885,15.906,0.076,0.448,,,0.141,,,424142401241022844,0000,0,0nnn,ACUU,0.192,42.5095463990895,4.0774410505289
4.923502,J024927.45+422151.8,42.364410,+42.364412,0.302,0.281,119,15.489,15.543,12.723,9.170,16.398,15.668,15.503,0.052,0.154,,,0.145,,0.209,424142401241022514,0000,0,0nnn,ABUU,0.471,42.363311196456,4.3062551170703
3.298322,J024803.87+420103.0,42.016149,+42.017505,0.586,0.522,116,16.198,16.402,12.004,8.915,,,,0.094,,,,,,,424142401241011715,0000,0,0nnn,AUUU,,42.016676960681,4.2682097260639
1.276021,J025550.00+435728.0,43.958367,+43.957784,0.246,0.231,122,15.235,15.545,12.154,9.157,15.646,15.159,15.287,0.044,0.147,,,0.058,0.087,0.168,436143901241021444,0000,0,0nnn,ABUU,0.064,43.9580625984175,3.9009772423038
3.963462,J025548.92+435708.0,43.953865,+43.952245,0.463,0.425,129,16.231,15.874,12.355,8.689,,,,0.079,0.178,0.333,,,,,436143901241021789,0000,0,0nnn,ABBU,,43.9532544803313,3.971970120849
4.441832,J025653.51+441320.6,44.222974,+44.222403,1.145,1.009,115,17.416,16.294,11.820,8.720,,,,0.233,,0.210,,,,,436143901241036151,0000,0,nnnn,BUBU,,44.2235628083766,4.1916691056526
4.887640,J025758.65+442947.9,44.494378,+44.496641,0.511,0.464,121,16.224,16.331,12.477,9.156,16.616,16.025,15.109,0.083,0.288,,,0.130,0.185,,436143901241039707,0000,0,0nnn,ABUU,0.376,44.4961566418569,4.8846577521807
0.968572,J025643.68+441056.8,44.182031,+44.182445,0.273,0.250,116,15.382,15.527,12.743,9.171,16.198,15.420,15.339,0.047,0.149,0.503,,0.092,0.106,0.169,436143901241035252,0000,0,11nn,ABCU,0.249,44.1824016219987,5.2592696245275
4.994031,J025141.31+425528.1,42.922144,+42.924483,0.202,0.189,133,14.877,14.871,12.813,9.078,15.730,15.224,15.007,0.038,0.085,,,0.084,0.106,0.130,424142401241038934,0000,0,01nn,AAUU,0.282,42.9235668981981,4.2279885994255
4.075620,J025354.45+432843.6,43.476882,+43.478787,0.720,0.654,118,16.670,16.366,12.729,9.007,,,,0.114,,,,,,,436143901241012484,0000,0,1nnn,BUUU,,43.4779903619263,4.7011268107958
3.862585,J025413.15+433322.0,43.554819,+43.556131,0.434,0.393,118,16.006,15.657,12.000,9.194,,,,0.072,0.168,,,,,,436143901241014178,0000,0,1nnn,ABUU,,43.5562845651265,4.7677317309987
4.340824,J024937.06+422421.2,42.404451,+42.405916,0.431,0.396,119,15.923,15.979,12.342,9.117,16.241,16.019,16.092,0.072,0.233,,,0.122,,,424142401241022620,0000,0,0nnn,ABUU,0.781,42.4060709182111,4.6101213039292
4.435930,J025056.61+424408.2,42.735894,+42.735632,0.545,0.502,128,16.178,16.957,12.477,9.157,,,,0.085,,,,,,,424142401241033764,0000,0,1nnn,AUUU,,42.7367089861719,4.8836240722499
2.673635,J025009.38+423217.7,42.539109,+42.538260,0.313,0.288,124,15.582,16.396,12.860,8.698,15.732,15.780,15.693,0.053,0.299,,,0.062,0.168,0.195,424142401241022621,0000,0,1nnn,ABUU,0.166,42.5381195398449,4.8387246825586
2.436320,J025142.70+425539.3,42.927918,+42.927585,0.803,0.725,126,16.706,16.414,12.784,8.717,,,,0.127,,,,,,,424142401241039622,0000,0,0nnn,BUUU,,42.9271788731166,5.0022724484925
2.996778,J025606.94+440147.3,44.028957,+44.029808,0.746,0.669,115,16.774,16.689,12.183,8.921,,,,0.129,0.405,0.302,0.396,,,,436143901241022036,00hD,0,nnnn,BCBC,,44.0300606760269,5.2162139002303
1.178030,J025358.38+432936.5,43.493268,+43.493474,0.344,0.313,112,15.605,16.411,12.721,9.155,15.770,15.401,15.545,0.057,,,,0.076,0.115,0.197,436143901241013961,0000,0,0nnn,AUUU,0.226,43.4931571946668,5.5752690253053
3.984318,J025529.66+435222.1,43.873590,+43.872831,0.351,0.322,125,15.863,15.541,11.862,9.243,,,,0.062,0.138,0.224,,,,,436143901241023811,0000,0,0nnn,ABBU,,43.8722681581979,5.6863823838101
3.078108,J025329.57+432228.5,43.373230,+43.374592,0.275,0.255,120,15.356,15.330,12.319,9.162,,,,0.049,0.128,,,,,,436143901241006211,0000,0,1nnn,ABUU,,43.37436260991,5.7435845420816
2.887644,J025329.57+432228.5,43.373230,+43.374592,0.275,0.255,120,15.356,15.330,12.319,9.162,,,,0.049,0.128,,,,,,436143901241006211,0000,0,1nnn,ABUU,,43.3740901329223,5.7660143782472
4.036064,J025451.33+434256.7,43.713902,+43.715754,0.220,0.207,121,14.753,14.902,12.510,9.110,15.131,14.841,14.648,0.042,0.089,,,0.040,0.065,0.078,436143901241013720,0000,0,11nn,AAUU,0.216,43.714890041623,5.8264706334217
2.085875,J024224.50+403610.9,40.602086,+40.603044,0.480,0.436,123,16.031,16.132,12.778,9.179,,,,0.078,0.265,,,,,,415140801241009509,0000,0,0nnn,ABUU,,40.6026761686734,3.8031997020038
3.888050,J024528.34+412158.9,41.368104,+41.366366,0.223,0.207,120,15.028,15.085,12.423,8.579,15.389,15.070,15.186,0.041,0.104,,,0.066,0.085,0.144,415140801241039867,0000,0,21nn,AAUU,0.184,41.3672142908285,4.0895878200153
4.803617,J024528.34+412158.9,41.368104,+41.366366,0.223,0.207,120,15.028,15.085,12.423,8.579,15.389,15.070,15.186,0.041,0.104,,,0.066,0.085,0.144,415140801241039867,0000,0,21nn,AAUU,0.184,41.3676569854001,4.0902067015737
4.207987,J024302.23+404527.4,40.759317,+40.757639,1.180,1.038,121,16.992,16.926,12.601,9.105,,,,0.177,,,,,,,415140801241025858,0000,0,nnnn,BUUU,,40.7577864002026,4.3858451976608
4.356179,J024518.67+411943.0,41.327812,+41.328632,0.297,0.270,116,15.391,14.849,12.198,8.984,,,,0.053,0.092,,,,,,415140801241028732,dd00,0,nnnn,AAUU,,41.327452889624,4.4714278156055
1.649712,J024318.46+404939.7,40.826957,+40.827702,0.382,0.354,128,15.733,15.905,12.783,9.110,,,,0.064,0.208,,,,,,415140801241025398,0000,0,0nnn,ABUU,,40.8275022604765,4.8033484598309
3.291069,J024015.67+400357.9,40.065329,+40.066084,0.129,0.124,146,13.972,14.018,12.264,8.938,14.582,14.055,14.017,0.028,0.047,0.324,,0.034,0.038,0.070,406139301241040942,0000,0,11nn,AABU,0.200,40.0664326696889,4.3576679382431
3.417893,J023920.92+395016.3,39.837189,+39.837869,0.480,0.433,117,16.121,16.094,12.334,9.155,,,,0.078,0.249,,,,,,406139301241027521,0000,0,0nnn,ABUU,,39.8382943871219,4.7604792253589
3.710558,J023920.92+395016.3,39.837189,+39.837869,0.480,0.433,117,16.121,16.094,12.334,9.155,,,,0.078,0.249,,,,,,406139301241027521,0000,0,0nnn,ABUU,,39.8383653804679,4.9668477670683
4.887466,J023837.72+393928.8,39.657180,+39.658003,0.113,0.112,121,13.498,13.516,12.177,9.169,14.134,13.658,13.677,0.026,0.038,0.346,,0.031,0.031,0.050,387139301241034226,0000,0,00nn,AABU,0.227,39.6586963691544,4.9398081876356
1.790465,J024031.91+400756.2,40.132981,+40.132298,0.566,0.505,120,16.292,16.285,12.566,8.659,,,,0.092,0.301,0.468,,,,,395140801241002820,0000,0,1nnn,ABCU,,40.1323320952458,5.0356524060726
2.615897,J024313.70+404825.6,40.807107,+40.807119,0.262,0.242,127,15.248,15.305,12.757,8.971,15.583,15.140,15.128,0.046,0.125,,,0.055,0.066,0.131,415140801241025249,0000,0,10nn,ABUU,0.063,40.8076936667886,5.0932403208959
3.498508,J024524.47+412102.3,41.351962,+41.350640,0.641,0.578,125,16.443,16.445,12.759,8.792,,,,0.101,0.350,,,,,,415140801241031158,0000,0,1nnn,ABUU,,41.3515654181369,5.3536379505295
3.958078,J024405.81+410122.0,41.024219,+41.022788,0.533,0.482,113,16.366,15.668,12.404,8.964,,,,0.091,0.164,,,,,,415140801241023808,0000,0,1nnn,ABUU,,41.0227623509424,5.7581066749194
2.256871,J024850.13+421229.8,42.208894,+42.208283,0.943,0.847,122,16.668,16.139,12.731,9.168,,,,0.150,,,,,,,424142401241011879,0000,0,2nnn,BUUU,,42.2080890633497,4.9949043846715
4.872077,J024839.26+420951.6,42.163619,+42.164360,0.185,0.174,136,14.549,14.524,12.243,8.570,15.530,15.027,14.683,0.035,0.071,,,0.073,0.098,0.110,424142401241011112,0000,0,nnnn,AAUU,0.215,42.163069508685,5.9430939532582
4.453100,J025215.97+430359.6,43.066577,+43.066579,0.138,0.112,43,13.207,13.257,12.734,8.879,13.891,13.354,13.224,0.031,0.038,,,0.032,0.040,0.034,424142401241038638,0000,0,nnnn,AAUU,0.142,43.0675770286222,5.7200540296188
4.208054,J025254.44+431343.1,43.226865,+43.228644,1.017,0.940,116,16.948,16.663,12.603,9.077,,,,0.170,0.425,0.474,,,,,436143901241006970,0000,0,nnnn,BCCU,,43.2284454983138,6.1237446996201
0.481605,J024927.45+422151.8,42.364410,+42.364412,0.302,0.281,119,15.489,15.543,12.723,9.170,16.398,15.668,15.503,0.052,0.154,,,0.145,,0.209,424142401241022514,0000,0,0nnn,ABUU,0.471,42.3645187400823,5.8976306452126
4.216318,J025056.61+424408.2,42.735894,+42.735632,0.545,0.502,128,16.178,16.957,12.477,9.157,,,,0.085,,,,,,,424142401241033764,0000,0,1nnn,AUUU,,42.7366594057036,6.1698970290042
4.783674,J024603.88+413053.6,41.516172,+41.514904,1.236,1.129,123,17.322,16.679,12.827,9.212,,,,0.199,,,,,,,415140801241040803,0000,0,nnnn,BUUU,,41.5144867510395,5.5938779080007
2.470948,J024402.14+410028.1,41.008929,+41.007828,0.276,0.251,120,15.399,15.401,12.762,9.156,16.310,15.618,15.542,0.049,0.130,,,0.096,0.125,0.190,415140801241023583,0000,0,0nnn,ABUU,0.469,41.0080867509418,6.1053174304144
3.492744,J024811.30+420244.1,42.047111,+42.045601,0.398,0.360,121,15.873,15.521,12.785,9.067,16.348,15.928,16.567,0.068,0.147,,,0.110,0.178,,424142401241011622,0000,0,0nnn,ABUU,0.360,42.0464291761085,6.1617670753648
3.300291,J024839.26+420951.6,42.163619,+42.164360,0.185,0.174,136,14.549,14.524,12.243,8.570,15.530,15.027,14.683,0.035,0.071,,,0.073,0.098,0.110,424142401241011112,0000,0,nnnn,AAUU,0.215,42.1634518125696,6.3058609551475
4.212378,J024852.33+421308.4,42.218043,+42.219026,0.732,0.674,127,16.395,16.098,12.268,9.223,,,,0.120,0.283,,,,,,424142401241011738,0000,0,0nnn,BBUU,,42.2194919845115,6.4224669023667
3.143201,J024603.88+413053.6,41.516172,+41.514904,1.236,1.129,123,17.322,16.679,12.827,9.212,,,,0.199,,,,,,,415140801241040803,0000,0,nnnn,BUUU,,41.5150151823444,6.5863470288625
0.685647,J025945.24+445619.8,44.938528,+44.938856,0.216,0.193,125,14.878,15.044,12.667,8.895,15.280,14.803,14.670,0.039,0.095,,,0.056,0.074,0.090,447145401241004920,0000,0,nnnn,AAUU,0.375,44.9387636512982,5.0422232009303
2.983624,J030034.46+450834.1,45.143611,+45.142825,0.069,0.064,34,8.312,8.420,8.308,8.291,9.268,8.589,8.389,0.023,0.020,0.022,0.232,0.021,0.018,0.014,447145401241015012,0000,0,110n,AAAB,0.082,45.1425193301684,5.4018307050657
4.584414,J025848.75+444218.7,44.703144,+44.705196,0.795,0.726,123,16.284,16.668,12.534,8.891,,,,0.128,0.437,,,,,,447145401241004742,0000,0,nnnn,BCUU,,44.7048791730111,5.5106974195974
4.501478,J030412.57+460301.2,46.052377,+46.050338,0.317,0.296,126,15.423,15.559,12.489,9.098,16.139,15.632,15.467,0.054,0.150,,,0.101,0.126,0.164,468145401241047141,0000,0,0nnn,ABUU,0.394,46.0506220963706,5.883565953335
3.794363,J030205.08+453109.6,45.521175,+45.519338,0.982,0.880,117,17.023,16.850,12.059,8.826,,,,0.167,0.471,0.303,,,,,447145401241020184,0000,0,nnnn,BCBU,,45.5199526071298,6.3029826640458
1.002460,J025945.24+445619.8,44.938528,+44.938856,0.216,0.193,125,14.878,15.044,12.667,8.895,15.280,14.803,14.670,0.039,0.095,,,0.056,0.074,0.090,447145401241004920,0000,0,nnnn,AAUU,0.375,44.9385795857417,6.0133110150349
4.508035,J030702.69+464546.6,46.761212,+46.762948,0.149,0.142,147,14.140,14.359,12.740,9.210,14.580,14.259,14.129,0.030,0.066,,,0.031,0.048,0.051,458146901241018372,0000,0,00nn,AAUU,0.149,46.7617509060962,6.3341994309945
1.586853,J030652.00+464257.3,46.716705,+46.715926,0.290,0.272,123,15.481,15.918,12.624,9.036,16.038,15.437,15.189,0.050,0.202,,,0.093,0.111,0.139,458146901241018682,0000,0,0nnn,ABUU,0.411,46.7161815750489,6.4981535001463
2.551090,J030612.18+463307.1,46.550761,+46.551996,1.142,1.041,125,17.018,16.326,12.714,9.051,,,,0.181,,,,,,,458146901241019385,0000,0,nnnn,BUUU,,46.5516928919521,6.4825636808272
3.743730,J030441.04+461019.5,46.171016,+46.172091,1.209,1.107,128,17.033,16.994,12.837,8.798,,,,0.183,,,,,,,468145401241047683,0000,0,nnnn,BUUU,,46.1724338515468,6.4342620295543
3.222050,J030417.57+460418.9,46.073217,+46.071941,0.273,0.256,117,15.405,15.613,12.786,9.189,15.672,15.344,14.995,0.048,0.152,,,0.067,0.095,0.101,468145401241047092,0000,0,0nnn,ABUU,0.189,46.0719269778124,6.8477811001412
1.776352,J031045.62+474126.1,47.690122,+47.690587,0.907,0.780,111,16.567,16.764,12.744,9.050,16.467,15.888,15.870,0.135,,,,0.123,0.138,0.221,480146901241047635,0000,0,nnnn,BUUU,0.907,47.6900938664819,7.1579753063909
1.510333,J030937.22+472416.6,47.405088,+47.404617,0.581,0.523,125,16.318,16.355,12.398,9.218,,,,0.093,0.306,,,,,,480146901241033595,0000,0,2nnn,ABUU,,47.405034587997,7.410572192103
3.142071,J030651.60+464249.7,46.715023,+46.713814,0.209,0.194,128,14.934,14.886,12.582,9.275,16.426,15.533,15.152,0.039,0.089,,,0.131,0.124,0.145,458146901241018562,0000,0,11nn,AAUU,1.549,46.7146487041992,6.9371133581069
4.988126,J030813.56+470331.9,47.056531,+47.058867,0.175,0.163,120,14.528,14.635,12.346,9.198,15.474,14.875,14.648,0.034,0.071,,,0.046,0.058,0.072,480146901241028764,0000,0,00nn,AAUU,0.100,47.0577659518874,7.2487161621238
1.765492,J030749.68+465727.8,46.957015,+46.957747,0.326,0.292,116,15.727,15.353,12.881,9.021,16.645,16.024,15.632,0.056,0.122,,,0.147,,0.183,480146901241029174,0000,0,10nn,ABUU,0.822,46.9577330034138,7.6446647110843
1.671387,J030410.38+460233.8,46.043273,+46.042724,1.138,1.019,116,17.162,16.544,12.363,8.926,,,,0.190,0.355,,,,,,468145401241047779,0000,0,nnnn,BBUU,,46.0426207431166,7.1040318057371
4.455910,J030407.50+460149.5,46.031286,+46.030439,0.151,0.144,143,14.235,14.208,12.804,9.256,15.452,14.855,14.679,0.031,0.055,,,0.055,0.075,0.087,468145401241046796,0000,0,00nn,AAUU,0.660,46.0316504763577,7.4825234715564
3.507938,J030612.18+463307.1,46.550761,+46.551996,1.142,1.041,125,17.018,16.326,12.714,9.051,,,,0.181,,,,,,,458146901241019385,0000,0,nnnn,BUUU,,46.5521585516563,7.3783244742011
1.602099,J030524.41+462105.3,46.351712,+46.351495,0.126,0.121,126,13.852,13.730,12.562,8.553,14.549,14.228,14.138,0.028,0.040,0.445,,0.036,0.039,0.055,458146901241002380,d000,1,00nn,AACU,0.928,46.351212916,7.7844427834108
4.551952,J030409.35+460215.1,46.038978,+46.037535,0.418,0.377,118,15.972,15.644,12.792,8.552,,,,0.070,0.158,,,,,,468145401241047318,0000,0,0nnn,ABUU,,46.0387932101569,8.0522903994817
4.840251,J030515.84+461855.0,46.316031,+46.315289,0.228,0.213,125,15.150,15.022,12.472,9.191,,,,0.042,0.098,,,,,,458146901241002746,0000,0,00nn,AAUU,,46.3144786016214,7.9054856550291
4.070677,J030613.76+463320.1,46.557366,+46.555594,0.336,0.305,124,15.640,15.359,12.625,9.014,,,,0.058,0.128,,,,,,458146901241018782,0000,0,21nn,ABUU,,46.5557338379124,8.0888837824938
2.235682,J025427.76+433658.9,43.615701,+43.616375,0.272,0.250,126,15.195,15.342,12.759,9.151,,,,0.047,0.142,,,,,,436143901241013926,0000,0,0nnn,ABUU,,43.616531434111,6.4704341869931
4.746492,J025405.29+433117.9,43.522062,+43.521652,0.664,0.612,123,16.548,16.119,12.768,9.176,16.471,16.254,16.036,0.111,0.252,,,0.136,,,436143901241014183,0000,0,1nnn,BBUU,0.526,43.5228423585735,6.5151637462791
1.745868,J025323.60+432052.5,43.348350,+43.347917,0.201,0.184,117,14.869,14.642,11.447,8.735,,,,0.038,0.074,0.157,,,,,436143901241006712,0000,0,12nn,AABU,,43.3484007709289,6.6491577847292
3.083131,J025653.51+441320.6,44.222974,+44.222403,1.145,1.009,115,17.416,16.294,11.820,8.720,,,,0.233,,0.210,,,,,436143901241036151,0000,0,nnnn,BUBU,,44.2219553577399,6.8377866669464
1.740874,J025550.00+435728.0,43.958367,+43.957784,0.246,0.231,122,15.235,15.545,12.154,9.157,15.646,15.159,15.287,0.044,0.147,,,0.058,0.087,0.168,436143901241021444,0000,0,0nnn,ABUU,0.064,43.9577044927238,7.1312036174334
3.154989,J025009.38+423217.7,42.539109,+42.538260,0.313,0.288,124,15.582,16.396,12.860,8.698,15.732,15.780,15.693,0.053,0.299,,,0.062,0.168,0.195,424142401241022621,0000,0,1nnn,ABUU,0.166,42.5391363789343,6.9388534259644
3.923360,J025108.98+424708.2,42.787430,+42.785628,0.273,0.257,123,15.359,15.506,12.740,8.883,16.280,15.741,15.595,0.048,0.149,,,0.122,0.170,0.246,424142401241033394,0000,0,11nn,ABUU,0.576,42.7864419117594,7.1077875253141
2.756156,J024852.33+421308.4,42.218043,+42.219026,0.732,0.674,127,16.395,16.098,12.268,9.223,,,,0.120,0.283,,,,,,424142401241011738,0000,0,0nnn,BBUU,,42.2190745295515,7.1676582026891
