#iRMS=9.222171502e-05 0
lk  ukf_wg0v  uks_wg0v fh        fse	fl
5975.0  0.932934  0.000399  0.932934  0.000000  0.000000
5980.0  0.920380  0.008698  0.920380  0.000000  0.000000
5985.0  0.914461  0.011685  0.914461  0.000000  0.000000
5990.0  0.918168  0.010936  0.918168  0.000000  0.000000
5995.0  0.921160  0.011213  0.921160  0.000000  0.000000
6000.0  0.924151  0.003049  0.924151  0.000000  0.000000
6005.0  0.911563  0.012528  0.911563  0.000000  0.000000
6010.0  0.903773  0.020004  0.903773  0.000000  0.000000
6015.0  0.913973  0.006801  0.913973  0.000000  0.000000
6020.0  0.913092  0.000630  0.913092  0.000000  0.000000
6025.0  0.907807  0.006707  0.907807  0.000000  0.000000
6030.0  0.904317  0.022951  0.904317  0.000000  0.000000
6035.0  0.911979  0.019033  0.911979  0.000000  0.000000
6040.0  0.917471  0.011156  0.917471  0.000000  0.000000
6045.0  0.925912  0.000746  0.925912  0.000000  0.000000
6050.0  0.925883  0.000000  0.925883  0.000000  0.000000
6055.0  0.919455  0.002308  0.919455  0.000000  0.000000
6060.0  0.916542  0.004666  0.916542  0.000000  0.000000
6065.0  0.910476  0.006865  0.910476  0.000000  0.000000
6070.0  0.919253  0.000977  0.919253  0.000000  0.000000
6075.0  0.914274  0.005974  0.914274  0.000000  0.000000
6080.0  0.907376  0.007469  0.907376  0.000000  0.000000
6085.0  0.909333  0.003834  0.909333  0.000000  0.000000
6090.0  0.906939  0.006527  0.906939  0.000000  0.000000
6095.0  0.900848  0.013268  0.900848  0.000000  0.000000
6100.0  0.884577  0.020172  0.884577  0.000000  0.000000
6105.0  0.888855  0.010724  0.888855  0.000000  0.000000
6110.0  0.903891  0.006429  0.903891  0.000000  0.000000
6115.0  0.901957  0.008107  0.901957  0.000000  0.000000
6120.0  0.891783  0.008282  0.891783  0.000000  0.000000
6125.0  0.892603  0.004219  0.892603  0.000000  0.000000
6130.0  0.894907  0.008602  0.894907  0.000000  0.000000
6135.0  0.874802  0.014202  0.874802  0.000000  0.000000
6140.0  0.870433  0.011630  0.870433  0.000000  0.000000
6145.0  0.885582  0.010457  0.885582  0.000000  0.000000
6150.0  0.888506  0.010642  0.888506  0.000000  0.000000
6155.0  0.880348  0.013041  0.880348  0.000000  0.000000
6160.0  0.865143  0.009333  0.865143  0.000000  0.000000
6165.0  0.860492  0.009472  0.860492  0.000000  0.000000
6170.0  0.865626  0.012882  0.865626  0.000000  0.000000
6175.0  0.880507  0.008775  0.880507  0.000000  0.000000
6180.0  0.889901  0.007357  0.889901  0.000000  0.000000
6185.0  0.890226  0.006980  0.890226  0.000000  0.000000
6190.0  0.880812  0.005213  0.880812  0.000000  0.000000
6195.0  0.889097  0.000935  0.889097  0.000000  0.000000
6200.0  0.895843  0.002091  0.895843  0.000000  0.000000
6205.0  0.899329  0.003177  0.899329  0.000000  0.000000
6210.0  0.892870  0.001162  0.892870  0.000000  0.000000
6215.0  0.876498  0.006086  0.876498  0.000000  0.000000
6220.0  0.876325  0.007653  0.876325  0.000000  0.000000
6225.0  0.879256  0.005327  0.879256  0.000000  0.000000
6230.0  0.866341  0.009802  0.866341  0.000000  0.000000
6235.0  0.865061  0.011245  0.865061  0.000000  0.000000
6240.0  0.867613  0.007984  0.867613  0.000000  0.000000
6245.0  0.861417  0.006183  0.861417  0.000000  0.000000
6250.0  0.861188  0.001691  0.861188  0.000000  0.000000
6255.0  0.852563  0.006635  0.852563  0.000000  0.000000
6260.0  0.855895  0.011575  0.855895  0.000000  0.000000
6265.0  0.861526  0.015126  0.861526  0.000000  0.000000
6270.0  0.870626  0.006730  0.870626  0.000000  0.000000
6275.0  0.856616  0.002970  0.856616  0.000000  0.000000
6280.0  0.838144  0.005229  0.838144  0.000000  0.000000
6285.0  0.858377  0.000746  0.858377  0.000000  0.000000
6290.0  0.865335  0.000746  0.865335  0.000000  0.000000
6295.0  0.856215  0.000488  0.856215  0.000000  0.000000
6300.0  0.847123  0.001229  0.847123  0.000000  0.000000
6305.0  0.855601  0.000000  0.855601  0.000000  0.000000
6310.0  0.857491  0.005722  0.857491  0.000000  0.000000
6315.0  0.843515  0.010362  0.843515  0.000000  0.000000
6320.0  0.843726  0.010529  0.843726  0.000000  0.000000
6325.0  0.860527  0.004726  0.860527  0.000000  0.000000
6330.0  0.862921  0.004036  0.862921  0.000000  0.000000
6335.0  0.851217  0.007002  0.851217  0.000000  0.000000
6340.0  0.847427  0.011531  0.847427  0.000000  0.000000
6345.0  0.850000  0.015622  0.850000  0.000000  0.000000
6350.0  0.853235  0.014322  0.853235  0.000000  0.000000
6355.0  0.853134  0.011654  0.853134  0.000000  0.000000
6360.0  0.850565  0.010027  0.850565  0.000000  0.000000
6365.0  0.851626  0.010896  0.851626  0.000000  0.000000
6370.0  0.853690  0.013546  0.853690  0.000000  0.000000
6375.0  0.858323  0.009626  0.858323  0.000000  0.000000
6380.0  0.853968  0.012974  0.853968  0.000000  0.000000
6385.0  0.854123  0.013081  0.854123  0.000000  0.000000
6390.0  0.850255  0.013526  0.850255  0.000000  0.000000
6395.0  0.845816  0.008716  0.845816  0.000000  0.000000
6400.0  0.845612  0.006478  0.845612  0.000000  0.000000
6405.0  0.847324  0.005090  0.847324  0.000000  0.000000
6410.0  0.843254  0.006725  0.843254  0.000000  0.000000
6415.0  0.839137  0.011726  0.839137  0.000000  0.000000
6420.0  0.838782  0.011864  0.838782  0.000000  0.000000
6425.0  0.843841  0.011675  0.843841  0.000000  0.000000
6430.0  0.841579  0.013505  0.841579  0.000000  0.000000
6435.0  0.842321  0.005452  0.842321  0.000000  0.000000
6440.0  0.841301  0.008018  0.841301  0.000000  0.000000
6445.0  0.841787  0.011149  0.841787  0.000000  0.000000
6450.0  0.834804  0.012842  0.834804  0.000000  0.000000
6455.0  0.830614  0.014657  0.830614  0.000000  0.000000
6460.0  0.824288  0.018557  0.824288  0.000000  0.000000
6465.0  0.823849  0.018561  0.823849  0.000000  0.000000
6470.0  0.826950  0.018359  0.826950  0.000000  0.000000
6475.0  0.827560  0.016950  0.827560  0.000000  0.000000
6480.0  0.825119  0.020926  0.825119  0.000000  0.000000
6485.0  0.825626  0.020025  0.825626  0.000000  0.000000
6490.0  0.811855  0.023814  0.811855  0.000000  0.000000
6495.0  0.796150  0.018226  0.796150  0.000000  0.000000
6500.0  0.817722  0.008204  0.817722  0.000000  0.000000
6505.0  0.836082  0.009230  0.836082  0.000000  0.000000
6510.0  0.835527  0.009409  0.835527  0.000000  0.000000
6515.0  0.824689  0.012885  0.824689  0.000000  0.000000
6520.0  0.827764  0.006539  0.827764  0.000000  0.000000
6525.0  0.829620  0.008565  0.829620  0.000000  0.000000
6530.0  0.828635  0.008574  0.828635  0.000000  0.000000
6535.0  0.826822  0.009139  0.826822  0.000000  0.000000
6540.0  0.820277  0.012184  0.820277  0.000000  0.000000
6545.0  0.802412  0.019137  0.802412  0.000000  0.000000
6550.0  0.785303  0.025109  0.785303  0.000000  0.000000
6555.0  0.740236  0.033367  0.740236  0.000000  0.000000
6560.0  0.631572  0.043783  0.631572  0.000000  0.000000
6565.0  0.649514  0.008217  0.649514  0.000000  0.000000
6570.0  0.741780  0.011644  0.741780  0.000000  0.000000
6575.0  0.787241  0.020393  0.787241  0.000000  0.000000
6580.0  0.799300  0.018495  0.799300  0.000000  0.000000
6585.0  0.803180  0.019774  0.803180  0.000000  0.000000
6590.0  0.799391  0.019576  0.799391  0.000000  0.000000
6595.0  0.802250  0.013937  0.802250  0.000000  0.000000
6600.0  0.815845  0.005659  0.815845  0.000000  0.000000
6605.0  0.815933  0.007171  0.815933  0.000000  0.000000
6610.0  0.815950  0.006278  0.815950  0.000000  0.000000
6615.0  0.819520  0.004742  0.819520  0.000000  0.000000
6620.0  0.818242  0.006760  0.818242  0.000000  0.000000
6625.0  0.814022  0.009472  0.814022  0.000000  0.000000
6630.0  0.803388  0.015584  0.803388  0.000000  0.000000
6635.0  0.801198  0.015433  0.801198  0.000000  0.000000
6640.0  0.801871  0.015513  0.801871  0.000000  0.000000
6645.0  0.800599  0.016690  0.800599  0.000000  0.000000
6650.0  0.803734  0.015840  0.803734  0.000000  0.000000
6655.0  0.802185  0.018132  0.802185  0.000000  0.000000
6660.0  0.792560  0.023721  0.792560  0.000000  0.000000
6665.0  0.793656  0.018770  0.793656  0.000000  0.000000
6670.0  0.798053  0.015275  0.798053  0.000000  0.000000
6675.0  0.792474  0.017778  0.792474  0.000000  0.000000
6680.0  0.795143  0.011927  0.795143  0.000000  0.000000
6685.0  0.802148  0.008068  0.802148  0.000000  0.000000
6690.0  0.801567  0.008424  0.801567  0.000000  0.000000
6695.0  0.796757  0.010779  0.796757  0.000000  0.000000
6700.0  0.795021  0.009350  0.795021  0.000000  0.000000
6705.0  0.791403  0.010991  0.791403  0.000000  0.000000
6710.0  0.788841  0.011230  0.788841  0.000000  0.000000
6715.0  0.783187  0.012240  0.783187  0.000000  0.000000
6720.0  0.781626  0.010574  0.781626  0.000000  0.000000
6725.0  0.786136  0.009341  0.786136  0.000000  0.000000
6730.0  0.790199  0.006605  0.790199  0.000000  0.000000
6735.0  0.789850  0.005873  0.789850  0.000000  0.000000
6740.0  0.785955  0.006665  0.785955  0.000000  0.000000
6745.0  0.784620  0.005393  0.784620  0.000000  0.000000
6750.0  0.779928  0.007528  0.779928  0.000000  0.000000
6755.0  0.783028  0.005297  0.783028  0.000000  0.000000
6760.0  0.783593  0.005113  0.783593  0.000000  0.000000
6765.0  0.778899  0.006472  0.778899  0.000000  0.000000
6770.0  0.776171  0.007416  0.776171  0.000000  0.000000
6775.0  0.778350  0.006730  0.778350  0.000000  0.000000
6780.0  0.777282  0.007715  0.777282  0.000000  0.000000
6785.0  0.775273  0.007543  0.775273  0.000000  0.000000
6790.0  0.777544  0.004200  0.777544  0.000000  0.000000
6795.0  0.773902  0.006689  0.773902  0.000000  0.000000
6800.0  0.774373  0.003288  0.774373  0.000000  0.000000
6805.0  0.790293  0.026662  0.790293  0.000000  0.000000
6810.0  0.790062  0.027236  0.790062  0.000000  0.000000
6815.0  0.788538  0.028531  0.788538  0.000000  0.000000
6820.0  0.788587  0.027455  0.788587  0.000000  0.000000
6825.0  0.786802  0.027217  0.786802  0.000000  0.000000
6830.0  0.784875  0.026308  0.784875  0.000000  0.000000
6835.0  0.782665  0.024464  0.782665  0.000000  0.000000
6840.0  0.788635  0.021024  0.788635  0.000000  0.000000
6845.0  0.784892  0.017653  0.784892  0.000000  0.000000
6850.0  0.781084  0.014211  0.781084  0.000000  0.000000
6855.0  0.777830  0.011399  0.777830  0.000000  0.000000
6860.0  0.775743  0.009947  0.775743  0.000000  0.000000
6865.0  0.775279  0.010362  0.775279  0.000000  0.000000
6870.0  0.776237  0.012430  0.776237  0.000000  0.000000
6875.0  0.778255  0.015711  0.778255  0.000000  0.000000
6880.0  0.780971  0.019800  0.780971  0.000000  0.000000
6885.0  0.783980  0.024226  0.783980  0.000000  0.000000
6890.0  0.786717  0.028341  0.786717  0.000000  0.000000
6895.0  0.788572  0.031436  0.788572  0.000000  0.000000
6900.0  0.788936  0.032813  0.788936  0.000000  0.000000
6905.0  0.787428  0.032024  0.787428  0.000000  0.000000
6910.0  0.784565  0.029672  0.784565  0.000000  0.000000
6915.0  0.781091  0.026613  0.781091  0.000000  0.000000
6920.0  0.777748  0.023707  0.777748  0.000000  0.000000
6925.0  0.775132  0.021641  0.775132  0.000000  0.000000
6930.0  0.773238  0.020407  0.773238  0.000000  0.000000
6935.0  0.771914  0.019832  0.771914  0.000000  0.000000
6940.0  0.771007  0.019736  0.771007  0.000000  0.000000
6945.0  0.770338  0.019920  0.770338  0.000000  0.000000
6950.0  0.769621  0.020043  0.769621  0.000000  0.000000
6955.0  0.768541  0.019752  0.768541  0.000000  0.000000
6960.0  0.766786  0.018676  0.766786  0.000000  0.000000
6965.0  0.764159  0.016597  0.764159  0.000000  0.000000
6970.0  0.760940  0.013831  0.760940  0.000000  0.000000
6975.0  0.750921  0.013954  0.750921  0.000000  0.000000
6980.0  0.747626  0.012174  0.747626  0.000000  0.000000
6985.0  0.748044  0.007777  0.748044  0.000000  0.000000
6990.0  0.744888  0.008166  0.744888  0.000000  0.000000
6995.0  0.745141  0.006092  0.745141  0.000000  0.000000
7000.0  0.741940  0.009243  0.741940  0.000000  0.000000
7005.0  0.736231  0.015358  0.736231  0.000000  0.000000
7010.0  0.742402  0.011837  0.742402  0.000000  0.000000
7015.0  0.740449  0.016339  0.740449  0.000000  0.000000
7020.0  0.741487  0.018047  0.741487  0.000000  0.000000
7025.0  0.740930  0.020643  0.740930  0.000000  0.000000
7030.0  0.743326  0.020152  0.743326  0.000000  0.000000
7035.0  0.744148  0.019880  0.744148  0.000000  0.000000
7040.0  0.745323  0.018774  0.745323  0.000000  0.000000
7045.0  0.749164  0.015244  0.749164  0.000000  0.000000
7050.0  0.745792  0.017385  0.745792  0.000000  0.000000
7055.0  0.740913  0.021233  0.740913  0.000000  0.000000
7060.0  0.742386  0.018749  0.742386  0.000000  0.000000
7065.0  0.740834  0.019535  0.740834  0.000000  0.000000
7070.0  0.740796  0.019228  0.740796  0.000000  0.000000
7075.0  0.740782  0.019110  0.740782  0.000000  0.000000
7080.0  0.738596  0.021013  0.738596  0.000000  0.000000
7085.0  0.735445  0.023371  0.735445  0.000000  0.000000
7090.0  0.736257  0.022005  0.736257  0.000000  0.000000
7095.0  0.736788  0.021066  0.736788  0.000000  0.000000
7100.0  0.736630  0.020662  0.736630  0.000000  0.000000
7105.0  0.737625  0.018657  0.737625  0.000000  0.000000
7110.0  0.734162  0.020461  0.734162  0.000000  0.000000
7115.0  0.734618  0.017449  0.734618  0.000000  0.000000
7120.0  0.734089  0.014810  0.734089  0.000000  0.000000
7125.0  0.732735  0.012060  0.732735  0.000000  0.000000
7130.0  0.729930  0.009589  0.729930  0.000000  0.000000
7135.0  0.727465  0.009320  0.727465  0.000000  0.000000
7140.0  0.722481  0.009851  0.722481  0.000000  0.000000
7145.0  0.715170  0.010525  0.715170  0.000000  0.000000
7150.0  0.713750  0.020821  0.713750  0.000000  0.000000
7155.0  0.713134  0.030803  0.713134  0.000000  0.000000
7160.0  0.704847  0.027832  0.704847  0.000000  0.000000
7165.0  0.694725  0.021819  0.694725  0.000000  0.000000
7170.0  0.690440  0.019947  0.690440  0.000000  0.000000
7175.0  0.688989  0.018029  0.688989  0.000000  0.000000
7180.0  0.688073  0.017007  0.688073  0.000000  0.000000
7185.0  0.684069  0.024469  0.684069  0.000000  0.000000
7190.0  0.687067  0.025297  0.687067  0.000000  0.000000
7195.0  0.694642  0.019112  0.694642  0.000000  0.000000
7200.0  0.697053  0.020069  0.697053  0.000000  0.000000
7205.0  0.703604  0.011897  0.703604  0.000000  0.000000
7210.0  0.715047  0.010984  0.715047  0.000000  0.000000
7215.0  0.718074  0.017845  0.718074  0.000000  0.000000
7220.0  0.714149  0.015037  0.714149  0.000000  0.000000
7225.0  0.711396  0.014333  0.711396  0.000000  0.000000
7230.0  0.703834  0.005698  0.703834  0.000000  0.000000
7235.0  0.696028  0.004080  0.696028  0.000000  0.000000
7240.0  0.694478  0.004751  0.694478  0.000000  0.000000
7245.0  0.697988  0.001531  0.697988  0.000000  0.000000
7250.0  0.698330  0.002264  0.698330  0.000000  0.000000
7255.0  0.701444  0.006301  0.701444  0.000000  0.000000
7260.0  0.702933  0.008424  0.702933  0.000000  0.000000
7265.0  0.699188  0.005736  0.699188  0.000000  0.000000
7270.0  0.698111  0.006413  0.698111  0.000000  0.000000
7275.0  0.691797  0.012980  0.691797  0.000000  0.000000
7280.0  0.696538  0.009209  0.696538  0.000000  0.000000
7285.0  0.697029  0.011322  0.697029  0.000000  0.000000
7290.0  0.688494  0.024595  0.688494  0.000000  0.000000
7295.0  0.695429  0.019763  0.695429  0.000000  0.000000
7300.0  0.699511  0.019639  0.699511  0.000000  0.000000
7305.0  0.697404  0.024234  0.697404  0.000000  0.000000
7310.0  0.697141  0.026510  0.697141  0.000000  0.000000
7315.0  0.699519  0.025482  0.699519  0.000000  0.000000
7320.0  0.700667  0.024745  0.700667  0.000000  0.000000
7325.0  0.700842  0.023798  0.700842  0.000000  0.000000
7330.0  0.696951  0.024461  0.696951  0.000000  0.000000
7335.0  0.697886  0.021691  0.697886  0.000000  0.000000
7340.0  0.698505  0.019687  0.698505  0.000000  0.000000
7345.0  0.696699  0.018413  0.696699  0.000000  0.000000
7350.0  0.696056  0.017349  0.696056  0.000000  0.000000
7355.0  0.691951  0.016446  0.691951  0.000000  0.000000
7360.0  0.691412  0.015583  0.691412  0.000000  0.000000
7365.0  0.690611  0.014325  0.690611  0.000000  0.000000
7370.0  0.687433  0.012396  0.687433  0.000000  0.000000
7375.0  0.686627  0.011268  0.686627  0.000000  0.000000
7380.0  0.685857  0.010900  0.685857  0.000000  0.000000
7385.0  0.676373  0.017169  0.676373  0.000000  0.000000
7390.0  0.670032  0.022512  0.670032  0.000000  0.000000
7395.0  0.672415  0.020725  0.672415  0.000000  0.000000
7400.0  0.671058  0.023273  0.671058  0.000000  0.000000
7405.0  0.668867  0.024057  0.668867  0.000000  0.000000
7410.0  0.665927  0.025798  0.665927  0.000000  0.000000
7415.0  0.667422  0.024716  0.667422  0.000000  0.000000
7420.0  0.668268  0.024248  0.668268  0.000000  0.000000
7425.0  0.681414  0.017383  0.681414  0.000000  0.000000
7430.0  0.684440  0.014315  0.684440  0.000000  0.000000
7435.0  0.685088  0.013495  0.685088  0.000000  0.000000
7440.0  0.683213  0.014757  0.683213  0.000000  0.000000
7445.0  0.680028  0.016449  0.680028  0.000000  0.000000
7450.0  0.679659  0.013925  0.679659  0.000000  0.000000
7455.0  0.679623  0.010231  0.679623  0.000000  0.000000
7460.0  0.676320  0.009727  0.676320  0.000000  0.000000
7465.0  0.674147  0.007606  0.674147  0.000000  0.000000
7470.0  0.673332  0.004196  0.673332  0.000000  0.000000
7475.0  0.670939  0.003577  0.670939  0.000000  0.000000
7480.0  0.670076  0.002840  0.670076  0.000000  0.000000
7485.0  0.669934  0.003395  0.669934  0.000000  0.000000
7490.0  0.668747  0.006850  0.668747  0.000000  0.000000
7495.0  0.667698  0.011259  0.667698  0.000000  0.000000
7500.0  0.671006  0.011133  0.671006  0.000000  0.000000
7505.0  0.672154  0.013505  0.672154  0.000000  0.000000
7510.0  0.671600  0.017794  0.671600  0.000000  0.000000
7515.0  0.674603  0.017986  0.674603  0.000000  0.000000
7520.0  0.676684  0.019322  0.676684  0.000000  0.000000
7525.0  0.676453  0.023161  0.676453  0.000000  0.000000
7530.0  0.677357  0.024076  0.677357  0.000000  0.000000
7535.0  0.677476  0.022524  0.677476  0.000000  0.000000
7540.0  0.674904  0.018956  0.674904  0.000000  0.000000
7545.0  0.668931  0.012739  0.668931  0.000000  0.000000
7550.0  0.659209  0.004051  0.659209  0.000000  0.000000
7555.0  0.658526  0.004229  0.658526  0.000000  0.000000
7560.0  0.657844  0.004408  0.657844  0.000000  0.000000
7565.0  0.657161  0.004585  0.657161  0.000000  0.000000
7570.0  0.656478  0.004772  0.656478  0.000000  0.000000
7575.0  0.655795  0.004952  0.655795  0.000000  0.000000
7580.0  0.655112  0.005137  0.655112  0.000000  0.000000
7585.0  0.654429  0.005315  0.654429  0.000000  0.000000
7590.0  0.653747  0.005503  0.653747  0.000000  0.000000
7595.0  0.653064  0.005684  0.653064  0.000000  0.000000
7600.0  0.652381  0.005863  0.652381  0.000000  0.000000
7605.0  0.651698  0.006043  0.651698  0.000000  0.000000
7610.0  0.651015  0.006224  0.651015  0.000000  0.000000
7615.0  0.650333  0.006404  0.650333  0.000000  0.000000
7620.0  0.649650  0.006584  0.649650  0.000000  0.000000
7625.0  0.648967  0.006769  0.648967  0.000000  0.000000
7630.0  0.648284  0.006951  0.648284  0.000000  0.000000
7635.0  0.647601  0.007135  0.647601  0.000000  0.000000
7640.0  0.646918  0.007311  0.646918  0.000000  0.000000
7645.0  0.646236  0.007493  0.646236  0.000000  0.000000
7650.0  0.645553  0.007674  0.645553  0.000000  0.000000
7655.0  0.644870  0.007853  0.644870  0.000000  0.000000
7660.0  0.644187  0.008033  0.644187  0.000000  0.000000
7665.0  0.643504  0.008219  0.643504  0.000000  0.000000
7670.0  0.642822  0.008403  0.642822  0.000000  0.000000
7675.0  0.642139  0.008583  0.642139  0.000000  0.000000
7680.0  0.641456  0.008766  0.641456  0.000000  0.000000
7685.0  0.640773  0.008944  0.640773  0.000000  0.000000
7690.0  0.640090  0.009126  0.640090  0.000000  0.000000
7695.0  0.639408  0.009303  0.639408  0.000000  0.000000
7700.0  0.638725  0.009485  0.638725  0.000000  0.000000
7705.0  0.638042  0.009667  0.638042  0.000000  0.000000
7710.0  0.637359  0.009853  0.637359  0.000000  0.000000
7715.0  0.636676  0.010031  0.636676  0.000000  0.000000
7720.0  0.635993  0.010215  0.635993  0.000000  0.000000
7725.0  0.635311  0.010396  0.635311  0.000000  0.000000
7730.0  0.634628  0.010574  0.634628  0.000000  0.000000
7735.0  0.633772  0.007991  0.633772  0.000000  0.000000
7740.0  0.631187  0.007400  0.631187  0.000000  0.000000
7745.0  0.626410  0.009839  0.626410  0.000000  0.000000
7750.0  0.625192  0.008794  0.625192  0.000000  0.000000
7755.0  0.626982  0.004947  0.626982  0.000000  0.000000
7760.0  0.627078  0.003772  0.627078  0.000000  0.000000
7765.0  0.626812  0.003670  0.626812  0.000000  0.000000
7770.0  0.623494  0.007362  0.623494  0.000000  0.000000
7775.0  0.620831  0.010060  0.620831  0.000000  0.000000
7780.0  0.621583  0.008090  0.621583  0.000000  0.000000
7785.0  0.622180  0.005356  0.622180  0.000000  0.000000
7790.0  0.621207  0.004457  0.621207  0.000000  0.000000
7795.0  0.620330  0.004696  0.620330  0.000000  0.000000
7800.0  0.620229  0.006502  0.620229  0.000000  0.000000
7805.0  0.622785  0.008429  0.622785  0.000000  0.000000
7810.0  0.625977  0.011486  0.625977  0.000000  0.000000
7815.0  0.629869  0.013737  0.629869  0.000000  0.000000
7820.0  0.632153  0.016011  0.632153  0.000000  0.000000
7825.0  0.631992  0.017936  0.631992  0.000000  0.000000
7830.0  0.628623  0.021132  0.628623  0.000000  0.000000
7835.0  0.627176  0.020915  0.627176  0.000000  0.000000
7840.0  0.628170  0.017934  0.628170  0.000000  0.000000
7845.0  0.627979  0.017324  0.627979  0.000000  0.000000
7850.0  0.627570  0.017721  0.627570  0.000000  0.000000
7855.0  0.627557  0.017872  0.627557  0.000000  0.000000
7860.0  0.627728  0.017472  0.627728  0.000000  0.000000
7865.0  0.626953  0.017386  0.626953  0.000000  0.000000
7870.0  0.624839  0.018063  0.624839  0.000000  0.000000
7875.0  0.622849  0.017913  0.622849  0.000000  0.000000
7880.0  0.621139  0.016855  0.621139  0.000000  0.000000
7885.0  0.619537  0.015228  0.619537  0.000000  0.000000
7890.0  0.616772  0.014828  0.616772  0.000000  0.000000
7895.0  0.614312  0.014321  0.614312  0.000000  0.000000
7900.0  0.613409  0.012633  0.613409  0.000000  0.000000
7905.0  0.612669  0.011625  0.612669  0.000000  0.000000
7910.0  0.611718  0.011524  0.611718  0.000000  0.000000
7915.0  0.609840  0.012840  0.609840  0.000000  0.000000
7920.0  0.608923  0.013072  0.608923  0.000000  0.000000
7925.0  0.608443  0.012587  0.608443  0.000000  0.000000
7930.0  0.605423  0.014920  0.605423  0.000000  0.000000
7935.0  0.604440  0.014957  0.604440  0.000000  0.000000
7940.0  0.604371  0.014171  0.604371  0.000000  0.000000
7945.0  0.603106  0.015163  0.603106  0.000000  0.000000
7950.0  0.605557  0.012349  0.605557  0.000000  0.000000
7955.0  0.607190  0.011047  0.607190  0.000000  0.000000
7960.0  0.606148  0.013470  0.606148  0.000000  0.000000
7965.0  0.606686  0.014690  0.606686  0.000000  0.000000
7970.0  0.608639  0.014501  0.608639  0.000000  0.000000
7975.0  0.610212  0.014490  0.610212  0.000000  0.000000
7980.0  0.610341  0.015391  0.610341  0.000000  0.000000
7985.0  0.609721  0.016009  0.609721  0.000000  0.000000
7990.0  0.609097  0.015491  0.609097  0.000000  0.000000
7995.0  0.605777  0.017042  0.605777  0.000000  0.000000
8000.0  0.602486  0.017617  0.602486  0.000000  0.000000
8005.0  0.602236  0.013868  0.602236  0.000000  0.000000
8010.0  0.600305  0.011475  0.600305  0.000000  0.000000
8015.0  0.598842  0.008207  0.598842  0.000000  0.000000
8020.0  0.595816  0.006692  0.595816  0.000000  0.000000
8025.0  0.592319  0.005990  0.592319  0.000000  0.000000
8030.0  0.590595  0.004289  0.590595  0.000000  0.000000
8035.0  0.590675  0.002375  0.590675  0.000000  0.000000
8040.0  0.590286  0.003724  0.590286  0.000000  0.000000
8045.0  0.589465  0.008726  0.589465  0.000000  0.000000
8050.0  0.592683  0.010931  0.592683  0.000000  0.000000
8055.0  0.597369  0.011603  0.597369  0.000000  0.000000
8060.0  0.600459  0.012577  0.600459  0.000000  0.000000
8065.0  0.600706  0.013964  0.600706  0.000000  0.000000
8070.0  0.599540  0.014296  0.599540  0.000000  0.000000
8075.0  0.597483  0.013527  0.597483  0.000000  0.000000
8080.0  0.595348  0.011275  0.595348  0.000000  0.000000
8085.0  0.590933  0.010832  0.590933  0.000000  0.000000
8090.0  0.588813  0.008464  0.588813  0.000000  0.000000
8095.0  0.586537  0.008748  0.586537  0.000000  0.000000
8100.0  0.587126  0.009933  0.587126  0.000000  0.000000
8105.0  0.589926  0.013663  0.589926  0.000000  0.000000
8110.0  0.593860  0.018704  0.593860  0.000000  0.000000
8115.0  0.597483  0.023388  0.597483  0.000000  0.000000
8120.0  0.599352  0.026050  0.599352  0.000000  0.000000
8125.0  0.598466  0.025527  0.598466  0.000000  0.000000
8130.0  0.595583  0.022697  0.595583  0.000000  0.000000
8135.0  0.591901  0.018948  0.591901  0.000000  0.000000
8140.0  0.588622  0.015659  0.588622  0.000000  0.000000
8145.0  0.586677  0.013917  0.586677  0.000000  0.000000
8150.0  0.585940  0.013567  0.585940  0.000000  0.000000
8155.0  0.586014  0.014149  0.586014  0.000000  0.000000
8160.0  0.586505  0.015218  0.586505  0.000000  0.000000
8165.0  0.587066  0.016364  0.587066  0.000000  0.000000
8170.0  0.587535  0.017410  0.587535  0.000000  0.000000
8175.0  0.587800  0.018216  0.587800  0.000000  0.000000
8180.0  0.587747  0.018653  0.587747  0.000000  0.000000
8185.0  0.587304  0.018643  0.587304  0.000000  0.000000
8190.0  0.586565  0.018292  0.586565  0.000000  0.000000
8195.0  0.585666  0.017754  0.585666  0.000000  0.000000
8200.0  0.584743  0.017186  0.584743  0.000000  0.000000
8205.0  0.583924  0.016741  0.583924  0.000000  0.000000
8210.0  0.583311  0.016534  0.583311  0.000000  0.000000
8215.0  0.582999  0.016676  0.582999  0.000000  0.000000
8220.0  0.583082  0.017270  0.583082  0.000000  0.000000
8225.0  0.583590  0.018359  0.583590  0.000000  0.000000
8230.0  0.584300  0.019679  0.584300  0.000000  0.000000
8235.0  0.584921  0.020897  0.584921  0.000000  0.000000
8240.0  0.585167  0.021682  0.585167  0.000000  0.000000
8245.0  0.584808  0.021767  0.584808  0.000000  0.000000
8250.0  0.583854  0.021164  0.583854  0.000000  0.000000
8255.0  0.582372  0.019955  0.582372  0.000000  0.000000
8260.0  0.580431  0.018213  0.580431  0.000000  0.000000
8265.0  0.578126  0.016052  0.578126  0.000000  0.000000
8270.0  0.575659  0.013702  0.575659  0.000000  0.000000
8275.0  0.573257  0.011432  0.573257  0.000000  0.000000
8280.0  0.571150  0.009500  0.571150  0.000000  0.000000
8285.0  0.569504  0.008102  0.569504  0.000000  0.000000
8290.0  0.568238  0.007143  0.568238  0.000000  0.000000
8295.0  0.567213  0.006453  0.567213  0.000000  0.000000
