# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Jan 22 17:13:57 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0175 0.08021 10.00000 0.0900000036 1.0816895962    0.090 -3.430  3.3584  5.208    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-17      0.00 7.014e-01 2.810e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 13.345 15.311 18.304 13.953
0.0175 0.08021 10.00000 0.0969602913 1.1452010870    0.097 -3.305  3.3758  5.185    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.12e-17      0.00 7.011e-01 2.813e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 13.032 14.997 17.981 13.640
0.0175 0.08021 10.00000 0.1000000015 1.1711064577    0.100 -3.253  3.3830  5.175    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.74e-17      0.00 7.010e-01 2.814e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 12.903 14.867 17.847 13.510
0.0175 0.08021 10.00000 0.1200000048 1.3193155527    0.120 -2.996  3.4160  5.129    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-16      0.00 7.002e-01 2.822e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 12.259 14.214 17.166 12.861
0.0175 0.08021 10.00000 0.1400000006 1.4384527206    0.140 -2.808  3.4376  5.095    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-16      0.00 6.995e-01 2.830e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 11.791 13.493 16.047 12.180
0.0175 0.08021 10.00000 0.1520055085 1.4998199940    0.152 -2.721  3.4461  5.077    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-16      0.00 6.991e-01 2.834e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 11.572 13.172 15.576 11.878
0.0175 0.08021 10.00000 0.1599999964 1.5372931957    0.160 -2.666  3.4515  5.066    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-16      0.00 6.988e-01 2.836e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 11.436 12.973 15.284 11.691
0.0175 0.08021 10.00000 0.2000000030 1.6938791275    0.200 -2.447  3.4702  5.019    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-16      0.00 6.977e-01 2.847e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 10.888 12.213 14.211 10.979
0.0175 0.08021 10.00000 0.2500000000 1.8403258324    0.250 -2.234  3.4867  4.969    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-18      0.00 6.969e-01 2.856e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 10.355 11.512 13.271 10.323
0.0175 0.08021 10.00000 0.3000000119 1.9529139996    0.300 -2.066  3.4979  4.925    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.78e-16      0.00 6.965e-01 2.859e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 9.936 10.992 12.615 9.833
0.0175 0.08021 10.00000 0.3500000238 2.0434176922    0.350 -1.920  3.5067  4.880    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-18      0.00 7.023e-01 2.802e-01 3.153e-03 8.507e-04 7.715e-03 -1.000 1.754e-02 9.569 10.555 12.087 9.419
0.0175 0.08021 10.00000 0.4000000358 2.1185026169    0.400 -1.776  3.5180  4.839    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-15      0.00 7.025e-01 2.800e-01 3.153e-03 8.507e-04 7.714e-03 -1.000 1.754e-02 9.209 10.110 11.536 9.003
0.0175 0.08021 10.00000 0.4500000179 2.1822810173    0.450 -1.627  3.5304  4.791    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-15      0.00 7.025e-01 2.799e-01 3.153e-03 8.507e-04 7.714e-03 -1.000 1.754e-02 8.838 9.656 10.982 8.580
0.0175 0.08021 10.00000 0.5000000000 2.2374541759    0.500 -1.472  3.5450  4.741    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-15      0.00 7.026e-01 2.799e-01 3.153e-03 8.507e-04 7.714e-03 -1.000 1.754e-02 8.449 9.179 10.402 8.138
0.0175 0.08021 10.00000 0.5234715343 2.2604081631    0.523 -1.388  3.5543  4.714    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-15      0.00 7.131e-01 2.699e-01 3.048e-03 8.223e-04 7.459e-03 -1.000 1.697e-02 8.239 8.913 10.074 7.895
0.0175 0.08021 10.00000 0.5500000119 2.2836582661    0.550 -1.297  3.5644  4.685    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-15      0.00 7.250e-01 2.587e-01 2.929e-03 7.905e-04 7.172e-03 -1.000 1.632e-02 8.012 8.623 9.718 7.632
0.0175 0.08021 10.00000 0.6000000238 2.3211214542    0.600 -1.124  3.5889  4.648    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-15      0.00 7.283e-01 2.555e-01 2.898e-03 7.823e-04 7.097e-03 -1.000 1.616e-02 7.581 8.050 9.001 7.125
