# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr 21 17:30:03 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.05 0.59589 8.00000 0.1000000015 1.1711064577    0.100 -2.674  3.3900  4.624    0  0.000  0.545     0.00     0.00 -1 -4.15e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 11.455 13.503 16.220 12.162
0.05 0.59589 8.00000 0.1142499074 1.2801934481    0.114 -2.604  3.3921  4.621    0  0.000  0.545     0.00     0.00 -1 -4.57e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 11.281 13.329 16.044 11.988
0.05 0.59589 8.00000 0.1199999973 1.3193154335    0.120 -2.578  3.3931  4.620    0  0.000  0.545     0.00     0.00 -1 -4.75e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 11.215 13.263 15.978 11.922
0.05 0.59589 8.00000 0.1208281741 1.3247492313    0.121 -2.574  3.3934  4.620    0  0.000  0.545     0.00     0.00 -1 -4.77e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 11.206 13.254 15.969 11.913
0.05 0.59589 8.00000 0.1400000006 1.4384527206    0.140 -2.488  3.3995  4.622    0  0.000  0.545     0.00     0.00 -1  -5.4e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.990 13.038 15.753 11.697
0.05 0.59589 8.00000 0.1551405787 1.5148141384    0.155 -2.421  3.4070  4.630    0  0.000  0.545     0.00     0.00 -1 -5.93e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.823 12.871 15.589 11.530
0.05 0.59589 8.00000 0.1599999964 1.5372931957    0.160 -2.400  3.4094  4.632    0  0.000  0.545     0.00     0.00 -1 -6.12e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.770 12.818 15.537 11.477
0.05 0.59589 8.00000 0.1932219565 1.6703644991    0.193 -2.273  3.4257  4.651    0  0.000  0.545     0.00     0.00 -1 -7.29e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.452 12.390 14.966 11.064
0.05 0.59589 8.00000 0.2000000030 1.6938791275    0.200 -2.249  3.4286  4.655    0  0.000  0.545     0.00     0.00 -1 -7.54e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.394 12.291 14.815 10.972
0.05 0.59589 8.00000 0.2349385470 1.8005260229    0.235 -2.140  3.4427  4.671    0  0.000  0.545     0.00     0.00 -1 -8.78e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.120 11.845 14.157 10.554
0.05 0.59589 8.00000 0.2500000000 1.8403258324    0.250 -2.097  3.4481  4.677    0  0.000  0.545     0.00     0.00 -1 -9.33e-16      0.00 6.087e-01 3.403e-01 9.173e-03 2.474e-03 2.244e-02 -1.000 5.101e-02 10.013 11.674 13.908 10.394
