# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr  7 15:59:24 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.004 -0.58336 10.00000 0.0900000036 1.0816895962    0.090 -3.308  3.4130  5.304    1  0.000  0.545     0.00     0.00 -1  -4.6e-17      0.00 7.385e-01 2.575e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 13.039 14.642 17.737 13.289
0.004 -0.58336 10.00000 0.1000000015 1.1711064577    0.100 -3.097  3.4424  5.257    1  0.000  0.545     0.00     0.00 -1 -7.48e-17      0.00 7.378e-01 2.582e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 12.513 13.897 16.454 12.593
0.004 -0.58336 10.00000 0.1191951632 1.3139878511    0.119 -2.836  3.4742  5.198    1  0.000  0.545     0.00     0.00 -1 -1.34e-16      0.00 7.365e-01 2.595e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 11.859 12.966 14.919 11.743
0.004 -0.58336 10.00000 0.1199999973 1.3193154335    0.120 -2.826  3.4754  5.196    1  0.000  0.545     0.00     0.00 -1 -1.37e-16      0.00 7.365e-01 2.595e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 11.834 12.930 14.862 11.711
0.004 -0.58336 10.00000 0.1400000006 1.4384527206    0.140 -2.640  3.4946  5.154    1  0.000  0.545     0.00     0.00 -1 -2.04e-16      0.00 7.354e-01 2.606e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 11.370 12.302 13.928 11.144
0.004 -0.58336 10.00000 0.1599999964 1.5372931957    0.160 -2.496  3.5078  5.122    1  0.000  0.545     0.00     0.00 -1 -2.76e-16      0.00 7.344e-01 2.616e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 11.011 11.840 13.296 10.725
0.004 -0.58336 10.00000 0.1999999881 1.6938791275    0.200 -2.274  3.5254  5.066    1  0.000  0.545     0.00     0.00 -1 -4.39e-16      0.00 7.330e-01 2.630e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 10.454 11.155 12.424 10.097
0.004 -0.58336 10.00000 0.2500000000 1.8403258324    0.250 -2.064  3.5387  5.007    1  0.000  0.545     0.00     0.00 -1  -2.5e-17      0.00 7.323e-01 2.637e-01 7.192e-04 1.941e-04 1.760e-03 -1.000 4.000e-03 9.931 10.548 11.708 9.529
0.004 -0.58336 10.00000 0.3000000119 1.9529139996    0.300 -1.902  3.5480  4.961    1  0.000  0.545     0.00     0.00 -1 -9.49e-16      0.00 7.321e-01 2.639e-01 7.192e-04 1.941e-04 1.760e-03 -1.000 4.000e-03 9.525 10.090 11.185 9.096
0.004 -0.58336 10.00000 0.3499999642 2.0434174538    0.350 -1.762  3.5559  4.919    1  0.000  0.545     0.00     0.00 -1 -1.28e-15      0.00 7.397e-01 2.563e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 9.174 9.696 10.740 8.724
