# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Jan 22 16:57:09 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.017 0.06676 10.00000 0.0900000036 1.0816895962    0.090 -3.429  3.3592  5.210    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-17      0.00 7.028e-01 2.802e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 13.342 15.304 18.304 13.947
0.017 0.06676 10.00000 0.0957772657 1.1348319054    0.096 -3.324  3.3739  5.190    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.9e-17      0.00 7.026e-01 2.804e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 13.079 15.041 18.033 13.684
0.017 0.06676 10.00000 0.1000000015 1.1711064577    0.100 -3.251  3.3841  5.177    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.76e-17      0.00 7.024e-01 2.806e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 12.897 14.858 17.845 13.501
0.017 0.06676 10.00000 0.1200000048 1.3193155527    0.120 -2.992  3.4174  5.130    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-16      0.00 7.016e-01 2.814e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 12.249 14.193 17.136 12.840
0.017 0.06676 10.00000 0.1400000006 1.4384527206    0.140 -2.804  3.4390  5.096    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-16      0.00 7.009e-01 2.821e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 11.781 13.464 16.000 12.154
0.017 0.06676 10.00000 0.1527714431 1.5035201311    0.153 -2.712  3.4479  5.077    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-16      0.00 7.005e-01 2.825e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 11.550 13.127 15.506 11.837
0.017 0.06676 10.00000 0.1599999964 1.5372931957    0.160 -2.663  3.4526  5.068    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -2e-16      0.00 7.003e-01 2.827e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 11.428 12.949 15.243 11.670
0.017 0.06676 10.00000 0.2000000030 1.6938791275    0.200 -2.444  3.4714  5.020    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-16      0.00 6.991e-01 2.839e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 10.880 12.191 14.173 10.960
0.017 0.06676 10.00000 0.2500000000 1.8403258324    0.250 -2.231  3.4879  4.970    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.28e-19      0.00 6.983e-01 2.847e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 10.346 11.488 13.230 10.303
0.017 0.06676 10.00000 0.3000000119 1.9529139996    0.300 -2.063  3.4989  4.926    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-16      0.00 6.979e-01 2.851e-01 3.057e-03 8.247e-04 7.480e-03 -1.000 1.700e-02 9.928 10.973 12.584 9.817
0.017 0.06676 10.00000 0.3500000238 2.0434176922    0.350 -1.917  3.5077  4.881    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-18      0.00 7.037e-01 2.793e-01 3.057e-03 8.247e-04 7.479e-03 -1.000 1.700e-02 9.561 10.536 12.056 9.404
0.017 0.06676 10.00000 0.4000000358 2.1185026169    0.400 -1.772  3.5189  4.840    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-15      0.00 7.039e-01 2.791e-01 3.057e-03 8.247e-04 7.479e-03 -1.000 1.700e-02 9.201 10.092 11.505 8.988
0.017 0.06676 10.00000 0.4183353484 2.1430375576    0.418 -1.716  3.5237  4.822    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-15      0.00 7.039e-01 2.791e-01 3.057e-03 8.247e-04 7.479e-03 -1.000 1.700e-02 9.059 9.918 11.293 8.826
0.017 0.06676 10.00000 0.4500000179 2.1822810173    0.450 -1.624  3.5313  4.792    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-15      0.00 7.040e-01 2.790e-01 3.057e-03 8.247e-04 7.479e-03 -1.000 1.700e-02 8.829 9.638 10.953 8.565
0.017 0.06676 10.00000 0.5000000000 2.2374541759    0.500 -1.468  3.5460  4.741    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-15      0.00 7.040e-01 2.790e-01 3.057e-03 8.247e-04 7.479e-03 -1.000 1.700e-02 8.439 9.158 10.371 8.121
0.017 0.06676 10.00000 0.5219745040 2.2590148449    0.522 -1.388  3.5549  4.716    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-15      0.00 7.139e-01 2.696e-01 2.960e-03 7.988e-04 7.245e-03 -1.000 1.648e-02 8.241 8.907 10.061 7.892
0.017 0.06676 10.00000 0.5500000119 2.2836582661    0.550 -1.292  3.5657  4.685    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.93e-15      0.00 7.265e-01 2.577e-01 2.838e-03 7.659e-04 6.949e-03 -1.000 1.582e-02 7.999 8.600 9.683 7.613
0.017 0.06676 10.00000 0.6000000238 2.3211214542    0.600 -1.119  3.5904  4.648    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -5.85e-15      0.00 7.298e-01 2.545e-01 2.808e-03 7.580e-04 6.877e-03 -1.000 1.568e-02 7.567 8.026 8.967 7.105
0.017 0.06676 10.00000 0.6499999762 2.3520355225    0.650 -0.941  3.6209  4.627    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -8.67e-15      0.00 7.329e-01 2.516e-01 2.781e-03 7.508e-04 6.813e-03 -1.000 1.547e-02 7.122 7.429 8.225 6.585
0.017 0.06676 10.00000 0.7000000477 2.3779268265    0.700 -0.767  3.6519  4.610    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-14      0.00 7.357e-01 2.489e-01 2.755e-03 7.441e-04 6.753e-03 -1.000 1.535e-02 6.687 6.840 7.494 6.084
0.017 0.06676 10.00000 0.7146275043 2.3847181797    0.715 -0.716  3.6610  4.604    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-14      0.00 7.366e-01 2.481e-01 2.736e-03 7.416e-04 6.734e-03 -1.000 1.530e-02 6.560 6.671 7.287 5.940
0.017 0.06676 10.00000 0.7418497205 2.3965406418    0.742 -0.623  3.6774  4.592    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-14      0.00 7.383e-01 2.464e-01 2.702e-03 7.370e-04 6.698e-03 -1.000 1.523e-02 6.326 6.372 6.928 5.685
0.017 0.06676 10.00000 0.7500000000 2.3998889923    0.750 -0.595  3.6822  4.589    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 7.388e-01 2.460e-01 2.691e-03 7.357e-04 6.688e-03 -1.000 1.520e-02 6.257 6.285 6.826 5.611
0.017 0.06676 10.00000 0.7646912336 2.4057176113    0.764 -0.547  3.6891  4.577    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 7.401e-01 2.448e-01 2.680e-03 7.325e-04 6.660e-03 -1.000 1.508e-02 6.137 6.143 6.661 5.486
0.017 0.06676 10.00000 0.7842673063 2.4130952358    0.784 -0.483  3.6982  4.560    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.418e-01 2.431e-01 2.664e-03 7.285e-04 6.623e-03 -1.000 1.508e-02 5.978 5.957 6.447 5.322
0.017 0.06676 10.00000 0.7989361882 2.4183518887    0.799 -0.435  3.7049  4.547    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-14      0.00 7.431e-01 2.419e-01 2.653e-03 7.255e-04 6.597e-03 -1.000 1.501e-02 5.858 5.820 6.291 5.201
0.017 0.06676 10.00000 0.8020152450 2.4194273949    0.802 -0.425  3.7063  4.544    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-14      0.00 7.434e-01 2.416e-01 2.650e-03 7.248e-04 6.590e-03 -1.000 1.499e-02 5.833 5.791 6.259 5.176
0.017 0.06676 10.00000 0.8184116483 2.4249973297    0.818 -0.371  3.7134  4.528    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.21e-14      0.00 7.450e-01 2.401e-01 2.636e-03 7.208e-04 6.555e-03 -1.000 1.488e-02 5.698 5.640 6.088 5.041
0.017 0.06676 10.00000 0.8336598873 2.4299519062    0.833 -0.321  3.7198  4.511    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-14      0.00 7.465e-01 2.387e-01 2.622e-03 7.172e-04 6.522e-03 -1.000 1.486e-02 5.572 5.500 5.931 4.915
0.017 0.06676 10.00000 0.8473992348 2.4342408180    0.847 -0.275  3.7255  4.495    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.478e-01 2.374e-01 2.610e-03 7.140e-04 6.494e-03 -1.000 1.480e-02 5.458 5.375 5.794 4.803
0.017 0.06676 10.00000 0.8478723764 2.4343857765    0.847 -0.274  3.7256  4.494    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -4.1e-14      0.00 7.478e-01 2.374e-01 2.610e-03 7.139e-04 6.493e-03 -1.000 1.480e-02 5.454 5.371 5.789 4.799
0.017 0.06676 10.00000 0.8512235284 2.4354064465    0.850 -0.262  3.7269  4.490    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-14      0.00 7.482e-01 2.370e-01 2.606e-03 7.129e-04 6.484e-03 -1.000 1.477e-02 5.426 5.340 5.755 4.771
0.017 0.06676 10.00000 0.8657312989 2.4397206306    0.865 -0.213  3.7324  4.470    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -4.8e-14      0.00 7.500e-01 2.353e-01 2.591e-03 7.088e-04 6.447e-03 -1.000 1.469e-02 5.303 5.208 5.610 4.651
0.017 0.06676 10.00000 0.8795867562 2.4436881542    0.879 -0.166  3.7374  4.449    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.43e-14      0.00 7.516e-01 2.338e-01 2.577e-03 7.049e-04 6.412e-03 -1.000 1.458e-02 5.185 5.081 5.470 4.536
0.017 0.06676 10.00000 0.8925848007 2.4472820759    0.891 -0.121  3.7419  4.429    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.34e-14      0.00 7.531e-01 2.324e-01 2.563e-03 7.012e-04 6.379e-03 -1.000 1.446e-02 5.072 4.963 5.341 4.427
0.017 0.06676 10.00000 0.8968085051 2.4484238625    0.896 -0.106  3.7433  4.421    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.37e-14      0.00 7.536e-01 2.319e-01 2.558e-03 7.001e-04 6.369e-03 -1.000 1.444e-02 5.035 4.924 5.298 4.392
0.017 0.06676 10.00000 0.9126657844 2.4526033401    0.912 -0.050  3.7481  4.392    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.45e-14      0.00 7.559e-01 2.298e-01 2.539e-03 6.947e-04 6.321e-03 -1.000 1.435e-02 4.894 4.777 5.139 4.257
