# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Dec 18 17:04:32 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.02 0.14251 10.00000 0.0900000036 1.0816895962    0.090 -3.437  3.3545  5.199    1  0.000  0.545     0.00     0.00 -1 -3.86e-17      0.00 6.949e-01 2.851e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 13.362 15.341 18.304 13.985
0.02 0.14251 10.00000 0.1000000015 1.1711064577    0.100 -3.264  3.3781  5.167    1  0.000  0.545     0.00     0.00 -1 -5.65e-17      0.00 6.945e-01 2.855e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 12.931 14.909 17.860 13.554
0.02 0.14251 10.00000 0.1200000048 1.3193155527    0.120 -3.013  3.4096  5.120    1  0.000  0.545     0.00     0.00 -1  -9.7e-17      0.00 6.937e-01 2.863e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 12.302 14.279 17.213 12.925
0.02 0.14251 10.00000 0.1400000006 1.4384527206    0.140 -2.826  3.4315  5.087    1  0.000  0.545     0.00     0.00 -1 -1.44e-16      0.00 6.930e-01 2.870e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 11.834 13.623 16.262 12.299
0.02 0.14251 10.00000 0.1599999964 1.5372931957    0.160 -2.681  3.4462  5.060    1  0.000  0.545     0.00     0.00 -1 -1.93e-16      0.00 6.924e-01 2.876e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 11.473 13.084 15.466 11.791
0.02 0.14251 10.00000 0.2000000030 1.6938791275    0.200 -2.463  3.4650  5.014    1  0.000  0.545     0.00     0.00 -1 -3.02e-16      0.00 6.913e-01 2.887e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 10.927 12.319 14.387 11.072
0.02 0.14251 10.00000 0.2500000000 1.8403258324    0.250 -2.251  3.4812  4.963    1  0.000  0.545     0.00     0.00 -1 -3.73e-16      0.00 6.905e-01 2.895e-01 3.596e-03 9.702e-04 8.800e-03 -1.000 2.000e-02 10.396 11.621 13.455 10.415
0.02 0.14251 10.00000 0.3117099106 1.9757870436    0.312 -2.044  3.4954  4.909    1  0.000  0.545     0.00     0.00 -1 -7.13e-16      0.00 6.916e-01 2.884e-01 3.596e-03 9.703e-04 8.800e-03 -1.000 2.000e-02 9.879 10.970 12.625 9.803
0.02 0.14251 10.00000 0.3408235908 2.0281162262    0.341 -1.959  3.5006  4.884    1  0.000  0.545     0.00     0.00 -1 -8.54e-16      0.00 6.948e-01 2.852e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 9.668 10.717 12.317 9.563
0.02 0.14251 10.00000 0.3500000238 2.0434176922    0.350 -1.934  3.5021  4.876    1  0.000  0.545     0.00     0.00 -1 -9.02e-16      0.00 6.956e-01 2.844e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 9.605 10.642 12.227 9.491
0.02 0.14251 10.00000 0.4000000358 2.1185026169    0.400 -1.791  3.5135  4.837    1  0.000  0.545     0.00     0.00 -1 -1.23e-15      0.00 6.959e-01 2.841e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 9.247 10.197 11.674 9.075
0.02 0.14251 10.00000 0.4500000179 2.1822810173    0.450 -1.644  3.5259  4.790    1  0.000  0.545     0.00     0.00 -1 -1.71e-15      0.00 6.959e-01 2.841e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 8.879 9.743 11.116 8.652
0.02 0.14251 10.00000 0.5000000000 2.2374541759    0.500 -1.491  3.5402  4.741    1  0.000  0.545     0.00     0.00 -1 -2.45e-15      0.00 6.960e-01 2.840e-01 3.596e-03 9.702e-04 8.799e-03 -1.000 2.000e-02 8.498 9.274 10.545 8.215
0.02 0.14251 10.00000 0.5074948072 2.2450492382    0.507 -1.464  3.5430  4.732    1  0.000  0.545     0.00     0.00 -1 -2.61e-15      0.00 6.993e-01 2.809e-01 3.559e-03 9.602e-04 8.709e-03 -1.000 1.979e-02 8.431 9.190 10.442 8.139
0.02 0.14251 10.00000 0.5500000119 2.2836582661    0.550 -1.320  3.5586  4.684    1  0.000  0.545     0.00     0.00 -1 -3.69e-15      0.00 7.182e-01 2.632e-01 3.349e-03 9.038e-04 8.199e-03 -1.000 1.863e-02 8.069 8.734 9.882 7.721
0.02 0.14251 10.00000 0.6000000238 2.3211214542    0.600 -1.150  3.5824  4.647    1  0.000  0.544     0.00     0.00 -1 -5.45e-15      0.00 7.216e-01 2.600e-01 3.313e-03 8.943e-04 8.114e-03 -1.000 1.842e-02 7.645 8.164 9.161 7.216
0.02 0.14251 10.00000 0.6499999762 2.3520355225    0.650 -0.975  3.6120  4.626    1  0.000  0.544     0.00     0.00 -1 -8.04e-15      0.00 7.246e-01 2.571e-01 3.282e-03 8.862e-04 8.042e-03 -1.000 1.830e-02 7.207 7.566 8.410 6.696
0.02 0.14251 10.00000 0.7000000477 2.3779268265    0.700 -0.802  3.6430  4.609    1  0.000  0.544     0.00     0.00 -1 -1.17e-14      0.00 7.273e-01 2.545e-01 3.254e-03 8.787e-04 7.974e-03 -1.000 1.814e-02 6.775 6.974 7.671 6.191
0.02 0.14251 10.00000 0.7113565803 2.3832273483    0.711 -0.762  3.6503  4.606    1  0.000  0.542     0.00     0.00 -1 -1.28e-14      0.00 7.279e-01 2.540e-01 3.237e-03 8.766e-04 7.959e-03 -1.000 1.809e-02 6.676 6.837 7.502 6.075
0.02 0.14251 10.00000 0.7499752045 2.3998789787    0.750 -0.630  3.6744  4.593    1  0.000  0.537     0.00     0.00 -1 -1.72e-14      0.00 7.301e-01 2.520e-01 3.182e-03 8.698e-04 7.907e-03 -1.000 1.798e-02 6.345 6.401 6.972 5.704
0.02 0.14251 10.00000 0.7500000000 2.3998889923    0.750 -0.630  3.6744  4.593    1  0.000  0.537     0.00     0.00 -1 -1.72e-14      0.00 7.301e-01 2.519e-01 3.182e-03 8.698e-04 7.907e-03 -1.000 1.796e-02 6.345 6.401 6.971 5.704
0.02 0.14251 10.00000 0.7651335597 2.4058890343    0.765 -0.581  3.6815  4.581    1  0.000  0.537     0.00     0.00 -1 -1.93e-14      0.00 7.314e-01 2.507e-01 3.169e-03 8.662e-04 7.874e-03 -1.000 1.790e-02 6.223 6.254 6.799 5.575
0.02 0.14251 10.00000 0.7900968194 2.4152112007    0.790 -0.502  3.6929  4.561    1  0.000  0.536     0.00     0.00 -1 -2.33e-14      0.00 7.335e-01 2.487e-01 3.147e-03 8.604e-04 7.822e-03 -1.000 1.780e-02 6.024 6.018 6.528 5.368
0.02 0.14251 10.00000 0.8000000119 2.4187245369    0.800 -0.470  3.6973  4.552    1  0.000  0.536     0.00     0.00 -1 -2.51e-14      0.00 7.343e-01 2.479e-01 3.139e-03 8.582e-04 7.802e-03 -1.000 1.775e-02 5.945 5.926 6.422 5.287
0.02 0.14251 10.00000 0.8152222037 2.4239339828    0.815 -0.421  3.7039  4.538    1  0.000  0.536     0.00     0.00 -1 -2.84e-14      0.00 7.358e-01 2.466e-01 3.124e-03 8.542e-04 7.767e-03 -1.000 1.768e-02 5.822 5.785 6.263 5.162
0.02 0.14251 10.00000 0.8331722617 2.4297964573    0.833 -0.363  3.7116  4.520    1  0.000  0.536     0.00     0.00 -1 -3.27e-14      0.00 7.374e-01 2.450e-01 3.106e-03 8.495e-04 7.725e-03 -1.000 1.758e-02 5.677 5.621 6.078 5.016
0.02 0.14251 10.00000 0.8500000238 2.4350347519    0.849 -0.308  3.7185  4.501    1  0.000  0.536     0.00     0.00 -1 -3.75e-14      0.00 7.390e-01 2.436e-01 3.091e-03 8.453e-04 7.686e-03 -1.000 1.742e-02 5.541 5.470 5.908 4.880
0.02 0.14251 10.00000 0.8509402275 2.4353203773    0.850 -0.305  3.7189  4.500    1  0.000  0.536     0.00     0.00 -1 -3.78e-14      0.00 7.391e-01 2.435e-01 3.090e-03 8.450e-04 7.684e-03 -1.000 1.741e-02 5.533 5.461 5.898 4.872
0.02 0.14251 10.00000 0.8690705299 2.4406900406    0.868 -0.245  3.7258  4.477    1  0.000  0.536     0.00     0.00 -1 -4.41e-14      0.00 7.411e-01 2.415e-01 3.069e-03 8.393e-04 7.633e-03 -1.000 1.739e-02 5.383 5.298 5.718 4.724
