# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr 21 17:09:58 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.009 -0.22295 8.00000 0.0900000036 1.0816895962    0.090 -2.717  3.4261  4.766    0  0.000  0.545     0.00     0.00 -1 -3.37e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.563 13.272 15.981 11.948
0.009 -0.22295 8.00000 0.0919791684 1.1003825665    0.092 -2.702  3.4281  4.768    0  0.000  0.545     0.00     0.00 -1 -3.44e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.525 13.210 15.876 11.890
0.009 -0.22295 8.00000 0.0985681191 1.1590328217    0.099 -2.650  3.4350  4.773    0  0.000  0.545     0.00     0.00 -1 -3.73e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.395 13.002 15.543 11.696
0.009 -0.22295 8.00000 0.1000000015 1.1711064577    0.100 -2.639  3.4365  4.775    0  0.000  0.545     0.00     0.00 -1 -3.79e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.367 12.958 15.471 11.655
0.009 -0.22295 8.00000 0.1019051969 1.1868269444    0.102 -2.627  3.4381  4.777    0  0.000  0.545     0.00     0.00 -1 -3.85e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.336 12.910 15.397 11.610
0.009 -0.22295 8.00000 0.1135066450 1.2749499083    0.113 -2.551  3.4472  4.784    0  0.000  0.545     0.00     0.00 -1  -4.3e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.147 12.624 14.958 11.342
0.009 -0.22295 8.00000 0.1200000048 1.3193155527    0.120 -2.512  3.4522  4.789    0  0.000  0.545     0.00     0.00 -1 -4.56e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 11.049 12.472 14.722 11.202
0.009 -0.22295 8.00000 0.1384630203 1.4301029444    0.138 -2.410  3.4645  4.799    0  0.000  0.545     0.00     0.00 -1  -5.3e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 10.795 12.089 14.133 10.850
0.009 -0.22295 8.00000 0.1400000006 1.4384527206    0.140 -2.402  3.4655  4.799    0  0.000  0.545     0.00     0.00 -1 -5.37e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 10.774 12.059 14.087 10.822
0.009 -0.22295 8.00000 0.1599999964 1.5372931957    0.160 -2.308  3.4758  4.806    0  0.000  0.545     0.00     0.00 -1 -6.18e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 10.541 11.726 13.601 10.516
0.009 -0.22295 8.00000 0.1767386496 1.6084102392    0.177 -2.241  3.4828  4.810    0  0.000  0.545     0.00     0.00 -1 -6.83e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 10.373 11.490 13.263 10.300
0.009 -0.22295 8.00000 0.2000000030 1.6938791275    0.200 -2.155  3.4917  4.813    0  0.000  0.545     0.00     0.00 -1 -7.79e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 10.159 11.192 12.842 10.029
0.009 -0.22295 8.00000 0.2307184786 1.7887756824    0.231 -2.060  3.5008  4.816    0  0.000  0.545     0.00     0.00 -1 -9.01e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 9.921 10.880 12.426 9.741
0.009 -0.22295 8.00000 0.2500000000 1.8403258324    0.250 -2.006  3.5058  4.817    0  0.000  0.545     0.00     0.00 -1  -9.8e-16      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 9.784 10.704 12.197 9.579
0.009 -0.22295 8.00000 0.3000000119 1.9529139996    0.300 -1.878  3.5175  4.815    0  0.000  0.545     0.00     0.00 -1  -1.2e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 9.465 10.298 11.676 9.205
0.009 -0.22295 8.00000 0.3500000238 2.0434176922    0.350 -1.758  3.5281  4.804    0  0.000  0.545     0.00     0.00 -1 -1.49e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 9.164 9.924 11.212 8.860
0.009 -0.22295 8.00000 0.3885855079 2.1024775505    0.389 -1.661  3.5367  4.787    0  0.000  0.545     0.00     0.00 -1  -1.8e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 8.922 9.628 10.850 8.586
0.009 -0.22295 8.00000 0.4000000358 2.1185026169    0.400 -1.633  3.5391  4.781    0  0.000  0.545     0.00     0.00 -1  -1.9e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 8.852 9.543 10.747 8.508
0.009 -0.22295 8.00000 0.4500000179 2.1822810173    0.450 -1.494  3.5535  4.751    0  0.000  0.545     0.00     0.00 -1 -2.54e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 8.506 9.113 10.221 8.115
0.009 -0.22295 8.00000 0.4723169208 2.2078442574    0.472 -1.418  3.5633  4.735    0  0.000  0.545     0.00     0.00 -1 -3.01e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 8.315 8.865 9.912 7.893
0.009 -0.22295 8.00000 0.5000000000 2.2374541759    0.500 -1.326  3.5745  4.713    0  0.000  0.545     0.00     0.00 -1  -3.7e-15      0.00 7.258e-01 2.652e-01 1.628e-03 4.393e-04 3.984e-03 -1.000 9.056e-03 8.084 8.574 9.556 7.631
0.009 -0.22295 8.00000 0.5282409787 2.2647864819    0.528 -1.216  3.5921  4.697    0  0.000  0.545     0.00     0.00 -1 -4.72e-15      0.00 7.258e-01 2.651e-01 1.628e-03 4.392e-04 3.984e-03 -1.000 9.056e-03 7.810 8.212 9.107 7.312
0.009 -0.22295 8.00000 0.5500000119 2.2836582661    0.550 -1.143  3.6042  4.690    0  0.000  0.545     0.00     0.00 -1 -5.53e-15      0.00 7.259e-01 2.651e-01 1.628e-03 4.391e-04 3.982e-03 -1.000 9.054e-03 7.628 7.978 8.819 7.106
0.009 -0.22295 8.00000 0.5820803642 2.3085446358    0.582 -1.047  3.6241  4.698    0  0.000  0.545     0.00     0.00 -1 -6.67e-15      0.00 7.259e-01 2.650e-01 1.628e-03 4.391e-04 3.982e-03 -1.000 9.055e-03 7.387 7.655 8.414 6.831
0.009 -0.22295 8.00000 0.6000000238 2.3211214542    0.600 -1.013  3.6303  4.702    0  0.000  0.545     0.00     0.00 -1 -7.08e-15      0.00 7.259e-01 2.650e-01 1.627e-03 4.391e-04 3.982e-03 -1.000 9.056e-03 7.302 7.544 8.277 6.736
0.009 -0.22295 8.00000 0.6107333899 2.3282494545    0.611 -0.996  3.6335  4.706    0  0.000  0.545     0.00     0.00 -1 -7.26e-15      0.00 7.259e-01 2.650e-01 1.627e-03 4.391e-04 3.982e-03 -1.000 9.056e-03 7.260 7.489 8.207 6.689
0.009 -0.22295 8.00000 0.6353433132 2.3435521126    0.635 -0.945  3.6417  4.704    0  0.000  0.545     0.00     0.00 -1    -8e-15      0.00 7.260e-01 2.650e-01 1.627e-03 4.390e-04 3.982e-03 -1.000 9.044e-03 7.132 7.325 8.007 6.547
0.009 -0.22295 8.00000 0.6474308968 2.3505804539    0.647 -0.914  3.6465  4.701    0  0.000  0.545     0.00     0.00 -1 -8.52e-15      0.00 7.260e-01 2.650e-01 1.627e-03 4.390e-04 3.981e-03 -1.000 9.006e-03 7.054 7.226 7.887 6.462
