# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Thu Sep 19 13:32:13 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 4.00000 0.0900000036 1.0816895962    0.090 -0.510  3.4375  2.604    0  0.000  0.545     0.00     0.00 -1 -6.05e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.044 11.818 11.131 9.913 8.283 6.356 4.013 3.418 3.064
0.0152 0.01508 4.00000 0.1000000015 1.1711064577    0.100 -0.414  3.4418  2.572    0  0.000  0.545     0.00     0.00 -1 -3.83e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.806 11.509 10.825 9.626 8.014 6.097 3.778 3.166 2.829
0.0152 0.01508 4.00000 0.1200000122 1.3193155527    0.120 -0.230  3.4550  2.519    0  0.000  0.545     0.00     0.00 -1 -1.19e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.346 10.885 10.185 9.041 7.474 5.583 3.336 2.654 2.370
0.0152 0.01508 4.00000 0.1400000006 1.4384527206    0.140 -0.054  3.4737  2.485    0  0.000  0.545     0.00     0.00 -1 -1.72e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.905 10.302 9.533 8.442 6.934 5.072 2.943 2.148 1.918
0.0152 0.01508 4.00000 0.1511580795 1.4956978559    0.151  0.030  3.4838  2.474    0  0.000  0.545     0.00     0.00 -1 -2.03e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.695 10.048 9.237 8.172 6.686 4.834 2.755 1.912 1.701
0.0152 0.01508 4.00000 0.1727226079 1.5921695232    0.173  0.171  3.5003  2.457    0  0.000  0.545     0.00     0.00 -1 -2.68e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.342 9.631 8.727 7.692 6.251 4.421 2.440 1.539 1.348
0.0152 0.01508 4.00000 0.1939888149 1.6730782986    0.194  0.295  3.5139  2.438    0  0.000  0.545     0.00     0.00 -1 -3.44e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 4.033 9.244 8.217 7.174 5.803 4.018 2.170 1.240 1.054
0.0152 0.01508 4.00000 0.2126915455 1.7352414131    0.213  0.385  3.5239  2.429    0  0.000  0.545     0.00     0.00 -1 -4.08e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 3.809 8.951 7.807 6.743 5.443 3.707 1.976 1.035 0.851
0.0152 0.01508 4.00000 0.2378658652 1.8085167408    0.238  0.493  3.5356  2.416    0  0.000  0.545     0.00     0.00 -1 -5.03e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 3.537 8.597 7.277 6.157 4.962 3.320 1.744 0.799 0.618
0.0152 0.01508 4.00000 0.2596095800 1.8641256094    0.260  0.577  3.5444  2.405    0  0.000  0.545     0.00     0.00 -1 -5.91e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 3.328 8.319 6.857 5.679 4.565 3.024 1.566 0.623 0.445
0.0152 0.01508 4.00000 0.2957448959 1.9443131685    0.296  0.695  3.5564  2.392    0  0.000  0.545     0.00     0.00 -1 -7.37e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 3.034 7.902 6.275 5.026 4.011 2.626 1.313 0.382 0.211
0.0152 0.01508 4.00000 0.3000000119 1.9529139996    0.300  0.708  3.5577  2.390    0  0.000  0.545     0.00     0.00 -1 -7.57e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 3.000 7.854 6.211 4.955 3.950 2.582 1.283 0.355 0.184
0.0152 0.01508 4.00000 0.3246324360 1.9997663498    0.325  0.772  3.5642  2.386    0  0.000  0.545     0.00     0.00 -1 -8.47e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.839 7.608 5.903 4.618 3.653 2.378 1.143 0.226 0.060
0.0152 0.01508 4.00000 0.3500000238 2.0434176922    0.350  0.836  3.5703  2.380    0  0.000  0.545     0.00     0.00 -1 -9.51e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.681 7.367 5.614 4.304 3.373 2.184 1.003 0.097 -0.064
0.0152 0.01508 4.00000 0.3597447872 2.0591058731    0.360  0.857  3.5723  2.378    0  0.000  0.545     0.00     0.00 -1 -9.88e-12      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.627 7.281 5.521 4.206 3.283 2.121 0.955 0.053 -0.106
0.0152 0.01508 4.00000 0.4000000358 2.1185026169    0.400  0.945  3.5798  2.367    0  0.000  0.545     0.00     0.00 -1 -1.16e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.409 6.946 5.158 3.825 2.930 1.870 0.756 -0.127 -0.280
0.0152 0.01508 4.00000 0.4324635565 2.1610083580    0.432  1.004  3.5849  2.361    0  0.000  0.545     0.00     0.00 -1 -1.29e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.260 6.707 4.921 3.583 2.700 1.704 0.620 -0.248 -0.397
0.0152 0.01508 4.00000 0.4500000477 2.1822810173    0.450  1.036  3.5873  2.357    0  0.000  0.545     0.00     0.00 -1 -1.37e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.181 6.585 4.800 3.459 2.582 1.618 0.548 -0.313 -0.460
0.0152 0.01508 4.00000 0.4808891714 2.2172493935    0.481  1.084  3.5913  2.354    0  0.000  0.545     0.00     0.00 -1 -1.48e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 2.061 6.390 4.612 3.270 2.402 1.486 0.438 -0.411 -0.554
0.0152 0.01508 4.00000 0.5000000000 2.2374541759    0.500  1.114  3.5935  2.349    0  0.000  0.545     0.00     0.00 -1 -1.57e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.985 6.271 4.501 3.160 2.297 1.405 0.367 -0.474 -0.616
0.0152 0.01508 4.00000 0.5103537440 2.2478790283    0.510  1.128  3.5946  2.348    0  0.000  0.545     0.00     0.00 -1  -1.6e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.950 6.213 4.448 3.108 2.247 1.366 0.335 -0.504 -0.644
0.0152 0.01508 4.00000 0.5392472744 2.2745511532    0.539  1.169  3.5975  2.342    0  0.000  0.545     0.00     0.00 -1 -1.72e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.847 6.052 4.298 2.960 2.106 1.256 0.239 -0.590 -0.728
0.0152 0.01508 4.00000 0.5500000119 2.2836582661    0.550  1.184  3.5987  2.341    0  0.000  0.545     0.00     0.00 -1 -1.77e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.810 5.992 4.243 2.906 2.053 1.216 0.204 -0.621 -0.757
0.0152 0.01508 4.00000 0.5583847761 2.2904806137    0.558  1.194  3.5994  2.340    0  0.000  0.545     0.00     0.00 -1  -1.8e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.785 5.951 4.205 2.869 2.018 1.189 0.181 -0.641 -0.777
0.0152 0.01508 4.00000 0.5936660171 2.3167757988    0.593  1.238  3.6025  2.335    0  0.000  0.545     0.00     0.00 -1 -1.94e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.675 5.775 4.048 2.717 1.873 1.073 0.079 -0.734 -0.867
0.0152 0.01508 4.00000 0.6000000238 2.3211214542    0.600  1.246  3.6031  2.334    0  0.000  0.545     0.00     0.00 -1 -1.97e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.654 5.743 4.019 2.689 1.846 1.051 0.059 -0.751 -0.884
0.0152 0.01508 4.00000 0.6296511292 2.3401348591    0.630  1.280  3.6053  2.330    0  0.000  0.545     0.00     0.00 -1 -2.09e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.570 5.610 3.901 2.575 1.737 0.962 -0.020 -0.823 -0.954
0.0152 0.01508 4.00000 0.6499999762 2.3520355225    0.650  1.304  3.6069  2.327    0  0.000  0.545     0.00     0.00 -1 -2.18e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.511 5.519 3.819 2.496 1.662 0.900 -0.076 -0.873 -1.002
0.0152 0.01508 4.00000 0.6732842326 2.3646428585    0.673  1.328  3.6084  2.324    0  0.000  0.545     0.00     0.00 -1 -2.27e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.451 5.425 3.736 2.415 1.584 0.836 -0.132 -0.924 -1.052
0.0152 0.01508 4.00000 0.7000000477 2.3779268265    0.700  1.356  3.6101  2.320    0  0.000  0.545     0.00     0.00 -1 -2.39e-11      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 1.380 5.316 3.639 2.321 1.494 0.761 -0.199 -0.986 -1.112
0.0152 0.01508 4.00000 0.7350687385 2.3936898708    0.735  1.416  3.6144  2.298    0  0.000  0.540     0.00     0.00 -1 -2.75e-11      0.00 7.092e-01 2.755e-01 2.720e-03 7.402e-04 6.720e-03 -1.000 1.527e-02 1.230 5.072 3.429 2.122 1.306 0.603 -0.340 -1.112 -1.234
0.0152 0.01508 4.00000 0.7500000000 2.3998889923    0.750  1.442  3.6160  2.287    0  0.000  0.538     0.00     0.00 -1 -2.93e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.164 4.970 3.340 2.037 1.226 0.535 -0.402 -1.167 -1.289
0.0152 0.01508 4.00000 0.7792522311 2.4112458229    0.779  1.466  3.6175  2.286    0  0.000  0.538     0.00     0.00 -1 -3.03e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.105 4.875 3.259 1.961 1.153 0.473 -0.457 -1.217 -1.337
0.0152 0.01508 4.00000 0.8000000119 2.4187245369    0.800  1.483  3.6186  2.285    0  0.000  0.538     0.00     0.00 -1 -3.11e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 1.064 4.808 3.202 1.907 1.102 0.429 -0.497 -1.253 -1.372
0.0152 0.01508 4.00000 0.8500000238 2.4350347519    0.850  1.521  3.6209  2.281    0  0.000  0.538     0.00     0.00 -1 -3.32e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.966 4.656 3.072 1.784 0.986 0.328 -0.589 -1.337 -1.454
0.0152 0.01508 4.00000 0.8528129458 2.4358873367    0.852  1.523  3.6210  2.281    0  0.000  0.538     0.00     0.00 -1 -3.33e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.961 4.648 3.066 1.778 0.981 0.323 -0.593 -1.342 -1.458
0.0152 0.01508 4.00000 0.9000000358 2.4492788315    0.899  1.560  3.6228  2.275    0  0.000  0.538     0.00     0.00 -1 -3.55e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.871 4.513 2.950 1.668 0.877 0.229 -0.680 -1.422 -1.537
0.0152 0.01508 4.00000 0.9500000477 2.4618122578    0.950  1.594  3.6247  2.272    0  0.000  0.538     0.00     0.00 -1 -3.75e-11      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.785 4.380 2.838 1.563 0.778 0.140 -0.761 -1.496 -1.610
