# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr 21 16:18:57 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.005 -0.48482 8.00000 0.0900000036 1.0816895962    0.090 -2.691  3.4487  4.830    0  0.000  0.545     0.00     0.00 -1 -3.32e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.497 12.852 15.160 11.577
0.005 -0.48482 8.00000 0.0950994268 1.1288152933    0.095 -2.651  3.4539  4.835    0  0.000  0.545     0.00     0.00 -1 -3.52e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.398 12.704 14.919 11.441
0.005 -0.48482 8.00000 0.1000000015 1.1711064577    0.100 -2.613  3.4589  4.839    0  0.000  0.545     0.00     0.00 -1 -3.73e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.303 12.562 14.686 11.311
0.005 -0.48482 8.00000 0.1043466404 1.2064225674    0.104 -2.584  3.4626  4.842    0  0.000  0.545     0.00     0.00 -1 -3.89e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.229 12.455 14.518 11.214
0.005 -0.48482 8.00000 0.1143809631 1.2811135054    0.114 -2.516  3.4710  4.849    0  0.000  0.545     0.00     0.00 -1 -4.31e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.061 12.211 14.139 10.992
0.005 -0.48482 8.00000 0.1199999973 1.3193154335    0.120 -2.480  3.4758  4.853    0  0.000  0.545     0.00     0.00 -1 -4.55e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.971 12.078 13.934 10.873
0.005 -0.48482 8.00000 0.1233961135 1.3412948847    0.123 -2.461  3.4780  4.854    0  0.000  0.545     0.00     0.00 -1 -4.68e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.923 12.011 13.832 10.811
0.005 -0.48482 8.00000 0.1400000006 1.4384527206    0.140 -2.371  3.4883  4.860    0  0.000  0.545     0.00     0.00 -1 -5.38e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.698 11.693 13.360 10.525
0.005 -0.48482 8.00000 0.1578797996 1.5275961161    0.158 -2.288  3.4973  4.865    0  0.000  0.545     0.00     0.00 -1  -6.1e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.489 11.411 12.966 10.271
0.005 -0.48482 8.00000 0.1599999964 1.5372931957    0.160 -2.278  3.4983  4.865    0  0.000  0.545     0.00     0.00 -1 -6.19e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.465 11.379 12.922 10.241
0.005 -0.48482 8.00000 0.1903967112 1.6602441072    0.190 -2.159  3.5104  4.870    0  0.000  0.545     0.00     0.00 -1 -7.43e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.167 10.989 12.399 9.887
0.005 -0.48482 8.00000 0.1999999881 1.6938791275    0.200 -2.123  3.5139  4.870    0  0.000  0.545     0.00     0.00 -1 -7.86e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 10.079 10.876 12.251 9.784
0.005 -0.48482 8.00000 0.2500000000 1.8403258324    0.250 -1.972  3.5279  4.871    0  0.000  0.545     0.00     0.00 -1 -9.95e-16      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.699 10.402 11.651 9.350
0.005 -0.48482 8.00000 0.3000000119 1.9529139996    0.300 -1.843  3.5387  4.864    0  0.000  0.545     0.00     0.00 -1 -1.23e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.376 10.013 11.182 8.991
0.005 -0.48482 8.00000 0.3499999642 2.0434174538    0.350 -1.717  3.5490  4.847    0  0.000  0.545     0.00     0.00 -1 -1.55e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.062 9.640 10.738 8.645
0.005 -0.48482 8.00000 0.3726469576 2.0790476799    0.373 -1.655  3.5546  4.835    0  0.000  0.545     0.00     0.00 -1 -1.76e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.907 9.454 10.517 8.473
0.005 -0.48482 8.00000 0.3999999762 2.1185023785    0.400 -1.582  3.5613  4.819    0  0.000  0.545     0.00     0.00 -1 -2.04e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.724 9.235 10.257 8.272
0.005 -0.48482 8.00000 0.4071962535 2.1283030510    0.407 -1.559  3.5639  4.814    0  0.000  0.545     0.00     0.00 -1 -2.15e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.666 9.164 10.171 8.208
0.005 -0.48482 8.00000 0.4499999881 2.1822810173    0.450 -1.422  3.5778  4.776    0  0.000  0.545     0.00     0.00 -1 -2.91e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.325 8.754 9.687 7.833
0.005 -0.48482 8.00000 0.4999999404 2.2374541759    0.500 -1.237  3.6040  4.741    0  0.000  0.545     0.00     0.00 -1 -4.41e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 7.861 8.181 8.997 7.321
0.005 -0.48482 8.00000 0.5075346231 2.2450890541    0.508 -1.207  3.6094  4.741    0  0.000  0.545     0.00     0.00 -1 -4.69e-15      0.00 7.372e-01 2.577e-01 9.172e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 7.788 8.088 8.882 7.241
0.005 -0.48482 8.00000 0.5440014005 2.2786288261    0.544 -1.103  3.6286  4.742    0  0.000  0.545     0.00     0.00 -1 -5.77e-15      0.00 7.373e-01 2.576e-01 9.166e-04 2.473e-04 2.243e-03 -1.000 5.101e-03 7.526 7.757 8.474 6.956
0.005 -0.48482 8.00000 0.5500000119 2.2836582661    0.550 -1.091  3.6305  4.744    0  0.000  0.545     0.00     0.00 -1 -5.88e-15      0.00 7.373e-01 2.576e-01 9.165e-04 2.473e-04 2.243e-03 -1.000 5.101e-03 7.498 7.722 8.432 6.925
