# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr 21 17:29:13 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01 -0.17553 8.00000 0.0900000036 1.0816895962    0.090 -2.725  3.4213  4.754    0  0.000  0.545     0.00     0.00 -1 -3.35e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.582 13.379 16.190 12.043
0.01 -0.17553 8.00000 0.0927469805 1.1074942350    0.093 -2.703  3.4243  4.757    0  0.000  0.545     0.00     0.00 -1 -3.47e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.526 13.287 16.035 11.957
0.01 -0.17553 8.00000 0.0988926440 1.1617891788    0.099 -2.652  3.4314  4.762    0  0.000  0.545     0.00     0.00 -1 -3.75e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.399 13.073 15.677 11.758
0.01 -0.17553 8.00000 0.1000000015 1.1711064577    0.100 -2.643  3.4327  4.764    0  0.000  0.545     0.00     0.00 -1 -3.81e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.377 13.036 15.616 11.723
0.01 -0.17553 8.00000 0.1037378237 1.2015922070    0.104 -2.619  3.4356  4.767    0  0.000  0.545     0.00     0.00 -1 -3.94e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.316 12.943 15.474 11.636
0.01 -0.17553 8.00000 0.1154298410 1.2884273529    0.115 -2.544  3.4443  4.773    0  0.000  0.545     0.00     0.00 -1 -4.39e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.130 12.660 15.044 11.371
0.01 -0.17553 8.00000 0.1200000048 1.3193155527    0.120 -2.516  3.4477  4.776    0  0.000  0.545     0.00     0.00 -1 -4.58e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.060 12.553 14.881 11.272
0.01 -0.17553 8.00000 0.1279422194 1.3695158958    0.128 -2.471  3.4533  4.781    0  0.000  0.545     0.00     0.00 -1 -4.89e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.948 12.380 14.612 11.112
0.01 -0.17553 8.00000 0.1400000006 1.4384527206    0.140 -2.405  3.4613  4.786    0  0.000  0.545     0.00     0.00 -1 -5.41e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.783 12.128 14.223 10.880
0.01 -0.17553 8.00000 0.1599999964 1.5372931957    0.160 -2.314  3.4717  4.795    0  0.000  0.545     0.00     0.00 -1 -6.18e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.555 11.796 13.735 10.574
0.01 -0.17553 8.00000 0.2000000030 1.6938791275    0.200 -2.161  3.4879  4.803    0  0.000  0.545     0.00     0.00 -1 -7.79e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.171 11.254 12.959 10.078
0.01 -0.17553 8.00000 0.2500000000 1.8403258324    0.250 -2.011  3.5020  4.807    0  0.000  0.545     0.00     0.00 -1 -9.78e-16      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 9.799 10.761 12.302 9.624
0.01 -0.17553 8.00000 0.3000000119 1.9529139996    0.300 -1.885  3.5135  4.806    0  0.000  0.545     0.00     0.00 -1  -1.2e-15      0.00 7.230e-01 2.670e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 9.482 10.357 11.782 9.251
