# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr 21 17:09:45 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.008 -0.27576 8.00000 0.0900000036 1.0816895962    0.090 -2.709  3.4315  4.779    0  0.000  0.545     0.00     0.00 -1 -3.38e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.543 13.159 15.756 11.846
0.008 -0.27576 8.00000 0.0909462795 1.0906929970    0.091 -2.702  3.4324  4.780    0  0.000  0.545     0.00     0.00 -1 -3.41e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.526 13.132 15.715 11.822
0.008 -0.27576 8.00000 0.0981336683 1.1553244591    0.098 -2.648  3.4390  4.785    0  0.000  0.545     0.00     0.00 -1  -3.7e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.389 12.925 15.394 11.628
0.008 -0.27576 8.00000 0.1000000015 1.1711064577    0.100 -2.634  3.4408  4.787    0  0.000  0.545     0.00     0.00 -1 -3.77e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.355 12.873 15.311 11.579
0.008 -0.27576 8.00000 0.1014565676 1.1831597090    0.101 -2.624  3.4420  4.789    0  0.000  0.545     0.00     0.00 -1 -3.82e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.331 12.836 15.253 11.545
0.008 -0.27576 8.00000 0.1127603799 1.2696399689    0.113 -2.549  3.4513  4.796    0  0.000  0.545     0.00     0.00 -1 -4.27e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.143 12.552 14.813 11.281
0.008 -0.27576 8.00000 0.1200000048 1.3193155527    0.120 -2.505  3.4571  4.802    0  0.000  0.545     0.00     0.00 -1 -4.56e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 11.032 12.381 14.541 11.124
0.008 -0.27576 8.00000 0.1371412575 1.4228253365    0.137 -2.410  3.4683  4.811    0  0.000  0.545     0.00     0.00 -1 -5.25e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.796 12.034 14.015 10.806
0.008 -0.27576 8.00000 0.1400000006 1.4384527206    0.140 -2.395  3.4701  4.811    0  0.000  0.545     0.00     0.00 -1 -5.38e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.758 11.978 13.931 10.755
0.008 -0.27576 8.00000 0.1599999964 1.5372931957    0.160 -2.302  3.4803  4.817    0  0.000  0.545     0.00     0.00 -1 -6.19e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.525 11.649 13.451 10.453
0.008 -0.27576 8.00000 0.1693482250 1.5781393051    0.169 -2.264  3.4843  4.820    0  0.000  0.545     0.00     0.00 -1 -6.55e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.430 11.517 13.262 10.332
0.008 -0.27576 8.00000 0.2000000030 1.6938791275    0.200 -2.150  3.4960  4.825    0  0.000  0.545     0.00     0.00 -1  -7.8e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.144 11.128 12.721 9.977
0.008 -0.27576 8.00000 0.2170540839 1.7487244606    0.217 -2.095  3.5012  4.826    0  0.000  0.545     0.00     0.00 -1 -8.47e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 10.007 10.949 12.484 9.813
0.008 -0.27576 8.00000 0.2500000000 1.8403258324    0.250 -1.999  3.5102  4.827    0  0.000  0.545     0.00     0.00 -1 -9.85e-16      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 9.766 10.638 12.078 9.527
0.008 -0.27576 8.00000 0.2925993800 1.9378510714    0.292 -1.888  3.5203  4.826    0  0.000  0.545     0.00     0.00 -1 -1.18e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 9.491 10.288 11.631 9.206
0.008 -0.27576 8.00000 0.3000000119 1.9529139996    0.300 -1.870  3.5219  4.825    0  0.000  0.545     0.00     0.00 -1 -1.21e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 9.446 10.233 11.562 9.155
0.008 -0.27576 8.00000 0.3500000238 2.0434176922    0.350 -1.750  3.5325  4.814    0  0.000  0.545     0.00     0.00 -1  -1.5e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 9.146 9.864 11.108 8.814
0.008 -0.27576 8.00000 0.3736810684 2.0806071758    0.374 -1.689  3.5379  4.803    0  0.000  0.545     0.00     0.00 -1 -1.69e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.992 9.677 10.882 8.642
0.008 -0.27576 8.00000 0.4000000358 2.1185026169    0.400 -1.622  3.5436  4.788    0  0.000  0.545     0.00     0.00 -1 -1.94e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.825 9.476 10.641 8.456
0.008 -0.27576 8.00000 0.4500000179 2.1822810173    0.450 -1.479  3.5587  4.757    0  0.000  0.545     0.00     0.00 -1 -2.61e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.468 9.033 10.100 8.052
0.008 -0.27576 8.00000 0.4631970823 2.1975915432    0.463 -1.433  3.5647  4.747    0  0.000  0.545     0.00     0.00 -1  -2.9e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.352 8.883 9.913 7.918
0.008 -0.27576 8.00000 0.4871817529 2.2240157127    0.487 -1.350  3.5747  4.727    0  0.000  0.545     0.00     0.00 -1 -3.49e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.145 8.623 9.597 7.684
0.008 -0.27576 8.00000 0.5000000000 2.2374541759    0.500 -1.307  3.5803  4.717    0  0.000  0.545     0.00     0.00 -1 -3.85e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 8.037 8.487 9.431 7.561
0.008 -0.27576 8.00000 0.5048628449 2.2424116135    0.505 -1.288  3.5835  4.715    0  0.000  0.545     0.00     0.00 -1 -4.02e-15      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 7.989 8.423 9.352 7.505
0.008 -0.27576 8.00000 0.5500000119 2.2836582661    0.550 -1.128  3.6101  4.699    0  0.000  0.545     0.00     0.00 -1 -5.67e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 7.996e-03 7.591 7.910 8.721 7.054
0.008 -0.27576 8.00000 0.5721348524 2.3011722565    0.572 -1.062  3.6243  4.706    0  0.000  0.545     0.00     0.00 -1 -6.44e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 7.996e-03 7.424 7.687 8.439 6.865
0.008 -0.27576 8.00000 0.5948799849 2.3176169395    0.595 -1.019  3.6320  4.711    0  0.000  0.545     0.00     0.00 -1 -6.94e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 7.994e-03 7.317 7.548 8.269 6.746
0.008 -0.27576 8.00000 0.6000000238 2.3211214542    0.600 -1.011  3.6331  4.712    0  0.000  0.545     0.00     0.00 -1 -7.02e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 8.000e-03 7.298 7.525 8.241 6.726
0.008 -0.27576 8.00000 0.6012265086 2.3219506741    0.601 -1.010  3.6335  4.712    0  0.000  0.545     0.00     0.00 -1 -7.04e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 8.000e-03 7.294 7.519 8.234 6.721
0.008 -0.27576 8.00000 0.6270192862 2.3385307789    0.627 -0.952  3.6427  4.710    0  0.000  0.545     0.00     0.00 -1 -7.87e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.879e-04 3.518e-03 -1.000 8.000e-03 7.150 7.336 8.011 6.564
0.008 -0.27576 8.00000 0.6402018070 2.3464138508    0.640 -0.917  3.6482  4.706    0  0.000  0.545     0.00     0.00 -1 -8.46e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.878e-04 3.517e-03 -1.000 8.000e-03 7.062 7.225 7.875 6.468
0.008 -0.27576 8.00000 0.6499999762 2.3520355225    0.650 -0.886  3.6535  4.703    0  0.000  0.545     0.00     0.00 -1 -9.04e-15      0.00 7.291e-01 2.629e-01 1.438e-03 3.878e-04 3.517e-03 -1.000 7.999e-03 6.985 7.126 7.754 6.385
0.008 -0.27576 8.00000 0.7000000477 2.3779268265    0.700 -0.732  3.6805  4.689    0  0.000  0.545     0.00     0.00 -1 -1.26e-14      0.00 7.292e-01 2.628e-01 1.437e-03 3.878e-04 3.517e-03 -1.000 7.983e-03 6.599 6.637 7.164 5.970
0.008 -0.27576 8.00000 0.7500000000 2.3998889923    0.750 -0.589  3.7044  4.672    0  0.000  0.538     0.00     0.00 -1 -1.72e-14      0.00 7.293e-01 2.627e-01 1.418e-03 3.872e-04 3.517e-03 -1.000 8.000e-03 6.244 6.214 6.671 5.605
0.008 -0.27576 8.00000 0.7977272868 2.4179270267    0.798 -0.465  3.7234  4.650    0  0.000  0.537     0.00     0.00 -1 -2.28e-14      0.00 7.294e-01 2.626e-01 1.417e-03 3.871e-04 3.516e-03 -1.000 8.000e-03 5.933 5.865 6.273 5.299
0.008 -0.27576 8.00000 0.8103570342 2.4222934246    0.810 -0.434  3.7279  4.644    0  0.000  0.538     0.00     0.00 -1 -2.45e-14      0.00 7.294e-01 2.626e-01 1.417e-03 3.870e-04 3.515e-03 -1.000 8.000e-03 5.854 5.778 6.175 5.222
0.008 -0.27576 8.00000 0.8454545736 2.4336435795    0.845 -0.348  3.7408  4.629    0  0.000  0.538     0.00     0.00 -1 -2.97e-14      0.00 7.294e-01 2.626e-01 1.417e-03 3.870e-04 3.515e-03 -1.000 7.996e-03 5.641 5.547 5.913 5.019
