# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Thu Sep 19 14:53:14 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 5.00000 0.0900000036 1.0816895962    0.090 -0.764  3.4511  2.913    0  0.000  0.545     0.00     0.00 -1 -2.56e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.679 8.317 10.460 7.053
0.0152 0.01508 5.00000 0.1000000015 1.1711064577    0.100 -0.688  3.4553  2.899    0  0.000  0.545     0.00     0.00 -1 -2.93e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.491 8.106 10.221 6.846
0.0152 0.01508 5.00000 0.1067722067 1.2253091335    0.107 -0.644  3.4585  2.896    0  0.000  0.545     0.00     0.00 -1 -3.15e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.380 7.976 10.069 6.720
0.0152 0.01508 5.00000 0.1233605742 1.3410689831    0.123 -0.542  3.4660  2.887    0  0.000  0.545     0.00     0.00 -1 -3.75e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.124 7.682 9.728 6.433
0.0152 0.01508 5.00000 0.1364372820 1.4189119339    0.136 -0.471  3.4727  2.887    0  0.000  0.545     0.00     0.00 -1 -4.19e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.947 7.471 9.478 6.229
0.0152 0.01508 5.00000 0.1432723850 1.4558397532    0.143 -0.437  3.4764  2.889    0  0.000  0.545     0.00     0.00 -1 -4.41e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.864 7.370 9.356 6.132
0.0152 0.01508 5.00000 0.1551610976 1.5149109364    0.155 -0.382  3.4830  2.894    0  0.000  0.545     0.00     0.00 -1 -4.79e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.724 7.200 9.150 5.969
0.0152 0.01508 5.00000 0.1625732780 1.5488405228    0.163 -0.349  3.4871  2.898    0  0.000  0.545     0.00     0.00 -1 -5.02e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.642 7.100 9.028 5.873
0.0152 0.01508 5.00000 0.1747228056 1.6003189087    0.175 -0.298  3.4939  2.906    0  0.000  0.545     0.00     0.00 -1 -5.39e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.515 6.942 8.833 5.723
0.0152 0.01508 5.00000 0.1877826452 1.6507047415    0.188 -0.244  3.5013  2.913    0  0.000  0.545     0.00     0.00 -1 -5.84e-13      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.381 6.771 8.621 5.561
