# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Feb 23 16:04:17 CET 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0115 -0.11232 10.00000 0.0900000036 1.0816895962    0.090 -3.400  3.3729  5.236    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-17      0.00 7.176e-01 2.707e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 13.271 15.169 18.234 13.802
0.0115 -0.11232 10.00000 0.0960914344 1.1376017332    0.096 -3.282  3.3900  5.214    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.61e-17      0.00 7.173e-01 2.710e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 12.974 14.872 17.927 13.505
0.0115 -0.11232 10.00000 0.0999999940 1.1711063385    0.100 -3.209  3.4004  5.201    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-17      0.00 7.171e-01 2.712e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 12.793 14.691 17.741 13.325
0.0115 -0.11232 10.00000 0.1200000048 1.3193155527    0.120 -2.941  3.4354  5.152    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-16      0.00 7.162e-01 2.722e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 12.123 13.801 16.458 12.472
0.0115 -0.11232 10.00000 0.1400000006 1.4384527206    0.140 -2.760  3.4544  5.114    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-16      0.00 7.154e-01 2.730e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 11.670 13.131 15.432 11.846
0.0115 -0.11232 10.00000 0.1599281877 1.5369675159    0.160 -2.618  3.4680  5.084    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-16      0.00 7.146e-01 2.737e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 11.315 12.629 14.688 11.379
0.0115 -0.11232 10.00000 0.1599999964 1.5372931957    0.160 -2.618  3.4680  5.084    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-16      0.00 7.146e-01 2.737e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 11.314 12.627 14.686 11.377
0.0115 -0.11232 10.00000 0.1602039635 1.5382173061    0.160 -2.616  3.4682  5.084    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-16      0.00 7.146e-01 2.737e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 11.311 12.623 14.680 11.373
0.0115 -0.11232 10.00000 0.1999999881 1.6938791275    0.200 -2.397  3.4868  5.035    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-16      0.00 7.134e-01 2.749e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 10.762 11.881 13.639 10.686
0.0115 -0.11232 10.00000 0.2500000000 1.8403258324    0.250 -2.186  3.5019  4.982    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-16      0.00 7.126e-01 2.758e-01 2.097e-03 5.657e-04 5.131e-03 -1.000 1.166e-02 10.236 11.219 12.781 10.068
