# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Jan 22 16:56:18 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.014 -0.02268 10.00000 0.0900000036 1.0816895962    0.090 -3.419  3.3649  5.223    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-17      0.00 7.118e-01 2.742e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 13.317 15.258 18.302 13.899
0.014 -0.02268 10.00000 0.1000000015 1.1711064577    0.100 -3.233  3.3915  5.189    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-17      0.00 7.114e-01 2.746e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 12.852 14.793 17.823 13.435
0.014 -0.02268 10.00000 0.1113696247 1.2596213818    0.111 -3.074  3.4128  5.162    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.26e-17      0.00 7.108e-01 2.752e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 12.454 14.394 17.413 13.037
0.014 -0.02268 10.00000 0.1200000048 1.3193155527    0.120 -2.963  3.4275  5.143    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-16      0.00 7.105e-01 2.755e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 12.179 13.986 16.780 12.650
0.014 -0.02268 10.00000 0.1400000006 1.4384527206    0.140 -2.782  3.4468  5.105    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-16      0.00 7.097e-01 2.763e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 11.726 13.301 15.731 12.006
0.014 -0.02268 10.00000 0.1454587430 1.4671713114    0.145 -2.742  3.4507  5.097    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-16      0.00 7.095e-01 2.765e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 11.625 13.154 15.512 11.867
0.014 -0.02268 10.00000 0.1599999964 1.5372931957    0.160 -2.641  3.4604  5.076    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-16      0.00 7.090e-01 2.770e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 11.372 12.787 14.963 11.525
0.014 -0.02268 10.00000 0.2000000030 1.6938791275    0.200 -2.421  3.4791  5.028    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-16      0.00 7.079e-01 2.781e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 10.822 12.037 13.912 10.826
0.014 -0.02268 10.00000 0.2500000000 1.8403258324    0.250 -2.208  3.4952  4.977    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-16      0.00 7.070e-01 2.790e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 10.289 11.346 12.992 10.183
0.014 -0.02268 10.00000 0.3000000119 1.9529139996    0.300 -2.044  3.5055  4.933    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-19      0.00 7.068e-01 2.792e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 9.881 10.851 12.382 9.716
0.014 -0.02268 10.00000 0.3500000238 2.0434176922    0.350 -1.896  3.5141  4.887    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.71e-16      0.00 7.127e-01 2.733e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 9.511 10.415 11.859 9.303
0.014 -0.02268 10.00000 0.3692485988 2.0738832951    0.369 -1.838  3.5186  4.870    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-15      0.00 7.128e-01 2.732e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 9.366 10.237 11.639 9.137
0.014 -0.02268 10.00000 0.4000000358 2.1185026169    0.400 -1.752  3.5252  4.844    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-15      0.00 7.129e-01 2.731e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 9.149 9.974 11.319 8.892
0.014 -0.02268 10.00000 0.4500000179 2.1822810173    0.450 -1.600  3.5377  4.794    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-15      0.00 7.130e-01 2.730e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 8.770 9.515 10.763 8.464
0.014 -0.02268 10.00000 0.5000000000 2.2374541759    0.500 -1.439  3.5536  4.742    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.75e-15      0.00 7.130e-01 2.730e-01 2.517e-03 6.792e-04 6.160e-03 -1.000 1.400e-02 8.367 9.016 10.157 8.006
0.014 -0.02268 10.00000 0.5500000119 2.2836582661    0.550 -1.259  3.5743  4.686    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-15      0.00 7.358e-01 2.512e-01 2.330e-03 6.287e-04 5.704e-03 -1.000 1.295e-02 7.917 8.445 9.459 7.489
0.014 -0.02268 10.00000 0.6000000238 2.3211214542    0.600 -1.083  3.5999  4.650    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -6.34e-15      0.00 7.392e-01 2.480e-01 2.304e-03 6.219e-04 5.643e-03 -1.000 1.284e-02 7.477 7.874 8.758 6.982
0.014 -0.02268 10.00000 0.6499999762 2.3520355225    0.650 -0.902  3.6310  4.629    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.46e-15      0.00 7.423e-01 2.450e-01 2.281e-03 6.158e-04 5.588e-03 -1.000 1.273e-02 7.025 7.278 8.022 6.464
0.014 -0.02268 10.00000 0.7000000477 2.3779268265    0.700 -0.726  3.6624  4.611    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-14      0.00 7.453e-01 2.421e-01 2.258e-03 6.098e-04 5.534e-03 -1.000 1.262e-02 6.585 6.690 7.297 5.966
0.014 -0.02268 10.00000 0.7175439000 2.3860340118    0.717 -0.665  3.6728  4.602    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-14      0.00 7.465e-01 2.410e-01 2.238e-03 6.070e-04 5.513e-03 -1.000 1.256e-02 6.433 6.496 7.065 5.800
0.014 -0.02268 10.00000 0.7379112244 2.3948922157    0.738 -0.595  3.6846  4.591    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-14      0.00 7.479e-01 2.396e-01 2.215e-03 6.039e-04 5.488e-03 -1.000 1.249e-02 6.258 6.279 6.808 5.613
0.014 -0.02268 10.00000 0.7500000000 2.3998889923    0.750 -0.554  3.6914  4.584    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-14      0.00 7.487e-01 2.389e-01 2.202e-03 6.020e-04 5.473e-03 -1.000 1.243e-02 6.154 6.154 6.662 5.506
