# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr  7 15:58:54 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.005 -0.48482 10.00000 0.0900000036 1.0816895962    0.090 -3.328  3.4046  5.290    1  0.000  0.545     0.00     0.00 -1 -4.46e-17      0.00 7.358e-01 2.591e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 13.089 14.744 17.832 13.391
0.005 -0.48482 10.00000 0.1000000015 1.1711064577    0.100 -3.119  3.4345  5.247    1  0.000  0.545     0.00     0.00 -1  -7.2e-17      0.00 7.351e-01 2.598e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 12.567 14.060 16.759 12.741
0.005 -0.48482 10.00000 0.1199999973 1.3193154335    0.120 -2.852  3.4667  5.187    1  0.000  0.545     0.00     0.00 -1  -1.3e-16      0.00 7.340e-01 2.609e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.899 13.097 15.179 11.853
0.005 -0.48482 10.00000 0.1230536923 1.3391145468    0.123 -2.821  3.4698  5.181    1  0.000  0.545     0.00     0.00 -1 -1.39e-16      0.00 7.338e-01 2.611e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.823 12.993 15.018 11.758
0.005 -0.48482 10.00000 0.1400000006 1.4384527206    0.140 -2.666  3.4861  5.146    1  0.000  0.545     0.00     0.00 -1 -1.94e-16      0.00 7.329e-01 2.620e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.435 12.458 14.210 11.273
0.005 -0.48482 10.00000 0.1599999964 1.5372931957    0.160 -2.523  3.4993  5.114    1  0.000  0.545     0.00     0.00 -1 -2.62e-16      0.00 7.320e-01 2.629e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 11.077 11.988 13.552 10.845
0.005 -0.48482 10.00000 0.1999999881 1.6938791275    0.200 -2.300  3.5172  5.060    1  0.000  0.545     0.00     0.00 -1 -4.15e-16      0.00 7.306e-01 2.643e-01 9.173e-04 2.475e-04 2.244e-03 -1.000 5.101e-03 10.521 11.294 12.648 10.208
0.005 -0.48482 10.00000 0.2500000000 1.8403258324    0.250 -2.090  3.5313  5.003    1  0.000  0.545     0.00     0.00 -1 -6.63e-17      0.00 7.298e-01 2.651e-01 9.172e-04 2.475e-04 2.244e-03 -1.000 5.101e-03 9.994 10.672 11.898 9.629
0.005 -0.48482 10.00000 0.3000000119 1.9529139996    0.300 -1.927  3.5409  4.957    1  0.000  0.545     0.00     0.00 -1 -2.72e-16      0.00 7.297e-01 2.652e-01 9.172e-04 2.475e-04 2.244e-03 -1.000 5.101e-03 9.587 10.207 11.362 9.190
0.005 -0.48482 10.00000 0.3499999642 2.0434174538    0.350 -1.784  3.5491  4.914    1  0.000  0.545     0.00     0.00 -1 -3.64e-16      0.00 7.370e-01 2.579e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.229 9.804 10.903 8.809
0.005 -0.48482 10.00000 0.3999999762 2.1185023785    0.400 -1.631  3.5606  4.865    1  0.000  0.545     0.00     0.00 -1 -1.72e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.846 9.359 10.386 8.395
0.005 -0.48482 10.00000 0.4499999881 2.1822810173    0.450 -1.463  3.5754  4.807    1  0.000  0.545     0.00     0.00 -1 -2.55e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.426 8.865 9.810 7.939
0.005 -0.48482 10.00000 0.4999999404 2.2374541759    0.500 -1.281  3.5954  4.751    1  0.000  0.545     0.00     0.00 -1 -3.92e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 7.972 8.324 9.176 7.445
0.005 -0.48482 10.00000 0.5500000119 2.2836582661    0.550 -1.077  3.6231  4.699    1  0.000  0.544     0.00     0.00 -1 -6.35e-15      0.00 7.636e-01 2.318e-01 8.319e-04 2.246e-04 2.038e-03 -1.000 4.643e-03 7.462 7.714 8.453 6.900
0.005 -0.48482 10.00000 0.5523632169 2.2856054306    0.552 -1.067  3.6247  4.698    1  0.000  0.544     0.00     0.00 -1 -6.48e-15      0.00 7.638e-01 2.316e-01 8.313e-04 2.244e-04 2.036e-03 -1.000 4.641e-03 7.438 7.685 8.418 6.874
0.005 -0.48482 10.00000 0.5999999642 2.3211214542    0.600 -0.883  3.6545  4.669    1  0.000  0.544     0.00     0.00 -1 -9.84e-15      0.00 7.677e-01 2.277e-01 8.196e-04 2.213e-04 2.008e-03 -1.000 4.584e-03 6.977 7.108 7.715 6.381
0.005 -0.48482 10.00000 0.6499999166 2.3520352840    0.650 -0.690  3.6879  4.644    1  0.000  0.544     0.00     0.00 -1 -1.52e-14      0.00 7.718e-01 2.237e-01 8.077e-04 2.181e-04 1.980e-03 -1.000 4.489e-03 6.494 6.512 7.002 5.873
0.005 -0.48482 10.00000 0.6659369469 2.3607740402    0.666 -0.630  3.6974  4.633    1  0.000  0.544     0.00     0.00 -1 -1.74e-14      0.00 7.734e-01 2.221e-01 8.027e-04 2.168e-04 1.968e-03 -1.000 4.475e-03 6.345 6.338 6.800 5.721
