# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Jan 22 16:55:14 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.011 -0.13246 10.00000 0.0900000036 1.0816895962    0.090 -3.396  3.3747  5.239    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-17      0.00 7.189e-01 2.699e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 13.260 15.138 18.200 13.780
0.011 -0.13246 10.00000 0.0950905681 1.1287362576    0.095 -3.296  3.3892  5.221    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.09e-17      0.00 7.187e-01 2.702e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 13.010 14.887 17.941 13.530
0.011 -0.13246 10.00000 0.1000000015 1.1711064577    0.100 -3.204  3.4025  5.204    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-17      0.00 7.184e-01 2.704e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 12.780 14.657 17.704 13.300
0.011 -0.13246 10.00000 0.1200000048 1.3193155527    0.120 -2.936  3.4372  5.154    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-16      0.00 7.175e-01 2.714e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 12.111 13.751 16.371 12.435
0.011 -0.13246 10.00000 0.1400000006 1.4384527206    0.140 -2.755  3.4562  5.116    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-16      0.00 7.167e-01 2.722e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 11.658 13.084 15.348 11.812
0.011 -0.13246 10.00000 0.1579278558 1.5278177261    0.158 -2.626  3.4685  5.089    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-16      0.00 7.160e-01 2.729e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 11.336 12.631 14.678 11.391
0.011 -0.13246 10.00000 0.1599999964 1.5372931957    0.160 -2.613  3.4698  5.086    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-16      0.00 7.159e-01 2.730e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 11.301 12.582 14.607 11.346
0.011 -0.13246 10.00000 0.1652640253 1.5606635809    0.165 -2.580  3.4725  5.079    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-16      0.00 7.157e-01 2.731e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 11.221 12.474 14.454 11.245
0.011 -0.13246 10.00000 0.2000000030 1.6938791275    0.200 -2.391  3.4886  5.037    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.46e-16      0.00 7.147e-01 2.742e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 10.748 11.837 13.562 10.657
0.011 -0.13246 10.00000 0.2500000000 1.8403258324    0.250 -2.181  3.5035  4.983    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-16      0.00 7.138e-01 2.750e-01 2.002e-03 5.401e-04 4.899e-03 -1.000 1.113e-02 10.224 11.182 12.721 10.045
