# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Apr  7 15:58:08 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.007 -0.33541 10.00000 0.0900000036 1.0816895962    0.090 -3.357  3.3920  5.269    1  0.000  0.545     0.00     0.00 -1 -4.28e-17      0.00 7.304e-01 2.625e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 13.162 14.903 17.980 13.548
0.007 -0.33541 10.00000 0.0996483564 1.1681623459    0.100 -3.160  3.4207  5.232    1  0.000  0.545     0.00     0.00 -1 -6.67e-17      0.00 7.298e-01 2.631e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 12.671 14.377 17.365 13.030
0.007 -0.33541 10.00000 0.1189450845 1.3123229742    0.119 -2.903  3.4521  5.176    1  0.000  0.545     0.00     0.00 -1 -1.18e-16      0.00 7.288e-01 2.641e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 12.028 13.414 15.763 12.132
0.007 -0.33541 10.00000 0.1382417977 1.4288911819    0.138 -2.721  3.4716  5.137    1  0.000  0.545     0.00     0.00 -1 -1.74e-16      0.00 7.279e-01 2.650e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.572 12.767 14.759 11.537
0.007 -0.33541 10.00000 0.1575385332 1.5260194540    0.157 -2.579  3.4851  5.106    1  0.000  0.545     0.00     0.00 -1 -2.34e-16      0.00 7.271e-01 2.659e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.218 12.284 14.054 11.095
0.007 -0.33541 10.00000 0.1961319745 1.6805894375    0.196 -2.362  3.5031  5.056    1  0.000  0.545     0.00     0.00 -1 -3.66e-16      0.00 7.258e-01 2.671e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 10.675 11.584 13.108 10.452
0.007 -0.33541 10.00000 0.2443737835 1.8258324862    0.244 -2.153  3.5179  5.001    1  0.000  0.545     0.00     0.00 -1 -5.65e-16      0.00 7.249e-01 2.680e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 10.152 10.946 12.304 9.859
0.007 -0.33541 10.00000 0.2926155925 1.9378845692    0.292 -1.988  3.5282  4.956    1  0.000  0.545     0.00     0.00 -1 -7.95e-16      0.00 7.246e-01 2.683e-01 1.271e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 9.739 10.464 11.732 9.407
0.007 -0.33541 10.00000 0.3408574164 2.0281734467    0.340 -1.845  3.5367  4.914    1  0.000  0.545     0.00     0.00 -1 -2.06e-16      0.00 7.303e-01 2.626e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 9.383 10.057 11.261 9.022
0.007 -0.33541 10.00000 0.3890992403 2.1032118797    0.388 -1.701  3.5470  4.868    1  0.000  0.545     0.00     0.00 -1 -1.28e-15      0.00 7.316e-01 2.613e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 9.022 9.637 10.769 8.629
