# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Jan 22 17:13:29 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0165 0.05294 10.00000 0.0900000036 1.0816895962    0.090 -3.427  3.3601  5.212    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.042e-01 2.793e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 13.338 15.297 18.304 13.939
0.0165 0.05294 10.00000 0.0963064507 1.1394906044    0.096 -3.312  3.3762  5.191    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-17      0.00 7.040e-01 2.795e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 13.050 15.008 18.006 13.651
0.0165 0.05294 10.00000 0.1000000015 1.1711064577    0.100 -3.248  3.3852  5.179    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.41e-17      0.00 7.038e-01 2.796e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 12.890 14.848 17.841 13.491
0.0165 0.05294 10.00000 0.1200000048 1.3193155527    0.120 -2.987  3.4189  5.132    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-16      0.00 7.030e-01 2.805e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 12.239 14.168 17.101 12.817
0.0165 0.05294 10.00000 0.1400000006 1.4384527206    0.140 -2.801  3.4402  5.098    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-16      0.00 7.022e-01 2.812e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 11.773 13.439 15.959 12.131
0.0165 0.05294 10.00000 0.1520975530 1.5002659559    0.152 -2.713  3.4486  5.080    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-16      0.00 7.018e-01 2.816e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 11.553 13.119 15.489 11.830
0.0165 0.05294 10.00000 0.1599999964 1.5372931957    0.160 -2.660  3.4538  5.069    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-16      0.00 7.016e-01 2.819e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 11.419 12.924 15.201 11.647
0.0165 0.05294 10.00000 0.2000000030 1.6938791275    0.200 -2.440  3.4726  5.021    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-16      0.00 7.005e-01 2.830e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 10.871 12.167 14.133 10.939
0.0165 0.05294 10.00000 0.2500000000 1.8403258324    0.250 -2.227  3.4890  4.971    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.31e-18      0.00 6.996e-01 2.839e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 10.338 11.465 13.190 10.284
0.0165 0.05294 10.00000 0.3000000119 1.9529139996    0.300 -2.060  3.4999  4.927    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-16      0.00 6.993e-01 2.842e-01 2.974e-03 8.023e-04 7.277e-03 -1.000 1.654e-02 9.920 10.953 12.551 9.801
